comparison,input_id,SYMBOL,ENTREZID,ENSEMBL,GENENAME,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,direction,significant
Microglia_1d_HI_vs_Control,Srgn,Srgn,19073,ENSMUSG00000020077,serglycin,1368.3556097153103,4.261738132954566,0.3039150861382145,14.022792310535097,1.1307648242104068e-44,7.883426292083377e-42,Up,TRUE
Microglia_1d_HI_vs_Control,Hes1,Hes1,15205,ENSMUSG00000022528,hes family bHLH transcription factor 1,362.39294787327486,-4.286664392096186,0.31096483482197496,-13.785045484484666,3.135688916019225e-43,2.064676946258881e-40,Down,TRUE
Microglia_1d_HI_vs_Control,Id2,Id2,15902,ENSMUSG00000020644,inhibitor of DNA binding 2,2513.858611670792,3.3701507037020195,0.24673833545517487,13.658804569159773,1.7889645035524236e-42,1.1159372261107012e-39,Up,TRUE
Microglia_1d_HI_vs_Control,Ccl6,Ccl6,20305,ENSMUSG00000018927,C-C motif chemokine ligand 6,3388.4396822123285,3.3877200367481675,0.24823453344881877,13.647255237541922,2.096265457628958e-42,1.2422469101909205e-39,Up,TRUE
Microglia_1d_HI_vs_Control,Ccl4,Ccl4,20303,ENSMUSG00000018930,C-C motif chemokine ligand 4,15859.946067353883,3.7974318784144914,0.27989349039633377,13.567417638178243,6.248491138409014e-42,3.526529379639221e-39,Up,TRUE
Microglia_1d_HI_vs_Control,Adamts1,Adamts1,11504,ENSMUSG00000022893,ADAM metallopeptidase with thrombospondin type 1 motif 1,1117.030609243923,3.6548097911373914,0.2726646723937743,13.404045925902798,5.725482722191198e-41,3.0844736919731855e-38,Up,TRUE
Microglia_1d_HI_vs_Control,Sparc,Sparc,20692,ENSMUSG00000018593,secreted acidic cysteine rich glycoprotein,16014.86087799815,-2.4628158494505272,0.1844556532945823,-13.351804650396494,1.156136940896297e-40,5.957623923262136e-38,Down,TRUE
Microglia_1d_HI_vs_Control,Ifngr1,Ifngr1,15979,ENSMUSG00000020009,interferon gamma receptor 1,1636.2114769482266,-1.762567573442582,0.13232232027975768,-13.320258968525772,1.764942315316644e-40,8.715873467138693e-38,Down,TRUE
Microglia_1d_HI_vs_Control,Gpr56,Gpr56,NA,NA,NA,944.3554147755294,-4.002301894317215,0.30176263746376814,-13.263079644171526,3.790057533083902e-40,1.7967904752844163e-37,Down,TRUE
Microglia_1d_HI_vs_Control,Ccl12,Ccl12,20293,ENSMUSG00000035352,C-C motif chemokine ligand 12,4115.018100680832,3.302989513300021,0.25043644497932244,13.18893307870081,1.0161315788626228e-39,4.631996720261464e-37,Up,TRUE
Microglia_1d_HI_vs_Control,Bola2,Bola2,66162,ENSMUSG00000047721,bolA family member 2,747.7239999908521,2.572046376516252,0.19809319919785265,12.984021596558339,1.507523198952603e-38,6.61746850147639e-36,Up,TRUE
Microglia_1d_HI_vs_Control,Fabp5,Fabp5,16592,ENSMUSG00000027533,"fatty acid binding protein 5, epidermal",269.65738551183205,3.635065875962065,0.2833064169009872,12.83086318949311,1.101302907119777e-37,4.661657876851285e-35,Up,TRUE
Microglia_1d_HI_vs_Control,P2ry13,P2ry13,74191,ENSMUSG00000036362,"purinergic receptor P2Y, G-protein coupled 13",2054.577460381462,-2.956101115248963,0.23149152156228858,-12.769802951308305,2.4176573046638523e-37,9.880715301681372e-35,Down,TRUE
Microglia_1d_HI_vs_Control,Gp49a,Gp49a,NA,NA,NA,289.6100872619906,6.494176882514009,0.5184344127754706,12.526515837841535,5.3460093129018483e-36,2.1120300792170903e-33,Up,TRUE
Microglia_1d_HI_vs_Control,Ccl3,Ccl3,20302,ENSMUSG00000000982,C-C motif chemokine ligand 3,10404.345055017893,3.8217314315433533,0.3065713460793448,12.466042506641303,1.1436628380129568e-35,4.372481276170827e-33,Up,TRUE
Microglia_1d_HI_vs_Control,Nfil3,Nfil3,18030,ENSMUSG00000056749,"nuclear factor, interleukin 3, regulated",372.49605486216956,4.050670160968723,0.32926885759517677,12.302014197616174,8.834330577657386e-35,3.2720151876998546e-32,Up,TRUE
Microglia_1d_HI_vs_Control,Ccni,Ccni,12453,ENSMUSG00000063015,cyclin I,472.1462817462634,-3.500478904678568,0.2850498163654058,-12.280235606927382,1.1566094045081434e-34,4.1539802006759133e-32,Down,TRUE
Microglia_1d_HI_vs_Control,Rrs1,Rrs1,59014,ENSMUSG00000061024,ribosome biogenesis regulator 1,273.7656254108641,2.4364866339512714,0.2000298773296873,12.180613548722413,3.943043553791175e-34,1.374498594103912e-31,Up,TRUE
Microglia_1d_HI_vs_Control,Lgals1,Lgals1,16852,ENSMUSG00000068220,"lectin, galactose binding, soluble 1",1655.590164181723,3.3984500531128568,0.2795598992230749,12.156428953356656,5.302641832447269e-34,1.7956260285190008e-31,Up,TRUE
Microglia_1d_HI_vs_Control,Cd14,Cd14,12475,ENSMUSG00000051439,CD14 antigen,7638.969964836943,3.7996730765195057,0.3164865492177427,12.005796410340746,3.312595726470055e-33,1.090580126392308e-30,Up,TRUE
Microglia_1d_HI_vs_Control,Csnk1e,Csnk1e,27373,ENSMUSG00000022433,"casein kinase 1, epsilon",677.5322238294805,-2.206743989439448,0.1859191871476451,-11.86937197443206,1.7074455276364262e-32,5.469363349607277e-30,Down,TRUE
Microglia_1d_HI_vs_Control,Rsl1d1,Rsl1d1,66409,ENSMUSG00000005846,ribosomal L1 domain containing 1,729.9471261431221,1.5316016091101188,0.12906538736302062,11.866865628367131,1.7593638742648608e-32,5.487363325733455e-30,Up,TRUE
Microglia_1d_HI_vs_Control,Cd82,Cd82,12521,ENSMUSG00000027215,CD82 antigen,481.71563156528254,-2.48706591466037,0.20984311885439394,-11.852025113990498,2.1005238203081037e-32,6.383438030331191e-30,Down,TRUE
Microglia_1d_HI_vs_Control,Olfml3,Olfml3,99543,ENSMUSG00000027848,olfactomedin-like 3,5041.117384158895,-2.0442119157505227,0.17315014429566614,-11.806007578370169,3.6341143884971335e-32,1.0767880933117007e-29,Down,TRUE
Microglia_1d_HI_vs_Control,Fxyd5,Fxyd5,18301,ENSMUSG00000009687,FXYD domain-containing ion transport regulator 5,506.4246528386691,3.9456774257139453,0.3370673532690521,11.705902062144975,1.188881127041818e-31,3.4367363701706406e-29,Up,TRUE
Microglia_1d_HI_vs_Control,Smim3,Smim3,106878,ENSMUSG00000038059,small integral membrane protein 3,357.54963517708666,3.541286460054846,0.30286884827467536,11.69247507701159,1.39267862775543e-31,3.9300064514660377e-29,Up,TRUE
Microglia_1d_HI_vs_Control,F11r,F11r,16456,ENSMUSG00000038235,F11 receptor,1502.5331430875494,-2.986719465593234,0.256578661008772,-11.64056065243525,2.563250779310106e-31,7.065034473577531e-29,Down,TRUE
Microglia_1d_HI_vs_Control,Pld4,Pld4,104759,ENSMUSG00000052160,phospholipase D family member 4,3138.7599190298242,-2.9136740748462504,0.25098141695912474,-11.609122739636044,3.7039610606411294e-31,9.97712420243606e-29,Down,TRUE
Microglia_1d_HI_vs_Control,Ltc4s,Ltc4s,17001,ENSMUSG00000020377,leukotriene C4 synthase,1339.5717630952274,-4.050820977885242,0.34914645879042755,-11.602068060259823,4.0223878504829835e-31,1.0594075734205406e-28,Down,TRUE
Microglia_1d_HI_vs_Control,Lst1,Lst1,16988,ENSMUSG00000073412,leukocyte specific transcript 1,815.6513220039495,-3.331576312209248,0.28733470131006505,-11.594757949594534,4.381024625206336e-31,1.1287805186509892e-28,Down,TRUE
Microglia_1d_HI_vs_Control,Hfe,Hfe,15216,ENSMUSG00000006611,homeostatic iron regulator,562.8106142751664,-2.136687518061021,0.18472482339636284,-11.566867293608638,6.065717259221326e-31,1.529593211835982e-28,Down,TRUE
Microglia_1d_HI_vs_Control,Serpinf1,Serpinf1,20317,ENSMUSG00000000753,"serine (or cysteine) peptidase inhibitor, clade F, member 1",377.02338702129424,-3.6635927105765638,0.3187421217571912,-11.493908274123198,1.4155940413149047e-30,3.442299652045845e-28,Down,TRUE
Microglia_1d_HI_vs_Control,Cxcl14,Cxcl14,57266,ENSMUSG00000021508,C-X-C motif chemokine ligand 14,164.43785900291022,6.08167008731645,0.5291423477270227,11.493448055028663,1.4231579729180424e-30,3.442299652045845e-28,Up,TRUE
Microglia_1d_HI_vs_Control,Rps6ka1,Rps6ka1,20111,ENSMUSG00000003644,ribosomal protein S6 kinase polypeptide 1,1888.0569045567033,-1.6461360444564288,0.14393006109807546,-11.437055135651852,2.7299513843976364e-30,6.471076761576157e-28,Down,TRUE
Microglia_1d_HI_vs_Control,Cxcl16,Cxcl16,66102,ENSMUSG00000018920,C-X-C motif chemokine ligand 16,966.7131545470639,3.459529591216154,0.30258580816893743,11.433218273358861,2.853337702089204e-30,6.63093302846299e-28,Up,TRUE
Microglia_1d_HI_vs_Control,Cx3cr1,Cx3cr1,13051,ENSMUSG00000052336,C-X3-C motif chemokine receptor 1,8835.669945729926,-1.1461180791429386,0.10132093414644301,-11.311759892446416,1.1476420549327984e-29,2.615741083666063e-27,Down,TRUE
Microglia_1d_HI_vs_Control,Ifi204,Ifi204,15951,ENSMUSG00000073489,interferon activated gene 204,137.18981819577013,4.1855976863852735,0.3702878736293767,11.303631537701023,1.2590159436389305e-29,2.815444710190303e-27,Up,TRUE
Microglia_1d_HI_vs_Control,Man2b1,Man2b1,17159,ENSMUSG00000005142,"mannosidase 2, alpha B1",3045.685858936677,-1.692030117004405,0.1497981396515674,-11.295401404450622,1.382708587308041e-29,3.0347892919953524e-27,Down,TRUE
Microglia_1d_HI_vs_Control,Cndp2,Cndp2,66054,ENSMUSG00000024644,CNDP dipeptidase 2,2570.6491601439884,2.0112402617028673,0.17872569353186066,11.253223987878005,2.2327858217005548e-29,4.8114504652354506e-27,Up,TRUE
Microglia_1d_HI_vs_Control,Plk2,Plk2,20620,ENSMUSG00000021701,polo like kinase 2,381.70926377216534,3.1067999788046023,0.276633790561302,11.230732053740688,2.880817522240679e-29,6.097044513142237e-27,Up,TRUE
Microglia_1d_HI_vs_Control,Igfbp4,Igfbp4,16010,ENSMUSG00000017493,insulin-like growth factor binding protein 4,1877.188402636382,-2.508503875806453,0.22381653601725746,-11.207857651827092,3.731149794280496e-29,7.758173221370602e-27,Down,TRUE
Microglia_1d_HI_vs_Control,Rcsd1,Rcsd1,226594,ENSMUSG00000040723,RCSD domain containing 1,532.2066203676877,-2.613728164039167,0.23387429098927368,-11.175782310160129,5.357619865182159e-29,1.0948019076230853e-26,Down,TRUE
Microglia_1d_HI_vs_Control,Itgb5,Itgb5,16419,ENSMUSG00000022817,integrin beta 5,1254.8521304246863,-3.0577476001878225,0.27386876278503786,-11.16501045644215,6.048408305628464e-29,1.2150124616662465e-26,Down,TRUE
Microglia_1d_HI_vs_Control,Cd164,Cd164,53599,ENSMUSG00000019818,CD164 antigen,2305.757527862935,-2.3027351437990746,0.20637151882150107,-11.158202241031146,6.529865293466377e-29,1.2898660576360584e-26,Down,TRUE
Microglia_1d_HI_vs_Control,Rogdi,Rogdi,66049,ENSMUSG00000022540,rogdi homolog,1306.4030983000273,-2.7336784368841975,0.24630586890008044,-11.098714168248975,1.2726155979233834e-28,2.472629519112777e-26,Down,TRUE
Microglia_1d_HI_vs_Control,Wasf2,Wasf2,242687,ENSMUSG00000028868,"WASP family, member 2",1428.4639054227598,-1.7914517975639774,0.16163054032943502,-11.083621906557042,1.5065233675543944e-28,2.8798895084281745e-26,Down,TRUE
Microglia_1d_HI_vs_Control,Cstb,Cstb,13014,ENSMUSG00000005054,cystatin B,2405.220413045409,2.6955932723833955,0.24341762742203105,11.073944401363535,1.6784645259572643e-28,3.157644692324682e-26,Up,TRUE
Microglia_1d_HI_vs_Control,Tmem173,Tmem173,NA,NA,NA,634.6905837234141,-2.289995970560462,0.2076518625166222,-11.028054084403657,2.798547359442085e-28,5.182559891266811e-26,Down,TRUE
Microglia_1d_HI_vs_Control,Sepp1,Sepp1,NA,NA,NA,11904.174405379626,-2.2353773215919737,0.20343842928127875,-10.987979653054087,4.36589510507211e-28,7.960705966971483e-26,Down,TRUE
Microglia_1d_HI_vs_Control,Ifnb1,Ifnb1,15977,ENSMUSG00000048806,"interferon beta 1, fibroblast",103.62258321069935,6.7977818369309535,0.6210270506289834,10.946031787256418,6.942274970647136e-28,1.2466642871531796e-25,Up,TRUE
Microglia_1d_HI_vs_Control,Pdia6,Pdia6,71853,ENSMUSG00000020571,protein disulfide isomerase associated 6,1878.3715798405565,1.268421419557405,0.11743018732034571,10.801493623587543,3.3864927526820764e-27,5.990554045490742e-25,Up,TRUE
Microglia_1d_HI_vs_Control,Pkm,Pkm,18746,ENSMUSG00000032294,"pyruvate kinase, muscle",3478.7472516357134,2.131355455126163,0.19869238613433296,10.726910560554572,7.609793614933143e-27,1.3263422635909941e-24,Up,TRUE
Microglia_1d_HI_vs_Control,Coro1c,Coro1c,23790,ENSMUSG00000004530,"coronin, actin binding protein 1C",940.7801842298591,1.3283318022192894,0.12395475993973003,10.716262956462167,8.538384236344719e-27,1.4666221734660524e-24,Up,TRUE
Microglia_1d_HI_vs_Control,Ctsc,Ctsc,13032,ENSMUSG00000030560,cathepsin C,3071.322356076454,1.9463021414919144,0.181740045805866,10.709264063743808,9.209095865549492e-27,1.5592314885498941e-24,Up,TRUE
Microglia_1d_HI_vs_Control,Snn,Snn,20621,ENSMUSG00000037972,stannin,283.7456136236629,-4.605396239219191,0.43071974803621066,-10.69232664677361,1.1056205097055293e-26,1.8456076452154835e-24,Down,TRUE
Microglia_1d_HI_vs_Control,Csf1r,Csf1r,12978,ENSMUSG00000024621,colony stimulating factor 1 receptor,14977.451271077987,-1.7626869803498395,0.16574753820311802,-10.634770202075195,2.053342917047774e-26,3.380030590673642e-24,Down,TRUE
Microglia_1d_HI_vs_Control,Msr1,Msr1,20288,ENSMUSG00000025044,macrophage scavenger receptor 1,1162.8573067922753,6.091564833334676,0.5746871568813684,10.59979287929719,2.9864088301416284e-26,4.848618829429942e-24,Up,TRUE
Microglia_1d_HI_vs_Control,Rap2b,Rap2b,74012,ENSMUSG00000036894,"RAP2B, member of RAS oncogene family",637.8307959111069,2.3918781643657328,0.22589186432433306,10.588598095465272,3.365949128549846e-26,5.390976901563888e-24,Up,TRUE
Microglia_1d_HI_vs_Control,Hcar2,Hcar2,80885,ENSMUSG00000045502,hydroxycarboxylic acid receptor 2,271.6727712344758,5.3193910219044005,0.5024934398865194,10.585990979515485,3.46098879305649e-26,5.4692852233740695e-24,Up,TRUE
Microglia_1d_HI_vs_Control,Glipr1,Glipr1,73690,ENSMUSG00000056888,GLI pathogenesis related 1,297.6770115495968,2.923862797991903,0.2765476647820939,10.572726406117964,3.9873121522525617e-26,6.218108372170705e-24,Up,TRUE
Microglia_1d_HI_vs_Control,Rnase4,Rnase4,58809,ENSMUSG00000021876,"ribonuclease, RNase A family 4",2797.4603273230755,-2.3246826264914224,0.22052691615435976,-10.541491564976315,5.560982381776569e-26,8.559579634911156e-24,Down,TRUE
Microglia_1d_HI_vs_Control,Tomm40,Tomm40,53333,ENSMUSG00000002984,translocase of outer mitochondrial membrane 40,771.56690503943355,1.6260137056830035,0.15454650685625088,10.521193514877796,6.899401078505356e-26,1.0483551484928908e-23,Up,TRUE
Microglia_1d_HI_vs_Control,Asna1,Asna1,NA,NA,NA,594.8118214130711,1.6142309563033708,0.15359463361960685,10.50968330248557,7.79548858683479e-26,1.1695206421666574e-23,Up,TRUE
Microglia_1d_HI_vs_Control,Mybbp1a,Mybbp1a,18432,ENSMUSG00000040463,MYB binding protein (P160) 1a,840.2381929491261,1.8314674240445978,0.17507748702731726,10.460896230243668,1.306143049861302e-25,1.935050928369519e-23,Up,TRUE
Microglia_1d_HI_vs_Control,Cxxc5,Cxxc5,67393,ENSMUSG00000046668,CXXC finger 5,378.24864893313185,-2.736146845714622,0.2622457165487413,-10.433523497441296,1.743023751818853e-25,2.5504095687107466e-23,Down,TRUE
Microglia_1d_HI_vs_Control,Tprgl,Tprgl,NA,NA,NA,385.16010262387357,-2.284149377668378,0.2200342851592235,-10.380879398024259,3.029713967737225e-25,4.3790451153197063e-23,Down,TRUE
Microglia_1d_HI_vs_Control,Sall1,Sall1,58198,ENSMUSG00000031665,spalt like transcription factor 1,947.2110863410184,-2.3874258141904057,0.2303446690082051,-10.364580280802432,3.5933250101772626e-25,5.1310949422434835e-23,Down,TRUE
Microglia_1d_HI_vs_Control,Myo1e,Myo1e,71602,ENSMUSG00000032220,myosin IE,679.917784666169,2.5317505526649557,0.2447245730025967,10.345305833419891,4.395107276982484e-25,6.201287076999572e-23,Up,TRUE
Microglia_1d_HI_vs_Control,Golm1,Golm1,105348,ENSMUSG00000021556,golgi membrane protein 1,1599.3070329939665,-2.132276798934106,0.20614439080861224,-10.343608140731542,4.473695638089155e-25,6.23791067089796e-23,Down,TRUE
Microglia_1d_HI_vs_Control,Laptm5,Laptm5,16792,ENSMUSG00000028581,lysosomal-associated protein transmembrane 5,15658.11823735245,-1.4214404988524896,0.13755493832857066,-10.333620269285898,4.965054980678296e-25,6.84253856174409e-23,Down,TRUE
Microglia_1d_HI_vs_Control,Rgs1,Rgs1,50778,ENSMUSG00000026358,regulator of G-protein signaling 1,1295.2797437277889,3.314228161647943,0.3211762230192145,10.319033365834393,5.780214344457338e-25,7.865171114741116e-23,Up,TRUE
Microglia_1d_HI_vs_Control,Hp1bp3,Hp1bp3,15441,ENSMUSG00000028759,"heterochromatin protein 1, binding protein 3",639.3446573907972,-1.4720482194459856,0.14266731289437282,-10.318048259140143,5.839816554988342e-25,7.865171114741116e-23,Down,TRUE
Microglia_1d_HI_vs_Control,Entpd1,Entpd1,12495,ENSMUSG00000048120,ectonucleoside triphosphate diphosphohydrolase 1,1036.9774522697128,-3.3189831451562135,0.32260892746508885,-10.2879457528818,7.986195752508125e-25,1.0635100231317562e-22,Down,TRUE
Microglia_1d_HI_vs_Control,Clec4a2,Clec4a2,26888,ENSMUSG00000030148,"C-type lectin domain family 4, member a2",241.17700025496734,-2.9611274446583913,0.28789334807356914,-10.285501434724694,8.191457735640156e-25,1.078723967586746e-22,Down,TRUE
Microglia_1d_HI_vs_Control,Dab2,Dab2,13132,ENSMUSG00000022150,"disabled 2, mitogen-responsive phosphoprotein",2388.197621644311,2.1677439378566374,0.2108425359409358,10.281340661088883,8.552949165006914e-25,1.1139511374028785e-22,Up,TRUE
Microglia_1d_HI_vs_Control,Asb2,Asb2,65256,ENSMUSG00000021200,ankyrin repeat and SOCS box-containing 2,213.72936122712278,-3.3725435829865638,0.33048986582751155,-10.204680783606095,1.8894142312351506e-24,2.434058420499892e-22,Down,TRUE
Microglia_1d_HI_vs_Control,Itm2b,Itm2b,16432,ENSMUSG00000022108,integral membrane protein 2B,12421.19329962416,-1.4454926133542625,0.14183251883534662,-10.191545812087952,2.1629717870249044e-24,2.756509851593459e-22,Down,TRUE
Microglia_1d_HI_vs_Control,Tnf,Tnf,21926,ENSMUSG00000024401,tumor necrosis factor,10850.420779224169,3.2895815232043697,0.32281144657102245,10.190411641678331,2.1883561702987986e-24,2.759191205359719e-22,Up,TRUE
Microglia_1d_HI_vs_Control,Il23a,Il23a,83430,ENSMUSG00000025383,"interleukin 23, alpha subunit p19",121.94135626878841,10.122936441306294,0.993794247960857,10.186149157209663,2.2864232912297077e-24,2.8524935629109996e-22,Up,TRUE
Microglia_1d_HI_vs_Control,H2afv,H2afv,NA,NA,NA,433.94341734899734,-3.3232138013510455,0.32837076272058024,-10.120309657954719,4.489928404217227e-24,5.5431907757065185e-22,Down,TRUE
Microglia_1d_HI_vs_Control,Klf3,Klf3,16599,ENSMUSG00000029178,Kruppel-like transcription factor 3 (basic),503.19444402607877,-2.2199732605417077,0.22063727896270136,-10.061641763253405,8.16256135587925e-24,9.973471875245451e-22,Down,TRUE
Microglia_1d_HI_vs_Control,Hspd1,Hspd1,15510,ENSMUSG00000025980,heat shock protein 1 (chaperonin),407.30088300195285,1.7637140221468413,0.17594827058166662,10.024048638365054,1.1950491750646403e-23,1.4452778390679712e-21,Up,TRUE
Microglia_1d_HI_vs_Control,Lyl1,Lyl1,17095,ENSMUSG00000034041,lymphoblastomic leukemia 1,704.7047147221023,-2.211757306896571,0.2211126760587426,-10.002851696792712,1.4807051709121147e-23,1.7726583520858973e-21,Down,TRUE
Microglia_1d_HI_vs_Control,Il12b,Il12b,16160,ENSMUSG00000004296,interleukin 12b,120.41609071484322,9.937076766702619,0.9938852533848056,9.99821330768377,1.55171345226698e-23,1.8390907836268246e-21,Up,TRUE
Microglia_1d_HI_vs_Control,Mdm2,Mdm2,17246,ENSMUSG00000020184,transformed mouse 3T3 cell double minute 2,647.9728446733294,1.9699031088309171,0.19707957651573116,9.995470579234155,1.595277211087772e-23,1.8720025253279476e-21,Up,TRUE
Microglia_1d_HI_vs_Control,Cd74,Cd74,16149,ENSMUSG00000024610,"CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)",1530.5034655582583,2.9062703429045698,0.2915734454218798,9.967541244023321,2.113972573238766e-23,2.456353229218221e-21,Up,TRUE
Microglia_1d_HI_vs_Control,Ncl,Ncl,17975,ENSMUSG00000026234,nucleolin,3653.953536311594,1.3226274549804995,0.13303012321640112,9.942315492175943,2.724199784675482e-23,3.13468115028872e-21,Up,TRUE
Microglia_1d_HI_vs_Control,Ifitm3,Ifitm3,66141,ENSMUSG00000025492,interferon induced transmembrane protein 3,464.3648300413492,3.175020311216453,0.3195390521678534,9.93625126467678,2.8951796406647476e-23,3.2993912597267874e-21,Up,TRUE
Microglia_1d_HI_vs_Control,Fam20c,Fam20c,80752,ENSMUSG00000025854,"FAM20C, golgi associated secretory pathway kinase",630.8343617115687,5.810762119853226,0.5849115006069541,9.9344295911834255,2.948586552235485e-23,3.3282521730566636e-21,Up,TRUE
Microglia_1d_HI_vs_Control,Alox5ap,Alox5ap,11690,ENSMUSG00000060063,arachidonate 5-lipoxygenase activating protein,797.2363263475662,-2.4223491552595404,0.24600576399637852,-9.846717068365926,7.081945950482304e-23,7.918417302369459e-21,Down,TRUE
Microglia_1d_HI_vs_Control,Uap1l1,Uap1l1,227620,ENSMUSG00000026956,UDP-N-acetylglucosamine pyrophosphorylase 1 like 1,1101.5516385216072,1.6656689437464236,0.1694641301856126,9.82903545382749,8.442345750180827e-23,9.351278675807771e-21,Up,TRUE
Microglia_1d_HI_vs_Control,Arsb,Arsb,11881,ENSMUSG00000042082,arylsulfatase B,1818.192949791485,-2.423492775415559,0.24832480597352494,-9.759366431052154,1.6820271744847017e-22,1.8458690807400635e-20,Down,TRUE
Microglia_1d_HI_vs_Control,Rpn1,Rpn1,103963,ENSMUSG00000030062,ribophorin I,1754.1119690195574,1.357121041133421,0.13927097935314975,9.74446397545727,1.948042047375033e-22,2.1181829674760452e-20,Up,TRUE
Microglia_1d_HI_vs_Control,Cd36,Cd36,12491,ENSMUSG00000002944,CD36 molecule,407.04229829356296,3.254710956910515,0.33414806236431016,9.740325692393258,2.029029977960342e-22,2.1861875726169068e-20,Up,TRUE
Microglia_1d_HI_vs_Control,Impdh1,Impdh1,23917,ENSMUSG00000003500,inosine monophosphate dehydrogenase 1,264.78082047336886,3.9343496169981034,0.4045538660618279,9.725156393380795,2.355431612590809e-22,2.515006799317682e-20,Up,TRUE
Microglia_1d_HI_vs_Control,Cspg4,Cspg4,121021,ENSMUSG00000032911,chondroitin sulfate proteoglycan 4,101.39615369125829,8.312380314532458,0.8589068702103968,9.677859850505406,3.744726102865058e-22,3.962722658138988e-20,Up,TRUE
Microglia_1d_HI_vs_Control,Ebi3,Ebi3,50498,ENSMUSG00000003206,Epstein-Barr virus induced gene 3,241.38834656243884,-2.790164764520662,0.2883614102093842,-9.67592980799572,3.8160684680095413e-22,4.0024817241459364e-20,Down,TRUE
