gene_symbol,n_groups,mean_log2FC
C030034L19Rik,2,1.7790320269918898
Mrs2,2,4.914029869383236
Brwd1,2,1.2304322081329067
Mxd4,2,1.2875117835874865
Brap,2,2.2932012429183297
Nadk2,2,1.4025837598452706
Atp1a4,2,-0.6893511863371005
Negr1,2,1.3481438107355879
Neurl1a,2,2.202023453518989
Prss56,2,-2.4761834780624588
Ctf1,2,10.530920676811945
Ptgs2,2,1.731020613419362
Ptov1,2,2.7967685847493313
Styxl1,2,-2.314146292898871
Anxa4,2,3.5595402216389007
Tacr3,2,1.5001659605021844
Taf10,2,2.9908131205767496
Tbx19,2,5.854567450464427
Thbs1,2,1.7510873991777562
Tlnrd1,2,3.3180861479222794
Ano2,2,-0.09642145385444734
Ankrd23,2,10.208040961690168
Aknad1,2,2.7629958955621468
Tmem266,2,4.47844538378483
Tmem65,2,2.081729933203748
Tnfrsf25,2,-1.6730003792485744
Tprg1l,2,1.9193584729793054
Ttr,2,0.3822406633360164
Adra2c,2,8.620951497326477
Uncx,2,4.5454935969389325
Vsir,2,10.23403402781123
Wsb2,2,1.6550373282684911
Zbed6,2,1.5501638378264306
Zbtb16,2,1.1717048643315429
A630019I02Rik,2,2.826569213366267
9130221H12Rik,2,8.584349480447152
Zfp52,2,8.925309889508219
9030607L20Rik,2,1.770917927365064
Srpk3,2,11.054129135403402
Spocd1,2,1.1950606495765692
Sox6,2,1.128364197859472
Aqp1,2,1.0914016619110756
LOC118567825,2,2.1818799614053153
Rab24,2,2.4118478325108295
Rab26os,2,0.016265050363639344
Rap1b,2,1.7923301187340488
Arrdc2,2,1.0726616790917112
Arfgef3,2,1.7084332830049433
Rfxap,2,2.0893362278160117
Ripk4,2,20.479927380876333
Arc,2,1.0430882297309354
Scd4,2,1.0957626740744537
Sdcbp2,2,-1.4625121201595461
Serpina9,2,-7.411018216398652
Socs5,2,1.0743954883483635
Sgpp1,2,4.507490892206924
Sh3gl3,2,1.8103858338591534
Slc10a4-ps,2,6.78320184433287
Slc10a7,2,10.875839706869156
Slc22a15,2,5.606325886965858
Slc26a6,2,10.67623119604275
Slc35d3,2,9.871345149524483
Slc5a11,2,-43.280780310697885
Slc6a3,2,6.362076137864926
Ap1ar,2,3.108519224113414
Slmap,2,1.5600043270033324
LOC118567854,2,2.7404733294204293
Klhdc2,2,1.6924824159105776
LOC118567801,2,1.3191631370997725
Gm31623,2,1.3716062628752173
Gm12227,2,2.0456526588826436
Gm12701,2,1.900951892913904
Cdk17,2,1.885674951169933
Cdk16,2,2.684821147972282
Gm14377,2,1.6497428731261259
Gm15421,2,-1.1513192319900278
Gm16796,2,1.5632741876950005
Gm20642,2,-0.100042406837338
Gm21119,2,1.46446187961031
Gm26520,2,2.770975394327592
Gm30970,2,-1.657264409150607
Gm31725,2,1.7670863104073058
Glud1,2,1.9734402321355589
Gm32282,2,0.016014455548992834
Gm32497,2,2.3227453134912612
Gm32768,2,1.1777202671163707
Gm32807,2,2.091632307875292
Gm33050,2,1.4875536937317566
Gm33361,2,1.1397231769617817
Gm33449,2,1.359888468158217
Gm33763,2,2.5279971064678564
Gm35365,2,1.5503322199403422
Gm35956,2,1.1988870810046646
Gm36129,2,1.179428431330391
Gm12144,2,9.992370468830805
Glrx5,2,2.238315240198302
Gm38501,2,1.7807611926567135
F11r,2,9.888863559913142
D830031N03Rik,2,1.8114221113928863
Dcaf10,2,2.0167028219829914
Creb3l1,2,5.446852282270479
Drd5,2,1.4261135905981055
Dtx1,2,2.4628266878840614
Cnksr2,2,1.8917802679586322
Efhd2,2,2.4775855058637695
Egr1,2,-1.3052745647462287
Cmtm4,2,-0.2471125222912518
Cmas,2,1.729884312168466
Chrnb3,2,3.2119337296146617
Chrm5,2,2.23497180206913
Glra3,2,2.5729951452947506
Chka,2,2.2051057537931635
Fam241a,2,8.025085855985298
Fam43b,2,3.6986458209640842
Fbxo32,2,4.158414905648476
Fkbp5,2,2.6404933363718692
Cep57l1,2,4.133442486343693
Fmnl3,2,9.294806237303957
Fnip2,2,6.821582101549018
Fos,2,0.06471815673136805
Fyn,2,2.260464333866312
Gcnt7,2,1.2116838695724184
Gm36375,2,1.8110695451906993
Gm38563,2,1.673595638772662
LOC118567533,2,1.3048286919752956
Insr,2,-3.8633621611456928
4933426B08Rik,2,1.4064206770543475
Habp4,2,3.0588917858802067
Hace1,2,1.7208327183597534
Hdx,2,1.3615584600131125
Hnrnpab,2,2.950334838807856
Hras,2,1.7856787053868848
Hspa1b,2,-1.437807235103876
Iigp1,2,-0.1833491918754312
Il12rb2,2,6.691918275430423
Il1rl1,2,-0.02183452353474491
Insm2,2,4.950457217922953
Irx5,2,6.563166796753817
Gm52822,2,2.9698346928033255
Islr2,2,-4.497556458438283
Itpr3,2,-8.930728033138454
Jund,2,3.928290698391218
Kcng1,2,10.495388041603405
Kcnh5,2,-3.899879340334657
Kctd3,2,1.1774949752786157
Kdelr2,2,-2.5687587103637064
Car13,2,1.6558516697286092
Kl,2,1.9248990393671706
Cyrib,2,1.5558204184941942
LOC115488769,2,1.7368581977731263
Gpr179,2,10.756658898805533
Gm52629,2,1.421798632861007
Gm38678,2,2.0641849015996625
Gm4532,2,-0.007721287803935661
Gm38900,2,1.7112237535638801
Gm39443,2,2.114540277641947
Gm39450,2,2.0765136335541943
Gm39507,2,1.7252212533933058
Gm39628,2,2.234655802967299
Gm40055,2,1.4646045208640186
Gm40780,2,2.1880596562688313
Gm41176,2,2.7088411816509286
Gm41498,2,3.8926140742418402
Gm41694,2,3.589975893312185
Gm42456,2,1.1230489868632878
Gm46060,2,1.8493199728994059
Gm52502,2,2.222767710465396
Gm46265,2,1.1329335569527403
Gm46810,2,2.1918778935598353
Gm46899,2,1.7252265162231104
Gm46949,2,2.763600909761581
Gm51554,2,1.6953373714222808
Gm51702,2,2.3799590496473715
Gm51891,2,1.7198432852034249
Gm51897,2,2.1815334491000886
Gm51929,2,2.325781162885914
Gm52320,2,2.591276834866357
Gm52430,2,0.42530992306055665
4930404H24Rik,2,1.4616401275350226
