input_id,SYMBOL,ENTREZID,ENSEMBL,GENENAME
Rasal1,Rasal1,19415,ENSMUSG00000029602,RAS protein activator like 1 (GAP1 like)
Rasal2,Rasal2,226525,ENSMUSG00000070565,RAS protein activator like 2
Rasal3,Rasal3,320484,ENSMUSG00000052142,RAS protein activator like 3
Rasd1,Rasd1,19416,ENSMUSG00000049892,"RAS, dexamethasone-induced 1"
Rasd2,Rasd2,75141,ENSMUSG00000034472,"RASD family, member 2"
Rasef,Rasef,242505,ENSMUSG00000043003,RAS and EF hand domain containing
Rasgef1a,Rasgef1a,70727,ENSMUSG00000030134,"RasGEF domain family, member 1A"
Rasgef1b,Rasgef1b,320292,ENSMUSG00000089809,"RasGEF domain family, member 1B"
Rasgef1c,Rasgef1c,74563,ENSMUSG00000020374,"RasGEF domain family, member 1C"
Rasgrf1,Rasgrf1,19417,ENSMUSG00000032356,RAS protein-specific guanine nucleotide-releasing factor 1
Rasgrf2,Rasgrf2,19418,ENSMUSG00000021708,RAS protein-specific guanine nucleotide-releasing factor 2
Rasgrp1,Rasgrp1,19419,ENSMUSG00000027347,RAS guanyl releasing protein 1
Rasgrp2,Rasgrp2,19395,ENSMUSG00000032946,"RAS, guanyl releasing protein 2"
Rasgrp3,Rasgrp3,240168,ENSMUSG00000071042,"RAS, guanyl releasing protein 3"
Rasgrp4,Rasgrp4,233046,ENSMUSG00000030589,RAS guanyl releasing protein 4
Rasip1,Rasip1,69903,ENSMUSG00000044562,Ras interacting protein 1
Rasl10a,Rasl10a,75668,ENSMUSG00000034209,"RAS-like, family 10, member A"
Rasl10b,Rasl10b,276952,ENSMUSG00000020684,"RAS-like, family 10, member B"
Rasl11a,Rasl11a,68895,ENSMUSG00000029641,"RAS-like, family 11, member A"
Rasl11b,Rasl11b,68939,ENSMUSG00000049907,"RAS-like, family 11, member B"
Rasl12,Rasl12,70784,ENSMUSG00000041696,"RAS-like, family 12"
Rasl2-9,Rasl2-9,19428,ENSMUSG00000083649,"RAS-like, family 2, locus 9"
Rassf1,Rassf1,56289,ENSMUSG00000010067,Ras association (RalGDS/AF-6) domain family member 1
Rassf10,Rassf10,78748,ENSMUSG00000098132,Ras association (RalGDS/AF-6) domain family (N-terminal) member 10
Rassf2,Rassf2,215653,ENSMUSG00000027339,Ras association (RalGDS/AF-6) domain family member 2
Rassf3,Rassf3,192678,ENSMUSG00000025795,Ras association (RalGDS/AF-6) domain family member 3
Rassf4,Rassf4,213391,ENSMUSG00000042129,Ras association (RalGDS/AF-6) domain family member 4
Rassf5,Rassf5,54354,ENSMUSG00000026430,Ras association (RalGDS/AF-6) domain family member 5
Rassf6,Rassf6,73246,ENSMUSG00000029370,Ras association (RalGDS/AF-6) domain family member 6
Rassf7,Rassf7,66985,ENSMUSG00000038618,Ras association (RalGDS/AF-6) domain family (N-terminal) member 7
Rassf8,Rassf8,71323,ENSMUSG00000030259,Ras association (RalGDS/AF-6) domain family (N-terminal) member 8
Rassf9,Rassf9,237504,ENSMUSG00000044921,Ras association (RalGDS/AF-6) domain family (N-terminal) member 9
Raver1,Raver1,71766,ENSMUSG00000010205,"ribonucleoprotein, PTB-binding 1"
Raver1-fdx1l,Raver1-fdx1l,NA,NA,NA
Raver2,Raver2,242570,ENSMUSG00000035275,"ribonucleoprotein, PTB-binding 2"
Rax,Rax,19434,ENSMUSG00000024518,retina and anterior neural fold homeobox
Rb1,Rb1,19645,ENSMUSG00000022105,RB transcriptional corepressor 1
Rb1cc1,Rb1cc1,12421,ENSMUSG00000025907,RB1-inducible coiled-coil 1
Rbak,Rbak,57782,ENSMUSG00000061898,RB-associated KRAB zinc finger
Rbakdn,Rbakdn,100042605,ENSMUSG00000104529,RB-associated KRAB zinc finger downstream neighbor (non-protein coding)
Rbbp4,Rbbp4,19646,ENSMUSG00000057236,"retinoblastoma binding protein 4, chromatin remodeling factor"
Rbbp5,Rbbp5,213464,ENSMUSG00000026439,"retinoblastoma binding protein 5, histone lysine methyltransferase complex subunit"
Rbbp6,Rbbp6,19647,ENSMUSG00000030779,"retinoblastoma binding protein 6, ubiquitin ligase"
Rbbp7,Rbbp7,245688,ENSMUSG00000031353,"retinoblastoma binding protein 7, chromatin remodeling factor"
Rbbp8,Rbbp8,225182,ENSMUSG00000041238,"retinoblastoma binding protein 8, endonuclease"
Rbbp8nl,Rbbp8nl,271887,ENSMUSG00000038980,RBBP8 N-terminal like
Rbbp9,Rbbp9,26450,ENSMUSG00000027428,"retinoblastoma binding protein 9, serine hydrolase"
Rbck1,Rbck1,24105,ENSMUSG00000027466,RanBP-type and C3HC4-type zinc finger containing 1
Rbfa,Rbfa,68731,ENSMUSG00000024570,ribosome binding factor A
Rbfox1,Rbfox1,268859,ENSMUSG00000008658,"RNA binding protein, fox-1 homolog (C. elegans) 1"
Rbfox2,Rbfox2,93686,ENSMUSG00000033565,"RNA binding protein, fox-1 homolog (C. elegans) 2"
Rbfox3,Rbfox3,52897,ENSMUSG00000025576,"RNA binding protein, fox-1 homolog (C. elegans) 3"
Rbks,Rbks,71336,ENSMUSG00000029136,ribokinase
Rbl1,Rbl1,19650,ENSMUSG00000027641,RB transcriptional corepressor like 1
Rbl2,Rbl2,19651,ENSMUSG00000031666,RB transcriptional corepressor like 2
Rbm10,Rbm10,236732,ENSMUSG00000031060,RNA binding motif protein 10
Rbm11,Rbm11,224344,ENSMUSG00000032940,RNA binding motif protein 11
Rbm12,Rbm12,75710,ENSMUSG00000089824,RNA binding motif protein 12
Rbm12b1,Rbm12b1,72397,ENSMUSG00000046667,RNA binding motif protein 12 B1
Rbm12b2,Rbm12b2,77604,ENSMUSG00000052137,RNA binding motif protein 12 B2
Rbm14,Rbm14,56275,ENSMUSG00000006456,RNA binding motif protein 14
Rbm14-rbm4,Rbm14-rbm4,NA,NA,NA
Rbm15,Rbm15,229700,ENSMUSG00000048109,RNA binding motif protein 15
Rbm15b,Rbm15b,109095,ENSMUSG00000074102,RNA binding motif protein 15B
Rbm17,Rbm17,76938,ENSMUSG00000037197,RNA binding motif protein 17
Rbm18,Rbm18,67889,ENSMUSG00000026889,RNA binding motif protein 18
Rbm19,Rbm19,74111,ENSMUSG00000029594,RNA binding motif protein 19
Rbm20,Rbm20,73713,ENSMUSG00000043639,RNA binding motif protein 20
Rbm22,Rbm22,66810,ENSMUSG00000024604,RNA binding motif protein 22
Rbm24,Rbm24,666794,ENSMUSG00000038132,RNA binding motif protein 24
Rbm25,Rbm25,67039,ENSMUSG00000010608,RNA binding motif protein 25
Rbm26,Rbm26,74213,ENSMUSG00000022119,RNA binding motif protein 26
Rbm27,Rbm27,225432,ENSMUSG00000024491,RNA binding motif protein 27
Rbm28,Rbm28,68272,ENSMUSG00000029701,RNA binding motif protein 28
Rbm3,Rbm3,19652,ENSMUSG00000031167,"RNA binding motif (RNP1, RRM) protein 3"
Rbm33,Rbm33,381626,ENSMUSG00000048271,RNA binding motif protein 33
Rbm34,Rbm34,52202,ENSMUSG00000033931,RNA binding motif protein 34
Rbm38,Rbm38,56190,ENSMUSG00000027510,RNA binding motif protein 38
Rbm39,Rbm39,170791,ENSMUSG00000027620,RNA binding motif protein 39
Rbm3os,Rbm3os,70226,ENSMUSG00000055188,"RNA binding motif protein 3, opposite strand"
Rbm4,Rbm4,19653,ENSMUSG00000094936,RNA binding motif protein 4
Rbm41,Rbm41,237073,ENSMUSG00000031433,RNA binding motif protein 41
Rbm42,Rbm42,68035,ENSMUSG00000036733,RNA binding motif protein 42
Rbm43,Rbm43,71684,ENSMUSG00000036249,RNA binding motif protein 43
Rbm44,Rbm44,329207,ENSMUSG00000070732,RNA binding motif protein 44
Rbm45,Rbm45,241490,ENSMUSG00000042369,RNA binding motif protein 45
Rbm46,Rbm46,633285,ENSMUSG00000033882,RNA binding motif protein 46
Rbm46os,Rbm46os,78212,ENSMUSG00000086273,"RNA binding motif protein 46, opposite strand"
Rbm47,Rbm47,245945,ENSMUSG00000070780,RNA binding motif protein 47
Rbm48,Rbm48,269623,ENSMUSG00000040302,RNA binding motif protein 48
Rbm4b,Rbm4b,66704,ENSMUSG00000033760,RNA binding motif protein 4B
Rbm5,Rbm5,83486,ENSMUSG00000032580,RNA binding motif protein 5
Rbm6,Rbm6,19654,ENSMUSG00000032582,RNA binding motif protein 6
Rbm7,Rbm7,67010,ENSMUSG00000042396,RNA binding motif protein 7
Rbm8a,Rbm8a,60365,ENSMUSG00000038374,RNA binding motif protein 8a
Rbms1,Rbms1,56878,ENSMUSG00000026970,"RNA binding motif, single stranded interacting protein 1"
Rbms2,Rbms2,56516,ENSMUSG00000040043,"RNA binding motif, single stranded interacting protein 2"
Rbms3,Rbms3,207181,ENSMUSG00000039607,"RNA binding motif, single stranded interacting protein"
Rbmx,Rbmx,19655,ENSMUSG00000031134,"RNA binding motif protein, X chromosome"
Rbmx2,Rbmx2,209003,ENSMUSG00000031107,"RNA binding motif protein, X-linked 2"
Rbmxl1,Rbmxl1,19656,ENSMUSG00000037070,"RNA binding motif protein, X-linked like-1"
Rbmxl2,Rbmxl2,76572,ENSMUSG00000073894,"RNA binding motif protein, X-linked-like 2"
Rbmy,Rbmy,19657,ENSMUSG00000094658,"RNA binding motif protein, Y chromosome"
Rbp1,Rbp1,19659,ENSMUSG00000046402,"retinol binding protein 1, cellular"
Rbp2,Rbp2,19660,ENSMUSG00000032454,"retinol binding protein 2, cellular"
Rbp3,Rbp3,19661,ENSMUSG00000041534,"retinol binding protein 3, interstitial"
Rbp4,Rbp4,19662,ENSMUSG00000024990,"retinol binding protein 4, plasma"
Rbp7,Rbp7,63954,ENSMUSG00000028996,"retinol binding protein 7, cellular"
Rbpj,Rbpj,19664,ENSMUSG00000039191,recombination signal binding protein for immunoglobulin kappa J region
Rbpjl,Rbpjl,19668,ENSMUSG00000017007,recombination signal binding protein for immunoglobulin kappa J region-like
Rbpms,Rbpms,19663,ENSMUSG00000031586,RNA binding protein gene with multiple splicing
Rbpms2,Rbpms2,71973,ENSMUSG00000032387,RNA binding protein with multiple splicing 2
Rbx1,Rbx1,56438,ENSMUSG00000022400,ring-box 1
Rc3h1,Rc3h1,381305,ENSMUSG00000040423,RING CCCH (C3H) domains 1
Rc3h2,Rc3h2,319817,ENSMUSG00000075376,ring finger and CCCH-type zinc finger domains 2
Rcan1,Rcan1,54720,ENSMUSG00000022951,regulator of calcineurin 1
Rcan2,Rcan2,53901,ENSMUSG00000039601,regulator of calcineurin 2
Rcan3,Rcan3,53902,ENSMUSG00000059713,regulator of calcineurin 3
Rcbtb1,Rcbtb1,71330,ENSMUSG00000035469,regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 1
Rcbtb2,Rcbtb2,105670,ENSMUSG00000022106,regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2
Rcc1,Rcc1,100088,ENSMUSG00000028896,regulator of chromosome condensation 1
Rcc2,Rcc2,108911,ENSMUSG00000040945,regulator of chromosome condensation 2
Rccd1,Rccd1,269955,ENSMUSG00000038930,RCC1 domain containing 1
Rce1,Rce1,19671,ENSMUSG00000024889,Ras converting CAAX endopeptidase 1
Rchy1,Rchy1,68098,ENSMUSG00000029397,ring finger and CHY zinc finger domain containing 1
Rcl1,Rcl1,59028,ENSMUSG00000024785,RNA terminal phosphate cyclase-like 1
Rcn1,Rcn1,19672,ENSMUSG00000005973,reticulocalbin 1
Rcn2,Rcn2,26611,ENSMUSG00000032320,reticulocalbin 2
Rcn3,Rcn3,52377,ENSMUSG00000019539,"reticulocalbin 3, EF-hand calcium binding domain"
Rcor1,Rcor1,217864,ENSMUSG00000037896,REST corepressor 1
Rcor2,Rcor2,104383,ENSMUSG00000024968,REST corepressor 2
Rcor3,Rcor3,214742,ENSMUSG00000037395,REST corepressor 3
Rcsd1,Rcsd1,226594,ENSMUSG00000040723,RCSD domain containing 1
Rcvrn,Rcvrn,19674,ENSMUSG00000020907,recoverin
Rd3,Rd3,74023,ENSMUSG00000049353,retinal degeneration 3
Rd3l,Rd3l,217874,ENSMUSG00000091402,retinal degeneration 3-like
Rdh1,Rdh1,107605,ENSMUSG00000089789,retinol dehydrogenase 1 (all trans)
Rdh10,Rdh10,98711,ENSMUSG00000025921,retinol dehydrogenase 10 (all-trans)
Rdh11,Rdh11,17252,ENSMUSG00000066441,retinol dehydrogenase 11
Rdh12,Rdh12,77974,ENSMUSG00000021123,retinol dehydrogenase 12
Rdh13,Rdh13,108841,ENSMUSG00000008435,retinol dehydrogenase 13 (all-trans and 9-cis)
Rdh14,Rdh14,105014,ENSMUSG00000020621,retinol dehydrogenase 14 (all-trans and 9-cis)
Rdh16,Rdh16,19683,ENSMUSG00000069456,retinol dehydrogenase 16
Rdh18-ps,Rdh18-ps,380674,NA,"retinol dehydrogenase 18, pseudogene"
Rdh19,Rdh19,216453,ENSMUSG00000054052,retinol dehydrogenase 19
Rdh5,Rdh5,19682,ENSMUSG00000025350,retinol dehydrogenase 5
Rdh7,Rdh7,54150,ENSMUSG00000040134,retinol dehydrogenase 7
Rdh8,Rdh8,235033,ENSMUSG00000053773,retinol dehydrogenase 8
Rdh9,Rdh9,103142,ENSMUSG00000056148,retinol dehydrogenase 9
Rdm1,Rdm1,66599,ENSMUSG00000010362,RAD52 motif 1
Rdx,Rdx,19684,ENSMUSG00000032050,radixin
Rec114,Rec114,73673,ENSMUSG00000074269,REC114 meiotic recombination protein
Rec8,Rec8,56739,ENSMUSG00000002324,REC8 meiotic recombination protein
Reck,Reck,53614,ENSMUSG00000028476,reversion-inducing-cysteine-rich protein with kazal motifs
Recql,Recql,19691,ENSMUSG00000030243,RecQ protein-like
Recql4,Recql4,79456,ENSMUSG00000033762,RecQ protein-like 4
Recql5,Recql5,170472,ENSMUSG00000020752,RecQ protein-like 5
Redrum,Redrum,77433,ENSMUSG00000096982,"Redrum, erythroid developmental long intergenic non-protein coding transcript"
Reep1,Reep1,52250,ENSMUSG00000052852,receptor accessory protein 1
Reep2,Reep2,225362,ENSMUSG00000038555,receptor accessory protein 2
Reep3,Reep3,28193,ENSMUSG00000019873,receptor accessory protein 3
Reep4,Reep4,72549,ENSMUSG00000033589,receptor accessory protein 4
Reep5,Reep5,13476,ENSMUSG00000005873,receptor accessory protein 5
Reep6,Reep6,70335,ENSMUSG00000035504,receptor accessory protein 6
Reg1,Reg1,19692,ENSMUSG00000059654,regenerating islet-derived 1
Reg2,Reg2,19693,ENSMUSG00000023140,regenerating islet-derived 2
Reg3a,Reg3a,19694,ENSMUSG00000079516,regenerating islet-derived 3 alpha
Reg3b,Reg3b,18489,ENSMUSG00000071356,regenerating islet-derived 3 beta
Reg3d,Reg3d,30053,ENSMUSG00000068341,regenerating islet-derived 3 delta
Reg3g,Reg3g,19695,ENSMUSG00000030017,regenerating islet-derived 3 gamma
Reg4,Reg4,67709,ENSMUSG00000027876,"regenerating islet-derived family, member 4"
Rel,Rel,19696,ENSMUSG00000020275,reticuloendotheliosis oncogene
Rela,Rela,19697,ENSMUSG00000024927,v-rel reticuloendotheliosis viral oncogene homolog A (avian)
Relb,Relb,19698,ENSMUSG00000002983,avian reticuloendotheliosis viral (v-rel) oncogene related B
Rell1,Rell1,100532,ENSMUSG00000047881,RELT-like 1
Rell2,Rell2,225392,ENSMUSG00000044024,RELT-like 2
Reln,Reln,19699,ENSMUSG00000042453,reelin
Relt,Relt,320100,ENSMUSG00000008318,RELT tumor necrosis factor receptor
Rem1,Rem1,19700,ENSMUSG00000000359,rad and gem related GTP binding protein 1
Rem2,Rem2,140743,ENSMUSG00000022176,rad and gem related GTP binding protein 2
Ren1,Ren1,19701,ENSMUSG00000070645,renin 1 structural
Ren2,Ren2,19702,ENSMUSG00000070645,renin 2 tandem duplication of Ren1
Renbp,Renbp,19703,ENSMUSG00000031387,renin binding protein
Rep15,Rep15,66532,ENSMUSG00000040121,RAB15 effector protein
Repin1,Repin1,58887,ENSMUSG00000052751,replication initiator 1
Reps1,Reps1,19707,ENSMUSG00000019854,RalBP1 associated Eps domain containing protein
Reps2,Reps2,194590,ENSMUSG00000040855,RALBP1 associated Eps domain containing protein 2
Rer1,Rer1,67830,ENSMUSG00000029048,retention in endoplasmic reticulum sorting receptor 1
Rere,Rere,68703,ENSMUSG00000039852,arginine glutamic acid dipeptide (RE) repeats
Rerg,Rerg,232441,ENSMUSG00000030222,"RAS-like, estrogen-regulated, growth-inhibitor"
Rergl,Rergl,632971,ENSMUSG00000092164,RERG/RAS-like
Resp18,Resp18,19711,ENSMUSG00000033061,regulated endocrine-specific protein 18
Rest,Rest,19712,ENSMUSG00000029249,RE1-silencing transcription factor
Ret,Ret,19713,ENSMUSG00000030110,ret proto-oncogene
Retn,Retn,57264,ENSMUSG00000012705,resistin
Retnla,Retnla,57262,ENSMUSG00000061100,resistin like alpha
Retnlb,Retnlb,57263,ENSMUSG00000022650,resistin like beta
Retnlg,Retnlg,245195,ENSMUSG00000022651,resistin like gamma
Retsat,Retsat,67442,ENSMUSG00000056666,"retinol saturase (all trans retinol 13,14 reductase)"
Rev1,Rev1,56210,ENSMUSG00000026082,"REV1, DNA directed polymerase"
Rev3l,Rev3l,19714,ENSMUSG00000019841,"REV3 like, DNA directed polymerase zeta catalytic subunit"
Rex2,Rex2,100043034,ENSMUSG00000067919,reduced expression 2
Rexo1,Rexo1,66932,ENSMUSG00000047417,"REX1, RNA exonuclease 1"
Rexo2,Rexo2,104444,ENSMUSG00000032026,RNA exonuclease 2
Rexo4,Rexo4,227656,ENSMUSG00000052406,"REX4, 3'-5' exonuclease"
Rfc1,Rfc1,19687,ENSMUSG00000029191,replication factor C (activator 1) 1
Rfc2,Rfc2,19718,ENSMUSG00000023104,replication factor C (activator 1) 2
Rfc3,Rfc3,69263,ENSMUSG00000033970,replication factor C (activator 1) 3
Rfc4,Rfc4,106344,ENSMUSG00000022881,replication factor C (activator 1) 4
Rfc5,Rfc5,72151,ENSMUSG00000029363,replication factor C (activator 1) 5
Rfesd,Rfesd,218341,ENSMUSG00000043190,Rieske (Fe-S) domain containing
Rffl,Rffl,67338,ENSMUSG00000020696,ring finger and FYVE like domain containing protein
Rfk,Rfk,54391,ENSMUSG00000024712,riboflavin kinase
Rfng,Rfng,19719,ENSMUSG00000025158,RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase
Rfpl3s,Rfpl3s,NA,NA,NA
Rfpl4,Rfpl4,192658,ENSMUSG00000035191,ret finger protein-like 4
Rfpl4b,Rfpl4b,215919,ENSMUSG00000094311,ret finger protein-like 4B
Rft1,Rft1,328370,ENSMUSG00000052395,RFT1 homolog
Rftn1,Rftn1,76438,ENSMUSG00000039316,raftlin lipid raft linker 1
Rftn2,Rftn2,74013,ENSMUSG00000025978,raftlin family member 2
Rfwd2,Rfwd2,NA,NA,NA
Rfwd3,Rfwd3,234736,ENSMUSG00000033596,ring finger and WD repeat domain 3
Rfx1,Rfx1,19724,ENSMUSG00000031706,"regulatory factor X, 1 (influences HLA class II expression)"
Rfx2,Rfx2,19725,ENSMUSG00000024206,"regulatory factor X, 2 (influences HLA class II expression)"
Rfx3,Rfx3,19726,ENSMUSG00000040929,"regulatory factor X, 3 (influences HLA class II expression)"
Rfx4,Rfx4,71137,ENSMUSG00000020037,"regulatory factor X, 4 (influences HLA class II expression)"
Rfx5,Rfx5,53970,ENSMUSG00000005774,"regulatory factor X, 5 (influences HLA class II expression)"
Rfx6,Rfx6,320995,ENSMUSG00000019900,"regulatory factor X, 6"
Rfx7,Rfx7,319758,ENSMUSG00000037674,"regulatory factor X, 7"
Rfx8,Rfx8,619289,ENSMUSG00000057173,regulatory factor X 8
Rfxank,Rfxank,19727,ENSMUSG00000036120,regulatory factor X-associated ankyrin-containing protein
Rfxap,Rfxap,170767,ENSMUSG00000036615,regulatory factor X-associated protein
Rgag1,Rgag1,NA,NA,NA
Rgag4,Rgag4,NA,NA,NA
Rgcc,Rgcc,66214,ENSMUSG00000022018,regulator of cell cycle
Rgl1,Rgl1,19731,ENSMUSG00000026482,"ral guanine nucleotide dissociation stimulator,-like 1"
Rgl2,Rgl2,19732,ENSMUSG00000041354,ral guanine nucleotide dissociation stimulator-like 2
Rgl3,Rgl3,71746,ENSMUSG00000040146,ral guanine nucleotide dissociation stimulator-like 3
Rgma,Rgma,244058,ENSMUSG00000070509,repulsive guidance molecule family member A
Rgmb,Rgmb,68799,ENSMUSG00000048027,repulsive guidance molecule family member B
Rgn,Rgn,19733,ENSMUSG00000023070,regucalcin
Rgp1,Rgp1,242406,ENSMUSG00000028468,RAB6A GEF compex partner 1
Rgr,Rgr,57811,ENSMUSG00000021804,retinal G protein coupled receptor
Rgs1,Rgs1,50778,ENSMUSG00000026358,regulator of G-protein signaling 1
Rgs10,Rgs10,67865,ENSMUSG00000030844,regulator of G-protein signalling 10
Rgs11,Rgs11,50782,ENSMUSG00000024186,regulator of G-protein signaling 11
Rgs12,Rgs12,71729,ENSMUSG00000029101,regulator of G-protein signaling 12
Rgs13,Rgs13,246709,ENSMUSG00000051079,regulator of G-protein signaling 13
Rgs14,Rgs14,51791,ENSMUSG00000052087,regulator of G-protein signaling 14
Rgs16,Rgs16,19734,ENSMUSG00000026475,regulator of G-protein signaling 16
Rgs17,Rgs17,56533,ENSMUSG00000019775,regulator of G-protein signaling 17
Rgs18,Rgs18,64214,ENSMUSG00000026357,regulator of G-protein signaling 18
Rgs19,Rgs19,56470,ENSMUSG00000002458,regulator of G-protein signaling 19
Rgs2,Rgs2,19735,ENSMUSG00000026360,regulator of G-protein signaling 2
Rgs20,Rgs20,58175,ENSMUSG00000002459,regulator of G-protein signaling 20
Rgs21,Rgs21,624910,ENSMUSG00000098509,regulator of G-protein signalling 21
Rgs22,Rgs22,626596,ENSMUSG00000037627,regulator of G-protein signalling 22
Rgs3,Rgs3,50780,ENSMUSG00000059810,regulator of G-protein signaling 3
Rgs4,Rgs4,19736,ENSMUSG00000038530,regulator of G-protein signaling 4
Rgs5,Rgs5,19737,ENSMUSG00000026678,regulator of G-protein signaling 5
Rgs6,Rgs6,50779,ENSMUSG00000021219,regulator of G-protein signaling 6
Rgs7,Rgs7,24012,ENSMUSG00000026527,regulator of G protein signaling 7
Rgs7bp,Rgs7bp,52882,ENSMUSG00000021719,regulator of G-protein signalling 7 binding protein
Rgs8,Rgs8,67792,ENSMUSG00000042671,regulator of G-protein signaling 8
Rgs9,Rgs9,19739,ENSMUSG00000020599,regulator of G-protein signaling 9
Rgs9bp,Rgs9bp,243923,ENSMUSG00000056043,regulator of G-protein signalling 9 binding protein
Rgsl1,Rgsl1,240816,ENSMUSG00000042641,regulator of G-protein signaling like 1
Rhag,Rhag,19743,ENSMUSG00000023926,Rhesus blood group-associated A glycoprotein
Rhbdd1,Rhbdd1,76867,ENSMUSG00000026142,rhomboid domain containing 1
Rhbdd2,Rhbdd2,215160,ENSMUSG00000039917,rhomboid domain containing 2
Rhbdd3,Rhbdd3,279766,ENSMUSG00000034175,rhomboid domain containing 3
Rhbdf1,Rhbdf1,13650,ENSMUSG00000020282,rhomboid 5 homolog 1
Rhbdf2,Rhbdf2,217344,ENSMUSG00000020806,rhomboid 5 homolog 2
Rhbdl1,Rhbdl1,214951,ENSMUSG00000025735,rhomboid like 1
Rhbdl2,Rhbdl2,230726,ENSMUSG00000043333,rhomboid like 2
Rhbdl3,Rhbdl3,246104,ENSMUSG00000017692,rhomboid like 3
Rhbg,Rhbg,58176,ENSMUSG00000104445,Rhesus blood group-associated B glycoprotein
Rhcg,Rhcg,56315,ENSMUSG00000030549,Rhesus blood group-associated C glycoprotein
Rhd,Rhd,19746,ENSMUSG00000028825,"Rh blood group, D antigen"
Rheb,Rheb,19744,ENSMUSG00000028945,Ras homolog enriched in brain
Rhebl1,Rhebl1,69159,ENSMUSG00000023755,Ras homolog enriched in brain like 1
Rhno1,Rhno1,72440,ENSMUSG00000048668,RAD9-HUS1-RAD1 interacting nuclear orphan 1
Rho,Rho,212541,ENSMUSG00000030324,rhodopsin
Rhoa,Rhoa,11848,ENSMUSG00000007815,ras homolog family member A
Rhob,Rhob,11852,ENSMUSG00000054364,ras homolog family member B
Rhobtb1,Rhobtb1,69288,ENSMUSG00000019944,Rho-related BTB domain containing 1
Rhobtb2,Rhobtb2,246710,ENSMUSG00000022075,Rho-related BTB domain containing 2
Rhobtb3,Rhobtb3,73296,ENSMUSG00000021589,Rho-related BTB domain containing 3
Rhoc,Rhoc,11853,ENSMUSG00000002233,ras homolog family member C
Rhod,Rhod,11854,ENSMUSG00000041845,ras homolog family member D
Rhof,Rhof,23912,ENSMUSG00000029449,ras homolog family member F (in filopodia)
Rhog,Rhog,56212,ENSMUSG00000073982,ras homolog family member G
Rhoh,Rhoh,74734,ENSMUSG00000029204,ras homolog family member H
Rhoj,Rhoj,80837,ENSMUSG00000046768,ras homolog family member J
Rhoq,Rhoq,104215,ENSMUSG00000024143,ras homolog family member Q
Rhot1,Rhot1,59040,ENSMUSG00000017686,ras homolog family member T1
Rhot2,Rhot2,214952,ENSMUSG00000025733,ras homolog family member T2
Rhou,Rhou,69581,ENSMUSG00000039960,ras homolog family member U
Rhov,Rhov,228543,ENSMUSG00000034226,ras homolog family member V
Rhox1,Rhox1,385343,ENSMUSG00000071773,reproductive homeobox 1
Rhox10,Rhox10,434769,ENSMUSG00000053909,reproductive homeobox 10
Rhox11,Rhox11,194738,ENSMUSG00000051038,reproductive homeobox 11
Rhox12,Rhox12,382282,ENSMUSG00000071766,reproductive homeobox 12
Rhox13,Rhox13,73614,ENSMUSG00000050197,reproductive homeobox 13
Rhox2a,Rhox2a,75199,ENSMUSG00000051827,reproductive homeobox 2A
Rhox2b,Rhox2b,100039913,ENSMUSG00000079638,reproductive homeobox 2B
Rhox2c,Rhox2c,100039948,ENSMUSG00000079637,reproductive homeobox 2C
Rhox2d,Rhox2d,434760,ENSMUSG00000095698,reproductive homeobox 2D
Rhox2e,Rhox2e,100040016,ENSMUSG00000096788,reproductive homeobox 2E
Rhox2f,Rhox2f,434764,ENSMUSG00000095741,reproductive homeobox 2F
Rhox2g,Rhox2g,434766,ENSMUSG00000079629,reproductive homeobox 2G
Rhox2h,Rhox2h,622301,ENSMUSG00000079627,reproductive homeobox 2H
Rhox3a,Rhox3a,382209,ENSMUSG00000071772,reproductive homeobox 3A
Rhox3c,Rhox3c,100135654,ENSMUSG00000079636,reproductive homeobox 3C
Rhox3e,Rhox3e,100135657,ENSMUSG00000059626,reproductive homeobox 3E
Rhox3f,Rhox3f,621852,ENSMUSG00000095510,reproductive homeobox 3F
Rhox3g,Rhox3g,546294,ENSMUSG00000080933,reproductive homeobox 3G
Rhox3h,Rhox3h,434758,ENSMUSG00000071769,reproductive homeobox 3H
Rhox4a,Rhox4a,664609,ENSMUSG00000079639,reproductive homeobox 4A
Rhox4b,Rhox4b,57737,ENSMUSG00000071771,reproductive homeobox 4B
Rhox4c,Rhox4c,434759,ENSMUSG00000079635,reproductive homeobox 4C
Rhox4d,Rhox4d,664610,ENSMUSG00000079633,reproductive homeobox 4D
Rhox4e,Rhox4e,194856,ENSMUSG00000071770,reproductive homeobox 4E
Rhox4f,Rhox4f,636177,ENSMUSG00000079630,reproductive homeobox 4F
Rhox4g,Rhox4g,664608,ENSMUSG00000079628,reproductive homeobox 4G
Rhox5,Rhox5,18617,ENSMUSG00000095180,reproductive homeobox 5
Rhox6,Rhox6,19202,ENSMUSG00000006200,reproductive homeobox 6
Rhox7,Rhox7,NA,NA,NA
Rhox8,Rhox8,434768,ENSMUSG00000064137,reproductive homeobox 8
Rhox9,Rhox9,104384,ENSMUSG00000068048,reproductive homeobox 9
Rhpn1,Rhpn1,14787,ENSMUSG00000022580,"rhophilin, Rho GTPase binding protein 1"
