SYMBOL,ENTREZID,ENSEMBL,GENENAME
Synpo2,118449,ENSMUSG00000050315,synaptopodin 2
Neto1,246317,ENSMUSG00000050321,neuropilin (NRP) and tolloid (TLL)-like 1
Ndufaf6,76947,ENSMUSG00000050323,NADH:ubiquinone oxidoreductase complex assembly factor 6
Amer1,72345,ENSMUSG00000050332,APC membrane recruitment 1
C130071C03Rik,NA,NA,NA
Lgals3,16854,ENSMUSG00000050335,"lectin, galactose binding, soluble 3"
Gpr18,110168,ENSMUSG00000050350,G protein-coupled receptor 18
Carmil2,234695,ENSMUSG00000050357,capping protein regulator and myosin 1 linker 2
Sprr1a,20753,ENSMUSG00000050359,small proline-rich protein 1A
Olfr524,NA,NA,NA
Ch25h,12642,ENSMUSG00000050370,cholesterol 25-hydroxylase
Snx21,101113,ENSMUSG00000050373,sorting nexin family member 21
Il31ra,218624,ENSMUSG00000050377,interleukin 31 receptor A
Septin6,56526,ENSMUSG00000050379,septin 6
Kif7,16576,ENSMUSG00000050382,kinesin family member 7
C77080,NA,NA,NA
Armcx6,278097,ENSMUSG00000050394,"armadillo repeat containing, X-linked 6"
Tnfsf15,326623,ENSMUSG00000050395,"tumor necrosis factor (ligand) superfamily, member 15"
Foxl2,26927,ENSMUSG00000050397,forkhead box L2
Tcf19,106795,ENSMUSG00000050410,transcription factor 19
Ppp1r3g,76487,ENSMUSG00000050423,"protein phosphatase 1, regulatory subunit 3G"
Pnma5,385377,ENSMUSG00000050424,paraneoplastic antigen family 5
Fbxo46,243867,ENSMUSG00000050428,F-box protein 46
Enthd1,383075,ENSMUSG00000050439,ENTH domain containing 1
Hamp,84506,ENSMUSG00000050440,hepcidin antimicrobial peptide
Cyp8b1,13124,ENSMUSG00000050445,"cytochrome P450, family 8, subfamily b, polypeptide 1"
Lypd6,320343,ENSMUSG00000050447,LY6/PLAUR domain containing 6
Krt78,332131,ENSMUSG00000050463,keratin 78
Fam118b,109229,ENSMUSG00000050471,"family with sequence similarity 118, member B"
Slc35d3,76157,ENSMUSG00000050473,"solute carrier family 35, member D3"
Psma5-ps,666974,ENSMUSG00000050490,"proteasome subunit alpha 5, pseudogene"
Fam167b,230766,ENSMUSG00000050493,"family with sequence similarity 167, member B"
Fbxl22,74165,ENSMUSG00000050503,F-box and leucine-rich repeat protein 22
Pcdh20,219257,ENSMUSG00000050505,protocadherin 20
Oprd1,18386,ENSMUSG00000050511,"opioid receptor, delta 1"
Fam171a1,269233,ENSMUSG00000050530,"family with sequence similarity 171, member A1"
Htr5b,15564,ENSMUSG00000050534,5-hydroxytryptamine (serotonin) receptor 5B
B230217C12Rik,68127,ENSMUSG00000050538,RIKEN cDNA B230217C12 gene
Adra1b,11548,ENSMUSG00000050541,"adrenergic receptor, alpha 1b"
Fam228b,207921,ENSMUSG00000050545,"family with sequence similarity 228, member B"
Fam241a,70617,ENSMUSG00000050549,"family with sequence similarity 241, member A"
Lamtor4,66096,ENSMUSG00000050552,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 4"
Gk2,14626,ENSMUSG00000050553,glycerol kinase 2
Hyls1,76832,ENSMUSG00000050555,"HYLS1, centriolar and ciliogenesis associated"
Kcnb1,16500,ENSMUSG00000050556,"potassium voltage gated channel, Shab-related subfamily, member 1"
Prokr2,246313,ENSMUSG00000050558,prokineticin receptor 2
Tor1aip2,240832,ENSMUSG00000050565,torsin A interacting protein 2
Maml1,103806,ENSMUSG00000050567,mastermind like transcriptional coactivator 1
Mmp13,17386,ENSMUSG00000050578,matrix metallopeptidase 13
Lrrc4c,241568,ENSMUSG00000050587,leucine rich repeat containing 4C
Fam78a,241303,ENSMUSG00000050592,"family with sequence similarity 78, member A"
Zfp831,100043757,ENSMUSG00000050600,zinc finger protein 831
Zfp61,22719,ENSMUSG00000050605,zinc finger protein 61
Micos10,433771,ENSMUSG00000050608,mitochondrial contact site and cristae organizing system subunit 10
Txndc2,213272,ENSMUSG00000050612,thioredoxin domain containing 2 (spermatozoa)
Olfr125,NA,NA,NA
Zscan29,99334,ENSMUSG00000050619,zinc finger SCAN domains 29
Rps27rt,100043813,ENSMUSG00000050621,"ribosomal protein S27, retrogene"
Catsperz,67077,ENSMUSG00000050623,cation channel sperm associated auxiliary subunit zeta
Ccdc121,67656,ENSMUSG00000029138,coiled-coil domain containing 121
Gpd1l,333433,ENSMUSG00000050627,glycerol-3-phosphate dehydrogenase 1-like
Ubald2,319370,ENSMUSG00000050628,UBA-like domain containing 2
Tmem150c,231503,ENSMUSG00000050640,transmembrane protein 150C
Olfr215,NA,NA,NA
Trhde,237553,ENSMUSG00000050663,TRH-degrading enzyme
Vstm4,320736,ENSMUSG00000050666,V-set and transmembrane domain containing 4
Gpatch11,53951,ENSMUSG00000050668,G patch domain containing 11
Ism2,217738,ENSMUSG00000050671,isthmin 2
Gp1ba,14723,ENSMUSG00000050675,"glycoprotein 1b, alpha polypeptide"
Ccdc96,66717,ENSMUSG00000050677,coiled-coil domain containing 96
Prkaa1,105787,ENSMUSG00000050697,"protein kinase, AMP-activated, alpha 1 catalytic subunit"
Emilin3,280635,ENSMUSG00000050700,elastin microfibril interfacer 3
2310061I04Rik,69662,ENSMUSG00000050705,RIKEN cDNA 2310061I04 gene
Ftl1,14325,ENSMUSG00000050708,ferritin light polypeptide 1
Scg2,20254,ENSMUSG00000050711,secretogranin II
Zbtb26,320633,ENSMUSG00000050714,zinc finger and BTB domain containing 26
Plekho2,102595,ENSMUSG00000050721,"pleckstrin homology domain containing, family O member 2"
Arhgap42,71544,ENSMUSG00000050730,Rho GTPase activating protein 42
Vamp8,22320,ENSMUSG00000050732,vesicle-associated membrane protein 8
Ptges,64292,ENSMUSG00000050737,prostaglandin E synthase
Trim15,69097,ENSMUSG00000050747,tripartite motif-containing 15
Pgbd5,209966,ENSMUSG00000050751,piggyBac transposable element derived 5
Gp1bb,14724,ENSMUSG00000050761,"glycoprotein Ib, beta polypeptide"
Prss27,213171,ENSMUSG00000050762,serine protease 27
Gm5084,100503759,ENSMUSG00000050765,predicted gene 5084
Olfr1124,NA,NA,NA
Tmem37,170706,ENSMUSG00000050777,transmembrane protein 37
Htr1f,15557,ENSMUSG00000050783,5-hydroxytryptamine (serotonin) receptor 1F
Ccdc126,57895,ENSMUSG00000050786,coiled-coil domain containing 126
B3galt6,117592,ENSMUSG00000050796,"UDP-Gal:betaGal beta 1,3-galactosyltransferase, polypeptide 6"
H2bc1,319177,ENSMUSG00000050799,H2B clustered histone 1
Muc15,269328,ENSMUSG00000050808,mucin 15
Ecpas,230249,ENSMUSG00000050812,Ecm29 proteasome adaptor and scaffold
Olfr332,NA,NA,NA
Fam131a,78408,ENSMUSG00000050821,"family with sequence similarity 131, member A"
Slc29a4,243328,ENSMUSG00000050822,"solute carrier family 29 (nucleoside transporters), member 4"
Sstr5,20609,ENSMUSG00000050824,somatostatin receptor 5
Vwc2,319922,ENSMUSG00000050830,von Willebrand factor C domain containing 2
Cdh20,23836,ENSMUSG00000050840,cadherin 20
1700020N01Rik,67692,ENSMUSG00000050844,RIKEN cDNA 1700020N01 gene
Zfp623,78834,ENSMUSG00000050846,zinc finger protein 623
Tmem125,230678,ENSMUSG00000050854,transmembrane protein 125
Zfp940,233057,ENSMUSG00000050855,zinc finger protein 940
Atp5k,NA,NA,NA
Phospho1,237928,ENSMUSG00000050860,"phosphatase, orphan 1"
Clrn3,212070,ENSMUSG00000050866,clarin 3
Minar2,225583,ENSMUSG00000050875,membrane integral NOTCH2 associated receptor 2
Spata31d1a,72219,ENSMUSG00000050876,"spermatogenesis associated 31 subfamily D, member 1A"
Pdik1l,230809,ENSMUSG00000050890,PDLIM1 interacting kinase 1 like
Tatdn1,69694,ENSMUSG00000050891,TatD DNase domain containing 1
Rtn4rl2,269295,ENSMUSG00000050896,reticulon 4 receptor-like 2
Tvp23a,383103,ENSMUSG00000050908,trans-golgi network vesicle protein 23A
Cdr2l,237988,ENSMUSG00000050910,cerebellar degeneration-related protein 2-like
Tmem123,71929,ENSMUSG00000050912,transmembrane protein 123
Ankrd37,654824,ENSMUSG00000050914,ankyrin repeat domain 37
Fgf4,14175,ENSMUSG00000050917,fibroblast growth factor 4
Zfp366,238803,ENSMUSG00000050919,zinc finger protein 366
P2ry10,78826,ENSMUSG00000050921,"purinergic receptor P2Y, G-protein coupled 10"
Dcaf12l2,245403,ENSMUSG00000050926,DDB1 and CUL4 associated factor 12-like 2
Map10,74393,ENSMUSG00000050930,microtubule-associated protein 10
Sgms2,74442,ENSMUSG00000050931,sphingomyelin synthase 2
Efcab5,319634,ENSMUSG00000050944,EF-hand calcium binding domain 5
Zfp438,240186,ENSMUSG00000050945,zinc finger protein 438
Amigo1,229715,ENSMUSG00000050947,adhesion molecule with Ig like domain 1
Gja1,14609,ENSMUSG00000050953,"gap junction protein, alpha 1"
Zfp169,67911,ENSMUSG00000050954,zinc finger protein 169
Insl6,27356,ENSMUSG00000050957,insulin-like 6
AY358078,278676,ENSMUSG00000050961,cDNA sequence AY358078
Kcns2,16539,ENSMUSG00000050963,"K+ voltage-gated channel, subfamily S, 2"
Prkca,18750,ENSMUSG00000050965,"protein kinase C, alpha"
Lin28a,83557,ENSMUSG00000050966,lin-28 homolog A
Creg2,263764,ENSMUSG00000050967,cellular repressor of E1A-stimulated genes 2
Gdpgp1,269952,ENSMUSG00000050973,GDP-D-glucose phosphorylase 1
Gm5215,383032,ENSMUSG00000050978,predicted gene 5215
Selenon,74777,ENSMUSG00000050989,selenoprotein N
Adgb,215772,ENSMUSG00000050994,androglobin
Fam160a1,NA,NA,NA
Olfr161,NA,NA,NA
Gatd1,213350,ENSMUSG00000051007,glutamine amidotransferase like class 1 domain containing 1
Hs3st1,15476,ENSMUSG00000051022,heparan sulfate (glucosamine) 3-O-sulfotransferase 1
Serpinb1b,282663,ENSMUSG00000051029,"serine (or cysteine) peptidase inhibitor, clade B, member 1b"
Zfp11,22648,ENSMUSG00000051034,zinc finger protein 11
Zfp455,218311,ENSMUSG00000051037,zinc finger protein 455
Olfml1,244198,ENSMUSG00000051041,olfactomedin-like 1
Gprc5c,70355,ENSMUSG00000051043,"G protein-coupled receptor, family C, group 5, member C"
Olfr214,NA,NA,NA
P4ha3,320452,ENSMUSG00000051048,"procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha polypeptide III"
Spink14,433178,ENSMUSG00000051050,"serine peptidase inhibitor, Kazal type 14"
Olfr523,NA,NA,NA
1700014D04Rik,NA,NA,NA
Gja10,14610,ENSMUSG00000051056,"gap junction protein, alpha 10"
Fbll1,237730,ENSMUSG00000051062,fibrillarin-like 1
Mb21d2,239796,ENSMUSG00000051065,Mab-21 domain containing 2
Lingo3,237403,ENSMUSG00000051067,leucine rich repeat and Ig domain containing 3
4930579K19Rik,75881,NA,RIKEN cDNA 4930579K19 gene
Vtcn1,242122,ENSMUSG00000051076,V-set domain containing T cell activation inhibitor 1
Rgs13,246709,ENSMUSG00000051079,regulator of G-protein signaling 13
Gm4847,226604,ENSMUSG00000051081,predicted gene 4847
Mblac2,72852,ENSMUSG00000051098,metallo-beta-lactamase domain containing 2
Sv2c,75209,ENSMUSG00000051111,synaptic vesicle glycoprotein 2c
Fam71e1,NA,NA,NA
Olfr77,NA,NA,NA
Gimap9,317758,ENSMUSG00000051124,"GTPase, IMAP family member 9"
Ghsr,208188,ENSMUSG00000051136,growth hormone secretagogue receptor
Camk2n2,73047,ENSMUSG00000051146,calcium/calmodulin-dependent protein kinase II inhibitor 2
Nat2,17961,ENSMUSG00000051147,N-acetyltransferase 2 (arylamine N-acetyltransferase)
Adnp,11538,ENSMUSG00000051149,activity-dependent neuroprotective protein
Commd3,12238,ENSMUSG00000051154,COMM domain containing 3
Cited1,12705,ENSMUSG00000051159,Cbp/p300-interacting transactivator with Glu/Asp-rich carboxy-terminal domain 1
Eml5,319670,ENSMUSG00000051166,echinoderm microtubule associated protein like 5
Rpusd3,101122,ENSMUSG00000051169,RNA pseudouridylate synthase domain containing 3
Plcb1,18795,ENSMUSG00000051177,"phospholipase C, beta 1"
Olfr655,NA,NA,NA
Zfp524,66056,ENSMUSG00000051184,zinc finger protein 524
Fam174a,67698,ENSMUSG00000051185,"family with sequence similarity 174, member A"
Gpr183,321019,ENSMUSG00000051212,G protein-coupled receptor 183
Ercc6l,236930,ENSMUSG00000051220,excision repair cross-complementing rodent repair deficiency complementation group 6 like
Bzw1,66882,ENSMUSG00000051223,basic leucine zipper and W2 domains 1
Tceanc,245695,ENSMUSG00000051224,transcription elongation factor A (SII) N-terminal and central domain containing
Fam83a,239463,ENSMUSG00000051225,"family with sequence similarity 83, member A"
Nyx,236690,ENSMUSG00000051228,nyctalopin
Tmem199,195040,ENSMUSG00000051232,transmembrane protein 199
Rnf7,19823,ENSMUSG00000051234,ring finger protein 7
Gen1,209334,ENSMUSG00000051235,"GEN1, Holliday junction 5' flap endonuclease"
Msrb3,320183,ENSMUSG00000051236,methionine sulfoxide reductase B3
Swsap1,66962,ENSMUSG00000051238,SWIM type zinc finger 7 associated protein 1
Pcdhb9,93880,ENSMUSG00000051242,protocadherin beta 9
Islr2,320563,ENSMUSG00000051243,immunoglobulin superfamily containing leucine-rich repeat 2
Msantd1,403174,ENSMUSG00000051246,Myb/SANT-like DNA-binding domain containing 1
Nhlh1,18071,ENSMUSG00000051251,nescient helix loop helix 1
Jagn1,67767,ENSMUSG00000051256,jagunal homolog 1
Nat8f3,93674,ENSMUSG00000051262,N-acetyltransferase 8 (GCN5-related) family member 3
Zgrf1,71643,ENSMUSG00000051278,"zinc finger, GRF-type containing 1"
Gdf6,242316,ENSMUSG00000051279,growth differentiation factor 6
Pcmtd1,319263,ENSMUSG00000051285,protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1
9630028B13Rik,319562,ENSMUSG00000051295,RIKEN cDNA 9630028B13 gene
2410124H12Rik,76785,NA,RIKEN cDNA 2410124H12 gene
Usp42,76800,ENSMUSG00000051306,ubiquitin specific peptidase 42
Ffar2,233079,ENSMUSG00000051314,free fatty acid receptor 2
Taf7,24074,ENSMUSG00000051316,TATA-box binding protein associated factor 7
Mtln,67885,ENSMUSG00000051319,mitoregulin
Pcdh19,279653,ENSMUSG00000051323,protocadherin 19
Nup160,59015,ENSMUSG00000051329,nucleoporin 160
Cacna1c,12288,ENSMUSG00000051331,"calcium channel, voltage-dependent, L type, alpha 1C subunit"
Gfod1,328232,ENSMUSG00000051335,glucose-fructose oxidoreductase domain containing 1
2900026A02Rik,243219,ENSMUSG00000051339,RIKEN cDNA 2900026A02 gene
Zfp52,22710,ENSMUSG00000051341,zinc finger protein 52
Rab11fip5,52055,ENSMUSG00000051343,RAB11 family interacting protein 5 (class I)
Plekhm3,241075,ENSMUSG00000051344,"pleckstrin homology domain containing, family M, member 3"
Spryd4,66701,ENSMUSG00000051346,SPRY domain containing 4
Zfp46,22704,ENSMUSG00000051351,zinc finger protein 46
Samd3,268288,ENSMUSG00000051354,sterile alpha motif domain containing 3
Commd1,17846,ENSMUSG00000051355,COMM domain containing 1
Ncald,52589,ENSMUSG00000051359,neurocalcin delta
6030498E09Rik,77883,ENSMUSG00000051361,RIKEN cDNA 6030498E09 gene
Six1,20471,ENSMUSG00000051367,sine oculis-related homeobox 1
Plpp7,227721,ENSMUSG00000051373,phospholipid phosphatase 7 (inactive)
Pcdh1,75599,ENSMUSG00000051375,protocadherin 1
Kif18b,70218,ENSMUSG00000051378,kinesin family member 18B
Flrt3,71436,ENSMUSG00000051379,fibronectin leucine rich transmembrane protein 3
Zbtb22,81630,ENSMUSG00000051390,zinc finger and BTB domain containing 22
Ywhag,22628,ENSMUSG00000051391,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, gamma polypeptide"
Olfr1402,NA,NA,NA
Hspa14,50497,ENSMUSG00000109865,heat shock protein 14
Tacstd2,56753,ENSMUSG00000051397,tumor-associated calcium signal transducer 2
Kctd16,383348,ENSMUSG00000051401,potassium channel tetramerisation domain containing 16
Ppp1r37,232947,ENSMUSG00000051403,"protein phosphatase 1, regulatory subunit 37"
Plagl2,54711,ENSMUSG00000051413,pleiomorphic adenoma gene-like 2
Ccdc157,216516,ENSMUSG00000051427,coiled-coil domain containing 157
Fhad1,329977,ENSMUSG00000051435,forkhead-associated phosphopeptide binding domain 1
Cd14,12475,ENSMUSG00000051439,CD14 antigen
Bbs12,241950,ENSMUSG00000051444,Bardet-Biedl syndrome 12
Crebzf,233490,ENSMUSG00000051451,CREB/ATF bZIP transcription factor
Gm11437,628813,ENSMUSG00000051452,predicted gene 11437
Meioc,268491,ENSMUSG00000051455,meiosis specific with coiled-coil domain
Hspb3,56534,ENSMUSG00000051456,heat shock protein 3
Spn,20737,ENSMUSG00000051457,sialophorin
Zfp24,59057,ENSMUSG00000051469,zinc finger protein 24
Cbr1,12408,ENSMUSG00000051483,carbonyl reductase 1
Pcdhb11,93882,ENSMUSG00000051486,protocadherin beta 11
Irf2bp2,270110,ENSMUSG00000051495,interferon regulatory factor 2 binding protein 2
Kcnj16,16517,ENSMUSG00000051497,"potassium inwardly-rectifying channel, subfamily J, member 16"
Tlr6,21899,ENSMUSG00000051498,toll-like receptor 6
Zfp786,330301,ENSMUSG00000051499,zinc finger protein 786
Ufsp1,70240,ENSMUSG00000051502,UFM1-specific peptidase 1
Gm6583,NA,NA,NA
Siglech,233274,ENSMUSG00000051504,sialic acid binding Ig-like lectin H
Wdfy4,545030,ENSMUSG00000051506,WD repeat and FYVE domain containing 4
Mafg,17134,ENSMUSG00000051510,"v-maf musculoaponeurotic fibrosarcoma oncogene family, protein G (avian)"
Fam181b,58238,ENSMUSG00000051515,"family with sequence similarity 181, member B"
Arhgef39,230098,ENSMUSG00000051517,Rho guanine nucleotide exchange factor 39
Rps19bp1,66538,ENSMUSG00000051518,ribosomal protein S19 binding protein 1
Usp29,57775,ENSMUSG00000051527,ubiquitin specific peptidase 29
Gm5124,331392,ENSMUSG00000121832,nucleolar and coiled-body phosphoprotein 1 pseudogene
Zfp579,68490,ENSMUSG00000051550,zinc finger protein 579
Pusl1,433813,ENSMUSG00000051557,pseudouridylate synthase-like 1
Tceal8,66684,ENSMUSG00000051579,transcription elongation factor A (SII)-like 8
Mical3,194401,ENSMUSG00000051586,"microtubule associated monooxygenase, calponin and LIM domain containing 3"
Map3k19,22625,ENSMUSG00000051590,mitogen-activated protein kinase kinase kinase 19
Otop1,21906,ENSMUSG00000051596,otopetrin 1
Pcdhb2,93873,ENSMUSG00000051599,protocadherin beta 2
Rap2a,76108,ENSMUSG00000051615,RAS related protein 2a
Krt9,107656,ENSMUSG00000051617,keratin 9
H1f4,50709,ENSMUSG00000051627,"H1.4 linker histone, cluster member"
Kctd19,279499,ENSMUSG00000051648,potassium channel tetramerisation domain containing 19
B3gnt2,53625,ENSMUSG00000051650,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2"
Lrrc3,237387,ENSMUSG00000051652,leucine rich repeat containing 3
Pcdhb1,93872,ENSMUSG00000051663,protocadherin beta 1
AU021092,239691,ENSMUSG00000051669,expressed sequence AU021092
Coa6,67892,ENSMUSG00000051671,cytochrome c oxidase assembly factor 6
Dcun1d4,100737,ENSMUSG00000051674,defective in cullin neddylation 1 domain containing 4
Trim32,69807,ENSMUSG00000051675,tripartite motif-containing 32
Pcdhb6,93877,ENSMUSG00000051678,protocadherin beta 6
Treml4,224840,ENSMUSG00000051682,triggering receptor expressed on myeloid cells-like 4
Vmn1r73,171237,ENSMUSG00000051687,vomeronasal 1 receptor 73
Pcbp1,23983,ENSMUSG00000051695,poly(rC) binding protein 1
Tmem198,319998,ENSMUSG00000051703,transmembrane protein 198
Senp8,71599,ENSMUSG00000051705,"SUMO peptidase family member, NEDD8 specific"
Apon,28194,ENSMUSG00000051716,apolipoprotein N
Wdcp,238037,ENSMUSG00000051721,WD repeat and coiled coil containing
Kcnf1,382571,ENSMUSG00000051726,"potassium voltage-gated channel, subfamily F, member 1"
Kctd14,233529,ENSMUSG00000051727,potassium channel tetramerisation domain containing 14
Gm5087,328354,ENSMUSG00000051729,predicted gene 5087
Mettl5,75422,ENSMUSG00000051730,"methyltransferase 5, N6-adenosine"
Rinl,320435,ENSMUSG00000051735,Ras and Rab interactor-like
Fam229b,66337,ENSMUSG00000051736,"family with sequence similarity 229, member B"
Ttn,22138,ENSMUSG00000051747,titin
Xrcc1,22594,ENSMUSG00000051768,X-ray repair complementing defective repair in Chinese hamster cells 1
Iqcj,208426,ENSMUSG00000051777,IQ motif containing J
Tubgcp6,328580,ENSMUSG00000051786,"tubulin, gamma complex component 6"
Nlgn2,216856,ENSMUSG00000051790,neuroligin 2
Cox6b2,333182,ENSMUSG00000051811,cytochrome c oxidase subunit 6B2
Sox12,20667,ENSMUSG00000051817,SRY (sex determining region Y)-box 12
E230016K23Rik,100504464,ENSMUSG00000051832,RIKEN cDNA E230016K23 gene
Gypa,14934,ENSMUSG00000051839,glycophorin A
B230319C09Rik,320775,ENSMUSG00000051844,RIKEN cDNA B230319C09 gene
Rtl8c,72865,ENSMUSG00000051851,retrotransposon Gag like 8C
Arf3,11842,ENSMUSG00000051853,ARF GTPase 3
Mest,17294,ENSMUSG00000051855,mesoderm specific transcript
Samd7,75953,ENSMUSG00000051860,sterile alpha motif domain containing 7
Tbc1d22a,223754,ENSMUSG00000051864,"TBC1 domain family, member 22a"
Krt71,56735,ENSMUSG00000051879,keratin 71
Klhdc1,271005,ENSMUSG00000051890,kelch domain containing 1
Cd209f,69142,ENSMUSG00000051906,CD209f antigen
Sox6,20679,ENSMUSG00000051910,SRY (sex determining region Y)-box 6
Rspo2,239405,ENSMUSG00000051920,R-spondin 2
Spats2,72572,ENSMUSG00000051934,"spermatogenesis associated, serine-rich 2"
5031410I06Rik,381622,ENSMUSG00000051940,RIKEN cDNA 5031410I06 gene
B3glct,381694,ENSMUSG00000051950,beta-3-glucosyltransferase
Xkr4,497097,ENSMUSG00000051951,X-linked Kx blood group related 4
Rnf133,386611,ENSMUSG00000051956,ring finger protein 133
Nanos2,378430,ENSMUSG00000051965,nanos C2HC-type zinc finger 2
Prdm9,213389,ENSMUSG00000051977,PR domain containing 9
Erich1,234086,ENSMUSG00000051978,glutamate rich 1
Casr,12374,ENSMUSG00000051980,calcium-sensing receptor
Sec31b,240667,ENSMUSG00000051984,"SEC31 homolog B, COPII coat complex component"
Igfn1,226438,ENSMUSG00000051985,immunoglobulin-like and fibronectin type III domain containing 1
Smim11,68936,ENSMUSG00000051989,small integral membrane protein 11
Lax1,240754,ENSMUSG00000051998,lymphocyte transmembrane adaptor 1
Btla,208154,ENSMUSG00000052013,B and T lymphocyte associated
A330070K13Rik,381673,ENSMUSG00000052014,RIKEN cDNA A330070K13 gene
Slc6a7,240332,ENSMUSG00000052026,"solute carrier family 6 (neurotransmitter transporter, L-proline), member 7"
Tagap1,380608,ENSMUSG00000052031,T cell activation GTPase activating protein 1
Pfdn4,109054,ENSMUSG00000052033,prefoldin 4
Klf13,50794,ENSMUSG00000052040,Kruppel-like transcription factor 13
Zfp217,228913,ENSMUSG00000052056,zinc finger protein 217
Olfr901,NA,NA,NA
Pard3b,72823,ENSMUSG00000052062,par-3 family cell polarity regulator beta
Dock8,76088,ENSMUSG00000052085,dedicator of cytokinesis 8
Rgs14,51791,ENSMUSG00000052087,regulator of G-protein signaling 14
Prss51,100504162,ENSMUSG00000052099,serine protease 51
Gnpda1,26384,ENSMUSG00000052102,glucosamine-6-phosphate deaminase 1
Mtcl1,68617,ENSMUSG00000052105,microtubule crosslinking factor 1
D630039A03Rik,242484,ENSMUSG00000052117,RIKEN cDNA D630039A03 gene
F730043M19Rik,320046,ENSMUSG00000052125,RIKEN cDNA F730043M19 gene
Akr1b7,11997,ENSMUSG00000052131,"aldo-keto reductase family 1, member B7"
Sema5b,20357,ENSMUSG00000052133,"sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5B"
Foxo6,329934,ENSMUSG00000052135,forkhead box O6
Rbm12b2,77604,ENSMUSG00000052137,RNA binding motif protein 12 B2
Babam2,107976,ENSMUSG00000052139,BRISC and BRCA1 A complex member 2
Rasal3,320484,ENSMUSG00000052142,RAS protein activator like 3
Ppp4r2,232314,ENSMUSG00000052144,"protein phosphatase 4, regulatory subunit 2"
Rps10,67097,ENSMUSG00000052146,ribosomal protein S10
Plpp2,50784,ENSMUSG00000052151,phospholipid phosphatase 2
Acvr2a,11480,ENSMUSG00000052155,activin receptor IIA
Pld4,104759,ENSMUSG00000052160,phospholipase D family member 4
Serpinb6c,97848,ENSMUSG00000052180,"serine (or cysteine) peptidase inhibitor, clade B, member 6c"
Cd177,68891,ENSMUSG00000052212,CD177 antigen
Opa3,403187,ENSMUSG00000052214,optic atrophy 3
Ppp1r36,210762,ENSMUSG00000052221,"protein phosphatase 1, regulatory subunit 36"
Gpr17,574402,ENSMUSG00000052229,G protein-coupled receptor 17
Epx,13861,ENSMUSG00000052234,eosinophil peroxidase
Zeb2os,433424,ENSMUSG00000052248,"zinc finger E-box binding homeobox 2, opposite strand"
Zfp622,52521,ENSMUSG00000052253,zinc finger protein 622
Fpr2,14289,ENSMUSG00000052270,formyl peptide receptor 2
Bhlha15,17341,ENSMUSG00000052271,"basic helix-loop-helix family, member a15"
Dnah3,381917,ENSMUSG00000052273,"dynein, axonemal, heavy chain 3"
Taf9,108143,ENSMUSG00000052293,TATA-box binding protein associated factor 9
8030423F21Rik,211001,ENSMUSG00000052295,RIKEN cDNA 8030423F21 gene
Ppp6r1,243819,ENSMUSG00000052296,"protein phosphatase 6, regulatory subunit 1"
Cdc42se2,72729,ENSMUSG00000052298,CDC42 small effector 2
Ltn1,78913,ENSMUSG00000052299,listerin E3 ubiquitin protein ligase 1
Doc2a,13446,ENSMUSG00000052301,"double C2, alpha"
Tbc1d30,74694,ENSMUSG00000052302,"TBC1 domain family, member 30"
Hbb-b1,15129,ENSMUSG00000052305,"hemoglobin, beta adult major chain"
Slc39a1,30791,ENSMUSG00000052310,"solute carrier family 39 (zinc transporter), member 1"
Lrrc15,74488,ENSMUSG00000052316,leucine rich repeat containing 15
Ankrd44,329154,ENSMUSG00000052331,ankyrin repeat domain 44
1700024B05Rik,100503856,ENSMUSG00000052334,RIKEN cDNA 1700024B05 gene
Cx3cr1,13051,ENSMUSG00000052336,C-X3-C motif chemokine receptor 1
Immt,76614,ENSMUSG00000052337,"inner membrane protein, mitochondrial"
Cemip,80982,ENSMUSG00000052353,"cell migration inducing protein, hyaluronan binding"
Zdhhc19,245308,ENSMUSG00000052363,"zinc finger, DHHC domain containing 19"
B630019K06Rik,102941,ENSMUSG00000052364,F-box and leucine-rich repeat protein 17 pseudogene
Tmem106c,380967,ENSMUSG00000052369,transmembrane protein 106C
Il1rapl1,331461,ENSMUSG00000052372,interleukin 1 receptor accessory protein-like 1
Mpp3,13384,ENSMUSG00000052373,"membrane protein, palmitoylated 3 (MAGUK p55 subfamily member 3)"
Actn2,11472,ENSMUSG00000052374,actinin alpha 2
Nrros,224109,ENSMUSG00000052384,negative regulator of reactive oxygen species
Trpm3,226025,ENSMUSG00000052387,"transient receptor potential cation channel, subfamily M, member 3"
Acot4,171282,ENSMUSG00000052392,acyl-CoA thioesterase 4
Rft1,328370,ENSMUSG00000052395,RFT1 homolog
Mogat2,233549,ENSMUSG00000052396,monoacylglycerol O-acyltransferase 2
Ezr,22350,ENSMUSG00000052397,ezrin
Rexo4,227656,ENSMUSG00000052406,"REX4, 3'-5' exonuclease"
Ccdc171,320226,ENSMUSG00000052407,coiled-coil domain containing 171
Tchh,99681,ENSMUSG00000052415,trichohyalin
2610001J05Rik,NA,NA,NA
