SYMBOL,ENTREZID,ENSEMBL,GENENAME
Wdr54,75659,ENSMUSG00000030032,WD repeat domain 54
Ino80b,70020,ENSMUSG00000030034,INO80 complex subunit B
Wbp1,22377,ENSMUSG00000030035,WW domain binding protein 1
Mogs,57377,ENSMUSG00000030036,mannosyl-oligosaccharide glucosidase
Mrpl53,68499,ENSMUSG00000030037,mitochondrial ribosomal protein L53
M1ap,110958,ENSMUSG00000030041,meiosis 1 associated protein
Pole4,66979,ENSMUSG00000030042,"polymerase (DNA-directed), epsilon 4 (p12 subunit)"
Tacr1,21336,ENSMUSG00000030043,tachykinin receptor 1
Mrpl19,56284,ENSMUSG00000030045,mitochondrial ribosomal protein L19
Bmp10,12154,ENSMUSG00000030046,bone morphogenetic protein 10
Arhgap25,232201,ENSMUSG00000030047,Rho GTPase activating protein 25
Gkn3,68888,ENSMUSG00000030048,gastrokine 3
Aplf,72103,ENSMUSG00000030051,aprataxin and PNKP like factor
Gp9,54368,ENSMUSG00000030054,glycoprotein 9 platelet
Rab43,69834,ENSMUSG00000030055,"RAB43, member RAS oncogene family"
Isy1,57905,ENSMUSG00000030056,ISY1 splicing factor homolog
Cnbp,12785,ENSMUSG00000030057,cellular nucleic acid binding protein
Copg1,54161,ENSMUSG00000030058,"coatomer protein complex, subunit gamma 1"
Tmf1,232286,ENSMUSG00000030059,TATA element modulatory factor 1
Hmces,232210,ENSMUSG00000030060,"5-hydroxymethylcytosine (hmC) binding, ES cell specific"
Uba3,22200,ENSMUSG00000030061,ubiquitin-like modifier activating enzyme 3
Rpn1,103963,ENSMUSG00000030062,ribophorin I
Frmd4b,232288,ENSMUSG00000030064,FERM domain containing 4B
Foxp1,108655,ENSMUSG00000030067,forkhead box P1
Prok2,50501,ENSMUSG00000030069,prokineticin 2
Gxylt2,232313,ENSMUSG00000030074,glucoside xylosyltransferase 2
Cntn3,18488,ENSMUSG00000030075,contactin 3
Chl1,12661,ENSMUSG00000030077,cell adhesion molecule L1-like
Ruvbl1,56505,ENSMUSG00000030079,RuvB-like AAA ATPase 1
Sec61a1,53421,ENSMUSG00000030082,SEC61 translocon subunit alpha 1
Abtb1,80283,ENSMUSG00000030083,ankyrin repeat and BTB domain containing 1
Plxna1,18844,ENSMUSG00000030084,plexin A1
Chchd6,66098,ENSMUSG00000030086,coiled-coil-helix-coiled-coil-helix domain containing 6
Klf15,66277,ENSMUSG00000030087,Kruppel-like transcription factor 15
Aldh1l1,107747,ENSMUSG00000030088,"aldehyde dehydrogenase 1 family, member L1"
Slc41a3,71699,ENSMUSG00000030089,"solute carrier family 41, member 3"
Nup210,54563,ENSMUSG00000030091,nucleoporin 210
Cntn6,53870,ENSMUSG00000030092,contactin 6
Wnt7a,22421,ENSMUSG00000030093,"wingless-type MMTV integration site family, member 7A"
Xpc,22591,ENSMUSG00000030094,"xeroderma pigmentosum, complementation group C"
Tmem43,74122,ENSMUSG00000030095,transmembrane protein 43
Slc6a6,21366,ENSMUSG00000030096,"solute carrier family 6 (neurotransmitter transporter, taurine), member 6"
Grip2,243547,ENSMUSG00000030098,glutamate receptor interacting protein 2
Sumf1,58911,ENSMUSG00000030101,sulfatase modifying factor 1
Itpr1,16438,ENSMUSG00000030102,"inositol 1,4,5-trisphosphate receptor 1"
Bhlhe40,20893,ENSMUSG00000030103,"basic helix-loop-helix family, member e40"
Edem1,192193,ENSMUSG00000030104,"ER degradation enhancer, mannosidase alpha-like 1"
Arl8b,67166,ENSMUSG00000030105,ADP-ribosylation factor-like 8B
Usp18,24110,ENSMUSG00000030107,ubiquitin specific peptidase 18
Slc6a13,14412,ENSMUSG00000030108,"solute carrier family 6 (neurotransmitter transporter, GABA), member 13"
Slc6a12,14411,ENSMUSG00000030109,"solute carrier family 6 (neurotransmitter transporter, betaine/GABA), member 12"
Ret,19713,ENSMUSG00000030110,ret proto-oncogene
A2m,232345,ENSMUSG00000030111,alpha-2-macroglobulin
Klrg1,50928,ENSMUSG00000030114,"killer cell lectin-like receptor subfamily G, member 1"
Mfap5,50530,ENSMUSG00000030116,microfibrillar associated protein 5
Gdf3,14562,ENSMUSG00000030117,growth differentiation factor 3
Mlf2,30853,ENSMUSG00000030120,myeloid leukemia factor 2
Ptms,69202,ENSMUSG00000030122,parathymosin
Plxnd1,67784,ENSMUSG00000030123,plexin D1
Lag3,16768,ENSMUSG00000030124,lymphocyte-activation gene 3
Lrrc23,16977,ENSMUSG00000030125,leucine rich repeat containing 23
Tmcc1,330401,ENSMUSG00000030126,transmembrane and coiled coil domains 1
Cops7a,26894,ENSMUSG00000030127,COP9 signalosome subunit 7A
Mug2,17837,ENSMUSG00000030131,murinoglobulin 2
Rasgef1a,70727,ENSMUSG00000030134,"RasGEF domain family, member 1A"
Tuba8,53857,ENSMUSG00000030137,"tubulin, alpha 8"
Bms1,213895,ENSMUSG00000030138,"BMS1, ribosome biogenesis factor"
Clec4e,56619,ENSMUSG00000030142,"C-type lectin domain family 4, member e"
Clec4d,17474,ENSMUSG00000030144,"C-type lectin domain family 4, member d"
Zfp248,72720,ENSMUSG00000030145,zinc finger protein 248
Clec4b1,69810,ENSMUSG00000030147,"C-type lectin domain family 4, member b1"
Clec4a2,26888,ENSMUSG00000030148,"C-type lectin domain family 4, member a2"
Klrb1f,232408,ENSMUSG00000030154,killer cell lectin-like receptor subfamily B member 1F
Cd69,12515,ENSMUSG00000030156,CD69 antigen
Clec2d,93694,ENSMUSG00000030157,"C-type lectin domain family 2, member d"
Clec12b,71183,ENSMUSG00000030158,"C-type lectin domain family 12, member B"
Clec1b,56760,ENSMUSG00000030159,"C-type lectin domain family 1, member b"
Gabarapl1,57436,ENSMUSG00000030161,GABA type A receptor associated protein like 1
Olr1,108078,ENSMUSG00000030162,oxidized low density lipoprotein (lectin-like) receptor 1
Rad52,19365,ENSMUSG00000030166,"RAD52 homolog, DNA repair protein"
Adipor2,68465,ENSMUSG00000030168,adiponectin receptor 2
Wnt5b,22419,ENSMUSG00000030170,"wingless-type MMTV integration site family, member 5B"
Erc1,111173,ENSMUSG00000030172,ELKS/RAB6-interacting/CAST family member 1
Ccdc77,67200,ENSMUSG00000030177,coiled-coil domain containing 77
Kdm5a,214899,ENSMUSG00000030180,lysine demethylase 5A
Klra2,16633,ENSMUSG00000030187,"killer cell lectin-like receptor, subfamily A, member 2"
Magohb,66441,ENSMUSG00000030188,"mago homolog B, exon junction complex core component"
Ybx3,56449,ENSMUSG00000030189,Y box protein 3
Etv6,14011,ENSMUSG00000030199,ets variant 6
Bcl2l14,66813,ENSMUSG00000030200,BCL2 like 14
Lrp6,16974,ENSMUSG00000030201,low density lipoprotein receptor-related protein 6
Dusp16,70686,ENSMUSG00000030203,dual specificity phosphatase 16
Ddx47,67755,ENSMUSG00000030204,DEAD box helicase 47
Gprc5d,93746,ENSMUSG00000030205,"G protein-coupled receptor, family C, group 5, member D"
Gsg1,14840,ENSMUSG00000030206,germ cell associated 1
Fam234b,74525,ENSMUSG00000030207,"family with sequence similarity 234, member B"
Emp1,13730,ENSMUSG00000030208,epithelial membrane protein 1
Grin2b,14812,ENSMUSG00000030209,"glutamate receptor, ionotropic, NMDA2B (epsilon 2)"
Atf7ip,54343,ENSMUSG00000030213,activating transcription factor 7 interacting protein
Plbd1,66857,ENSMUSG00000030214,phospholipase B domain containing 1
Wbp11,60321,ENSMUSG00000030216,WW domain binding protein 11
Art4,109978,ENSMUSG00000030217,ADP-ribosyltransferase 4
Mgp,17313,ENSMUSG00000030218,matrix Gla protein
Erp27,69187,ENSMUSG00000030219,endoplasmic reticulum protein 27
Arhgdib,11857,ENSMUSG00000030220,"Rho, GDP dissociation inhibitor beta"
Rerg,232441,ENSMUSG00000030222,"RAS-like, estrogen-regulated, growth-inhibitor"
Ptpro,19277,ENSMUSG00000030223,protein tyrosine phosphatase receptor type O
Strap,20901,ENSMUSG00000030224,serine/threonine kinase receptor associated protein
Dera,232449,ENSMUSG00000030225,deoxyribose-phosphate aldolase
Lmo3,109593,ENSMUSG00000030226,LIM domain only 3
Pik3c2g,18705,ENSMUSG00000030228,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma
Plcz1,114875,ENSMUSG00000030230,"phospholipase C, zeta 1"
Plekha5,109135,ENSMUSG00000030231,"pleckstrin homology domain containing, family A member 5"
Aebp2,11569,ENSMUSG00000030232,AE binding protein 2
Slco1c1,58807,ENSMUSG00000030235,"solute carrier organic anion transporter family, member 1c1"
Slco1b2,28253,ENSMUSG00000030236,"solute carrier organic anion transporter family, member 1b2"
Slco1a4,28250,ENSMUSG00000030237,"solute carrier organic anion transporter family, member 1a4"
Recql,19691,ENSMUSG00000030243,RecQ protein-like
Gys2,232493,ENSMUSG00000030244,glycogen synthase 2
Golt1b,66964,ENSMUSG00000030245,golgi transport 1B
Ldhb,16832,ENSMUSG00000030246,lactate dehydrogenase B
Kcnj8,16523,ENSMUSG00000030247,"potassium inwardly-rectifying channel, subfamily J, member 8"
Abcc9,20928,ENSMUSG00000030249,"ATP-binding cassette, sub-family C member 9"
Rad18,58186,ENSMUSG00000030254,RAD18 E3 ubiquitin protein ligase
Sspn,16651,ENSMUSG00000030255,sarcospan
Bhlhe41,79362,ENSMUSG00000030256,"basic helix-loop-helix family, member e41"
Srgap3,259302,ENSMUSG00000030257,SLIT-ROBO Rho GTPase activating protein 3
Rassf8,71323,ENSMUSG00000030259,Ras association (RalGDS/AF-6) domain family (N-terminal) member 8
Lrmp,NA,NA,NA
Thumpd3,14911,ENSMUSG00000030264,THUMP domain containing 3
Kras,16653,ENSMUSG00000030265,Kirsten rat sarcoma viral oncogene homolog
Bcat1,12035,ENSMUSG00000030268,"branched chain aminotransferase 1, cytosolic"
Mtmr14,97287,ENSMUSG00000030269,myotubularin related protein 14
Cpne9,211232,ENSMUSG00000030270,copine family member IX
Ogg1,18294,ENSMUSG00000030271,8-oxoguanine DNA-glycosylase 1
Camk1,52163,ENSMUSG00000030272,calcium/calmodulin-dependent protein kinase I
Etnk1,75320,ENSMUSG00000030275,ethanolamine kinase 1
Ttll3,101100,ENSMUSG00000030276,"tubulin tyrosine ligase-like family, member 3"
Cidec,14311,ENSMUSG00000030278,cell death-inducing DFFA-like effector c
C2cd5,74741,ENSMUSG00000030279,C2 calcium-dependent domain containing 5
Il17rc,171095,ENSMUSG00000030281,interleukin 17 receptor C
Cmas,12764,ENSMUSG00000030282,cytidine monophospho-N-acetylneuraminic acid synthetase
St8sia1,20449,ENSMUSG00000030283,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1"
Creld1,171508,ENSMUSG00000030284,cysteine-rich with EGF-like domains 1
Emc3,66087,ENSMUSG00000030286,ER membrane protein complex subunit 3
Itpr2,16439,ENSMUSG00000030287,"inositol 1,4,5-triphosphate receptor 2"
Med21,108098,ENSMUSG00000030291,mediator complex subunit 21
Sec13,110379,ENSMUSG00000030298,"SEC13 homolog, nuclear pore and COPII coat complex component"
Ccdc91,67015,ENSMUSG00000030301,coiled-coil domain containing 91
Atp2b2,11941,ENSMUSG00000030302,"ATPase, Ca++ transporting, plasma membrane 2"
Far2,330450,ENSMUSG00000030303,fatty acyl CoA reductase 2
Ergic2,67456,ENSMUSG00000030304,ERGIC and golgi 2
Tmtc1,387314,ENSMUSG00000030306,transmembrane and tetratricopeptide repeat containing 1
Slc6a11,243616,ENSMUSG00000030307,"solute carrier family 6 (neurotransmitter transporter, GABA), member 11"
Caprin2,232560,ENSMUSG00000030309,caprin family member 2
Slc6a1,232333,ENSMUSG00000030310,"solute carrier family 6 (neurotransmitter transporter, GABA), member 1"
Dennd5b,320560,ENSMUSG00000030313,DENN domain containing 5B
Atg7,74244,ENSMUSG00000030314,autophagy related 7
Vgll4,232334,ENSMUSG00000030315,vestigial like family member 4
Tamm41,68971,ENSMUSG00000030316,TAM41 mitochondrial translocator assembly and maintenance homolog
Timp4,110595,ENSMUSG00000030317,tissue inhibitor of metalloproteinase 4
Cand2,67088,ENSMUSG00000030319,cullin associated and neddylation dissociated 2 (putative)
Efcab12,212516,ENSMUSG00000030321,EF-hand calcium binding domain 12
Mbd4,17193,ENSMUSG00000030322,methyl-CpG binding domain protein 4
Ift122,81896,ENSMUSG00000030323,intraflagellar transport 122
Rho,212541,ENSMUSG00000030324,rhodopsin
Klrb1c,17059,ENSMUSG00000030325,killer cell lectin-like receptor subfamily B member 1C
Necap1,67602,ENSMUSG00000030327,NECAP endocytosis associated 1
Pianp,319352,ENSMUSG00000030329,PILR alpha associated neural protein
Ing4,28019,ENSMUSG00000030330,"inhibitor of growth family, member 4"
Mrpl51,66493,ENSMUSG00000030335,mitochondrial ribosomal protein L51
Cd27,21940,ENSMUSG00000030336,CD27 antigen
Vamp1,22317,ENSMUSG00000030337,vesicle-associated membrane protein 1
Ltbr,17000,ENSMUSG00000030339,lymphotoxin B receptor
Scnn1a,20276,ENSMUSG00000030340,"sodium channel, nonvoltage-gated 1 alpha"
Tnfrsf1a,21937,ENSMUSG00000030341,"tumor necrosis factor receptor superfamily, member 1a"
Cd9,12527,ENSMUSG00000030342,CD9 antigen
Akap3,11642,ENSMUSG00000030344,A kinase anchor protein 3
Dyrk4,101320,ENSMUSG00000030345,dual-specificity tyrosine phosphorylation regulated kinase 4
Rad51ap1,19362,ENSMUSG00000030346,RAD51 associated protein 1
D6Wsu163e,28040,ENSMUSG00000030347,"DNA segment, Chr 6, Wayne State University 163, expressed"
Prmt8,381813,ENSMUSG00000030350,protein arginine N-methyltransferase 8
Tspan11,68498,ENSMUSG00000030351,tetraspanin 11
Tspan9,109246,ENSMUSG00000030352,tetraspanin 9
Tead4,21679,ENSMUSG00000030353,TEA domain family member 4
Fkbp4,14228,ENSMUSG00000030357,FK506 binding protein 4
Pzp,NA,NA,NA
Klrb1a,17057,ENSMUSG00000030361,killer cell lectin-like receptor subfamily B member 1A
Clec2i,93675,ENSMUSG00000030365,"C-type lectin domain family 2, member i"
Strn4,97387,ENSMUSG00000030374,"striatin, calmodulin binding protein 4"
Slc8a2,110891,ENSMUSG00000030376,"solute carrier family 8 (sodium/calcium exchanger), member 2"
Mzf1,109889,ENSMUSG00000030380,myeloid zinc finger 1
Slc27a5,26459,ENSMUSG00000030382,"solute carrier family 27 (fatty acid transporter), member 5"
Zfp606,67370,ENSMUSG00000030386,zinc finger protein 606
Zik1,22775,ENSMUSG00000030393,zinc finger protein interacting with K protein 1
Mark4,232944,ENSMUSG00000030397,MAP/microtubule affinity regulating kinase 4
Ckm,12715,ENSMUSG00000030399,"creatine kinase, muscle"
Ercc2,13871,ENSMUSG00000030400,"excision repair cross-complementing rodent repair deficiency, complementation group 2"
Rtn2,20167,ENSMUSG00000030401,reticulon 2 (Z-band associated protein)
Ppm1n,232941,ENSMUSG00000030402,"protein phosphatase, Mg2+/Mn2+ dependent, 1N (putative)"
Vasp,22323,ENSMUSG00000030403,vasodilator-stimulated phosphoprotein
Gipr,381853,ENSMUSG00000030406,gastric inhibitory polypeptide receptor
Qpctl,67369,ENSMUSG00000030407,glutaminyl-peptide cyclotransferase-like
Dmpk,13400,ENSMUSG00000030409,dystrophia myotonica-protein kinase
Dmwd,13401,ENSMUSG00000030410,dystrophia myotonica-containing WD repeat motif
Nova2,384569,ENSMUSG00000030411,NOVA alternative splicing regulator 2
Pglyrp1,21946,ENSMUSG00000030413,peptidoglycan recognition protein 1
Pdcd5,56330,ENSMUSG00000030417,programmed cell death 5
Uri1,19777,ENSMUSG00000030421,"URI1, prefoldin-like chaperone"
Pop4,66161,ENSMUSG00000030423,"processing of precursor 4, ribonuclease P/MRP family, (S. cerevisiae)"
Lilra6,18726,ENSMUSG00000030427,"leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 6"
Ttyh1,57776,ENSMUSG00000030428,tweety family member 1
Tmem238,664968,ENSMUSG00000030431,transmembrane protein 238
Rpl28,19943,ENSMUSG00000030432,ribosomal protein L28
Sbk2,381836,ENSMUSG00000030433,"SH3-binding domain kinase family, member 2"
U2af2,22185,ENSMUSG00000030435,U2 small nuclear ribonucleoprotein auxiliary factor (U2AF) 2
Zfp583,213011,ENSMUSG00000030443,zinc finger protein 583
Zfp273,212569,ENSMUSG00000030446,zinc finger protein 273
Cyfip1,20430,ENSMUSG00000030447,cytoplasmic FMR1 interacting protein 1
Oca2,18431,ENSMUSG00000030450,oculocutaneous albinism II
Herc2,15204,ENSMUSG00000030451,HECT and RLD domain containing E3 ubiquitin protein ligase 2
Nipa2,93790,ENSMUSG00000030452,non imprinted in Prader-Willi/Angelman syndrome 2 homolog (human)
Psd3,234353,ENSMUSG00000030465,pleckstrin and Sec7 domain containing 3
Siglecg,243958,ENSMUSG00000030468,sialic acid binding Ig-like lectin G
Zfp719,210105,ENSMUSG00000030469,zinc finger protein 719
Csrp3,13009,ENSMUSG00000030470,cysteine and glycine-rich protein 3
Zdhhc13,243983,ENSMUSG00000030471,"zinc finger, DHHC domain containing 13"
Ceacam18,72431,ENSMUSG00000030472,CEA cell adhesion molecule 18
Siglece,83382,ENSMUSG00000030474,sialic acid binding Ig-like lectin E
Zfp108,54678,ENSMUSG00000030486,zinc finger protein 108
Tdrd12,71981,ENSMUSG00000030491,tudor domain containing 12
Slc7a9,30962,ENSMUSG00000030492,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 9"
Faap24,101831,ENSMUSG00000030493,Fanconi anemia core complex associated protein 24
Rhpn2,52428,ENSMUSG00000030494,"rhophilin, Rho GTPase binding protein 2"
Slc7a10,53896,ENSMUSG00000030495,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 10"
Gas2,14453,ENSMUSG00000030498,growth arrest specific 2
Kctd15,233107,ENSMUSG00000030499,potassium channel tetramerisation domain containing 15
Slc17a6,140919,ENSMUSG00000030500,"solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 6"
Prmt3,71974,ENSMUSG00000030505,protein arginine N-methyltransferase 3
Dbx1,13172,ENSMUSG00000030507,developing brain homeobox 1
Asb7,117589,ENSMUSG00000030509,ankyrin repeat and SOCS box-containing 7
Cers3,545975,ENSMUSG00000030510,ceramide synthase 3
Snrpa1,68981,ENSMUSG00000030512,small nuclear ribonucleoprotein polypeptide A'
Pcsk6,18553,ENSMUSG00000030513,proprotein convertase subtilisin/kexin type 6
Tarsl2,NA,NA,NA
Tjp1,21872,ENSMUSG00000030516,tight junction protein 1
Fam189a1,NA,NA,NA
Apba2,11784,ENSMUSG00000030519,amyloid beta precursor protein binding family A member 2
Mphosph10,67973,ENSMUSG00000030521,M-phase phosphoprotein 10 (U3 small nucleolar ribonucleoprotein)
Mtmr10,233315,ENSMUSG00000030522,myotubularin related protein 10
Trpm1,17364,ENSMUSG00000030523,"transient receptor potential cation channel, subfamily M, member 1"
Chrna7,11441,ENSMUSG00000030525,"cholinergic receptor, nicotinic, alpha polypeptide 7"
Crtc3,70461,ENSMUSG00000030527,CREB regulated transcription coactivator 3
Blm,12144,ENSMUSG00000030528,"Bloom syndrome, RecQ like helicase"
Furin,18550,ENSMUSG00000030530,"furin, paired basic amino acid cleaving enzyme"
Hddc3,68695,ENSMUSG00000030532,HD domain containing 3
Unc45a,101869,ENSMUSG00000030533,unc-45 myosin chaperone A
Vps33b,233405,ENSMUSG00000030534,vacuolar protein sorting 33B
Iqgap1,29875,ENSMUSG00000030536,IQ motif containing GTPase activating protein 1
Cib1,23991,ENSMUSG00000030538,calcium and integrin binding 1
Sema4b,20352,ENSMUSG00000030539,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4B"
Idh2,269951,ENSMUSG00000030541,"isocitrate dehydrogenase 2 (NADP+), mitochondrial"
Mesp2,17293,ENSMUSG00000030543,mesoderm posterior 2
Mesp1,17292,ENSMUSG00000030544,mesoderm posterior 1
Pex11a,18631,ENSMUSG00000030545,peroxisomal biogenesis factor 11 alpha
Plin1,103968,ENSMUSG00000030546,perilipin 1
Rhcg,56315,ENSMUSG00000030549,Rhesus blood group-associated C glycoprotein
Nr2f2,11819,ENSMUSG00000030551,"nuclear receptor subfamily 2, group F, member 2"
Pgpep1l,78444,ENSMUSG00000030553,pyroglutamyl-peptidase I-like
Synm,233335,ENSMUSG00000030554,"synemin, intermediate filament protein"
Ttc23,67009,ENSMUSG00000030555,tetratricopeptide repeat domain 23
Lrrc28,67867,ENSMUSG00000030556,leucine rich repeat containing 28
Mef2a,17258,ENSMUSG00000030557,myocyte enhancer factor 2A
Rab38,72433,ENSMUSG00000030559,"RAB38, member RAS oncogene family"
Ctsc,13032,ENSMUSG00000030560,cathepsin C
Nox4,50490,ENSMUSG00000030562,NADPH oxidase 4
Cd22,12483,ENSMUSG00000030577,CD22 antigen
Tyrobp,22177,ENSMUSG00000030579,TYRO protein tyrosine kinase binding protein
Sipa1l3,74206,ENSMUSG00000030583,signal-induced proliferation-associated 1 like 3
Dpf1,29861,ENSMUSG00000030584,double PHD fingers 1
2200002D01Rik,72275,ENSMUSG00000030587,RIKEN cDNA 2200002D01 gene
Yif1b,77254,ENSMUSG00000030588,Yip1 interacting factor homolog B (S. cerevisiae)
Rasgrp4,233046,ENSMUSG00000030589,RAS guanyl releasing protein 4
Fam98c,73833,ENSMUSG00000030590,"family with sequence similarity 98, member C"
Psmd8,57296,ENSMUSG00000030591,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 8"
Ryr1,20190,ENSMUSG00000030592,"ryanodine receptor 1, skeletal muscle"
Nfkbib,18036,ENSMUSG00000030595,"nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, beta"
Fbxo17,50760,ENSMUSG00000030598,F-box protein 17
Lrfn1,80749,ENSMUSG00000030600,leucine rich repeat and fibronectin type III domain containing 1
Pak4,70584,ENSMUSG00000030602,p21 (RAC1) activated kinase 4
Psmc4,23996,ENSMUSG00000030603,"proteasome (prosome, macropain) 26S subunit, ATPase, 4"
Zfp626,71163,ENSMUSG00000030604,zinc finger protein 626
Mfge8,17304,ENSMUSG00000030605,milk fat globule EGF and factor V/VIII domain containing
Hapln3,67666,ENSMUSG00000030606,hyaluronan and proteoglycan link protein 3
