Term,NES,NOM p-val,FDR q-val,Lead_genes
Mitotic Spindle,-1.0444549834597268,0.3333333333333333,0.48339545916638427,CDK1;DLGAP5;CCNB2;PLK1;ARHGAP29;KIF11;TOP2A;ARHGAP5;NOTCH2;FBXO5;MID1;TTK;BCR;ANLN;NEDD9;CENPF;ECT2;KATNA1;CDC42EP1;ROCK1;RACGAP1;KIF5B;CCDC88A;TPX2;RANBP9;DOCK2;PALLD;BCL2L11;FGD4;PDLIM5;CD2AP;SOS1;SHROOM2;NUSAP1;PLEKHG2;LRPPRC;AURKA;PPP4R2;LATS1;FGD6;NF1;MYO1E;RICTOR;PREX1;FSCN1;RASA2;PCGF5;NCK1;WASF1;PCM1;LLGL1;PKD2
Cholesterol Homeostasis,-1.0193186207117986,0.3333333333333333,0.5367107195301027,AVPR1A;ANTXR2;NFIL3;SEMA3B;IDI1;ATF3;GPX8;CPEB2;HSD17B7;GNAI1;PLAUR;S100A11;ALCAM;FASN;ABCA2;LDLR;LPL;STARD4;CXCL16;SQLE;PPARG;MAL2;SREBF2;ATXN2
Hypoxia,-1.0036769702761639,0.5135135135135135,0.5586060415355569,LOX;TMEM45A;KDELR3;DCN;CP;BGN;CCN2;CAV1;NFIL3;GPC3;FOS;CHST3;PPP1R3C;AMPD3;ACKR3;HSPA5;UGP2;P4HA1;ATF3;ATP7A;SDC2;TGM2;IDS;IRS2;ERO1A;NR3C1;CDKN1A;PLAUR;TES;ANXA2;MAP3K1;CASP6;PLIN2;PYGM;NOCT;KDM3A;PFKFB3;PPARGC1A;AKAP12;F3;ADORA2B;SLC2A5;BCL2;ZFP36;PDK1;EGFR;FOXO3;TPD52;TIPARP;CCNG2;DTNA;TNFAIP3
Estrogen Response Late,-0.9697660258025042,0.46875,0.6473492328725504,CDH1;RET;OPN3;FOXC1;PRLR;CD44;CAV1;MYB;SEMA3B;FRK;TOP2A;XBP1;LSR;FOS;LAMC2;KLK10;SOX3;SLC16A1;SCNN1A;EGR3;PERP;ST14;SLC26A2;PRKAR2B;WFS1;IL6ST;RBBP8;METTL3;NPY1R;SFN;ATP2B4;EMP2;HMGCS2;ABHD2;PDZK1;JAK2;CISH;PDLIM3;ELOVL5;BCL2;ZFP36;TSPAN13;SLC1A4;PTGES;MYOF;PTGER3;RPS6KA2;CYP26B1;TST;BTG3;ASCL1;NRIP1;LLGL2;KLF4
Bile Acid Metabolism,-0.9672643831061684,0.5526315789473685,0.6310572687224669,BBOX1;TTR;BMP6;EFHC1;SLC22A18;BCAR3;ABCA9;IDI1;PEX13;NUDT12;EPHX2;CYP39A1;ABCA1;ABCA5;CYP7B1;ABCD2;NEDD4;RXRG;CH25H;ABCA2;HSD3B7;PEX6;NR3C2;GCLM;PEX1;PNPLA8;AR;SLC27A5;ABCA4;ABCD3;LIPE;NPC1;CROT
Pancreas Beta Cells,-0.9635422007457938,0.5675675675675675,0.621571692482592,ISL1;NKX6-1;VDR;FOXO1;PCSK1;NEUROD1
G2-M Checkpoint,-0.9108491485645166,0.7647058823529411,0.7619768722466961,CDK1;BCL3;CCNB2;PLK1;KIF11;RBL1;TOP2A;NOTCH2;FBXO5;XPO1;CKS2;TTK;CENPF;SLC12A2;KATNA1;RPS6KA5;TRAIP;HMMR;RACGAP1;TMPO;KIF5B;CUL5;TPX2;ORC5;GSPT1;AMD1;EFNA5;RBM14;CUL3;NUP98;DR1;NUSAP1;EGF;HIF1A;SRSF10;PML;MYBL2;AURKA;PDS5B;WRN;CCNF;HUS1;SQLE;FOXN3;SMARCC1;STAG1;EZH2;CUL1;HSPA8;LBR;E2F4;SMC2;SLC38A1;CCND1;CASP8AP2;MCM6;MTF2;SYNCRIP
Notch Signaling,-0.818265506559602,0.7727272727272727,0.960552663195835,NOTCH2;ST3GAL6;TCF7L2;NOTCH1;WNT5A;FZD1
Fatty Acid Metabolism,0.8181586903396734,0.8135593220338984,1.0,CIDEA;NTHL1;INMT;CCDC58;GABARAPL1;VNN1;ERP29;CBR1;MCEE;ENO3;HSD17B10;EPHX1;AUH;PCBD1;GLUL;IDH3B;GPD1;ALDOA;G0S2;S100A10;SDHA;GRHPR;GCDH;H2AZ1;ENO2;SDHD;GSTZ1;BPHL;ACADVL;APEX1;LDHA;ADSL;PSME1;SDHC;XIST;PTS
Glycolysis,-0.7958237021880031,0.9,0.9614537444933922,KDELR3;CLDN3;CDK1;DCN;SDC1;CD44;GPC3;MET;IL13RA1;PFKFB1;HSPA5;SLC35A3;UGP2;P4HA1;SDC2;TGFA;FUT8;EGLN3;HMMR;GAL3ST1;IRS2;ERO1A;PLOD1;ARTN;ARPP19;ME1;RPE;CASP6;PYGL;HS6ST2
Myogenesis,0.7854227385136218,0.9661016949152542,1.0,COX7A1;COX6A2;MB;MYH2;FABP3;ANKRD2;CASQ1;TCAP;STC2;SH3BGR;PVALB;TNNT2;NQO1;MYBPC3;TNNT1;FKBP1B;PICK1;ENO3;AK1;PGAM2;FXYD1;CAMK2B;MYOM2;GADD45B;PDLIM7;MYL4;TNNC1;PTP4A3;MYH3;PFKM;OCEL1;VIPR1
Xenobiotic Metabolism,0.7853929129768296,0.921875,1.0,ABCC2;APOE;GSTT2;NQO1;GABARAPL1;SERPINE1;VNN1;BLVRB;XDH;HES6;DDC;CBR1;ALDH2;ARG2;EPHX1;AOX1;GSS;PMM1;CNDP2;GNMT;ASL;PEMT;PSMB10;MCCC2;TKFC;PGD;DDAH2;COMT;PINK1;CDO1;GSTM4;SPINT2;SMOX;IGFBP4;DHRS7;ADH5;DCXR;LONP1;GSR;BPHL
Adipogenesis,0.7756389051797479,0.9230769230769231,1.0,UQCR11;COX8A;NDUFA5;APOE;UQCRQ;CIDEA;UQCR10;COX7B;MGST3;COX6A1;ETFB;NDUFB7;SOD1;AK2;SNCG;ALDH2;DNAJC15;ESRRA;GRPEL1;CMBL;CHCHD10;PEMT;ALDOA;PFKL
mTORC1 Signaling,-0.7038227694156984,1.0,0.9985525487728131,FGL2;PLK1;NFIL3;SLC7A11;XBP1;CCNG1;HSPA5;IDI1;P4HA1;ELOVL6;HSP90B1;EGLN3;SERP1;MTHFD2L;ERO1A;IFI30;IGFBP5;CDKN1A;TES;ME1;EDEM1;SLC1A5;USO1;PIK3R3;GMPS;LDLR;UBE2D3;STARD4;PITPNB;GSK3B;AURKA;PSMG1;DAPP1;ELOVL5;CYB5B;PDK1;HSPA4;CCNF;SLC1A4;NAMPT;SQLE;RRM2;NUP205
p53 Pathway,0.6904330217653036,0.984375,1.0,OSGIN1;ADA;S100A4;RPL36;H2AJ;TAX1BP3;PPP1R15A;DDIT4;TRIB3;VAMP8;HINT1;AK1;KLK8;EPHX1;BAX;RPS27L;PMM1;RPL18;AEN;TSPYL2;FBXW7;RAP2B;TRAFD1;TRIAP1;BTG2;NUPR1;HRAS;S100A10;PROCR;RGS16;IP6K2;FAM162A
Unfolded Protein Response,0.6713151613756696,1.0,1.0,FUS;LSM4;STC2;NHP2;SPCS1;BANF1;DDIT4;NOP56;ARFGAP1;TSPYL2;SEC11A;EXOSC4;TATDN2;RRP9;NPM1;ZBTB17;TUBB2A;RPS14;CHAC1;EIF4EBP1;EXOSC2;NOLC1;POP4;EIF4A1
UV Response Up,0.6354709127479613,1.0,1.0,EPCAM;PDAP1;ONECUT1;SELENOW;SLC25A4;CLTB;MRPL23;POLE3;FGF18;EPHX1;CLCN2;ATP6V1F;GRPEL1;PRKACA;BTG2;CCK;ALDOA;FEN1;SULT1A1;KLHDC3;GAL;DLG4;RXRB;CDO1;CDC34;PSMC3;ENO2;SQSTM1;NFKBIA;POLR2H;SIGMAR1;JUNB;BSG
E2F Targets,0.5912194735225671,0.9863013698630136,1.0,NAA38;SPC24;TK1;HMGB3;MXD3;LYAR;DCTPP1;AK2;NME1;ASF1B;UNG;NOP56;RANBP1;UBE2S;SPC25;STMN1;SNRPB;RAD51AP1;PNN;ILF3;HMGA1;MCM5;TCF19;PSMC3IP;H2AZ1;BRCA1;XRCC6;PPP1R8;SHMT1;BUB1B;PCNA;POLA2;NOLC1;ANP32E;SSRP1;CENPM;CDK4;KIF22;CDCA3;RPA3;LMNB1;BIRC5;TACC3;EXOSC8;POLE;GINS4;GINS1;CDC20;RNASEH2A;NASP;MLH1;PMS2;CDC25A
heme Metabolism,0.5546609412814953,1.0,0.9974874371859297,ALAS2;ICAM4;MGST3;HEBP1;HTRA2;BLVRB;ACP5;SNCA;BTG2;HAGH;P4HA2;GLRX5;MAP2K3;PPOX;MYL4;FN3K;HTATIP2;CIR1;OSBP2;SMOX;ALDH1L1;LMO2;HDGF;NFE2L1;BPGM;BSG;MARCHF2;TNRC6B;PRDX2;SLC4A1;MOCOS;RAD23A;FBXO34;PSMD9;SEC14L1;MPP1;UCP2;CCDC28A;KHNYN
Pperoxisome,-0.5441178656651828,1.0,0.9994493392070485,TTR;TOP2A;IDE;IDI1;CRABP2;PEX13;EPHX2;ACSL4;PABPC1;CRAT;ABCD2;RXRG;SEMA3C;HSD3B7;PEX6;NUDT19
