Category,ID,Term,Genes,adj_pval
Reactome,R-HSA-166520,Signaling By NTRKs,"DOCK3, PTPRS, RRAD, SRF, AP2A2, MAPK1, SH3GL2, MEF2A, EGR1, EGR2, EGR3, JUND, BCL11B, NTRK3, STAT3, FOS, AP2B1, GRIN2B, DNM1, DUSP6, ARC, REST, MAPKAPK3, GDNF, ID2, ID1, RAPGEF1, FOSB, TRIB1, CDK5R1",2.13000417061234e-06
Reactome,R-HSA-8986944,Transcriptional Regulation By MECP2,"CAMK2B, RBFOX1, CAMK2A, PTEN, PRKCA, DLL1, GRIN2B, MECP2, MOV10, GRIN2A, NCOR1, TBL1XR1, AGO4, GPRIN1, AGO1, CAMK4, CALM1, FKBP5, TNRC6B",2.4683306266125565e-06
Reactome,R-HSA-438064,Post NMDA Receptor Activation Events,"CAMK2B, GRIA1, MPP2, PDPK1, CAMK2A, PRKCA, PRKX, ADCY1, PRKAB1, GRIN2B, PRKAG3, CAMKK1, GRIN2A, LRRC7, ERBB4, GPRIN1, CAMK4, MAPK1, CALM1",3.0882936493737858e-06
Reactome,R-HSA-1489509,DAG And IP3 Signaling,"CAMK2B, PRKCG, PDE1A, PRKCE, CAMK2A, ITPR1, PRKX, PRKCA, ADCY1, CAMKK1, ADCY5, ADCY9, NBEA, CAMK4, CALM1",3.0882936493737858e-06
Reactome,R-HSA-9031628,NGF-stimulated Transcription,"EGR1, EGR2, EGR3, JUND, RRAD, SRF, FOS, ARC, REST, GDNF, ID2, ID1, FOSB, TRIB1, CDK5R1",3.0882936493737858e-06
Reactome,R-HSA-168249,Innate Immune System,"CYFIP2, NCKAP1, ATP8A1, WIPF3, CLU, LGALS3, PLAU, C3AR1, TRIM25, MAP3K8, MEF2A, MAP2K3, CD93, CD300A, PRKCE, CD180, PRKCA, RNF125, MAPKAPK3, TXNIP, ELMO2, ADAM8, MASP1, S100A9, S100A8, VCL, ATP6V1A, C5AR1, ITPR1, IQGAP1, GPR84, RASGRP1, SYNGR1, PPP3R1, SOCS1, PDZD2, CLEC7A, UBC, CD300LB, HMOX1, NLRP3, RIPK1, S100A11, HSPA8, JUN, MYO5A, NFATC2, NFATC1, NFKB2, NFKBIA, RCAN1, PTPRC, GDNF, LCN2, NF2, CALM1, MAP3K14, B4GALT1, TNFAIP6, CTSZ, TNFAIP3, PTPRJ, CXCL1, TCIRG1, AP2A2, PPP3CA, PPP3CB, CTSL, CASP4, PGM2, CD36, ATP7A, CTSC, CD53, HSP90AA1, FCER1G, ANXA2, PDPK1, PLAUR, FOS, KCNAB2, TNFRSF1B, DUSP6, DNM1, MMP12, TLR1, RAP2B, LRRC7, IL1B, TMBIM1, ATP6V1B2, IRF7, PECAM1, MYH9, CD47, PLEKHO2, CD44, BIRC3, TLR2, C1QB, CD63, CSTB, ROCK1, PTAFR, FGL2, USP18, MALT1, TTR, TIFA, MAPK1, STOM, WASF1, DYNC1H1, MYO10, MYO9B, TUBB4B, MAPK10, MYO1E, NFASC, TEC, ABI2, PTX3, CD68, HSPA1B, HSPA1A",3.139980797903517e-06
Reactome,R-HSA-111996,Ca-dependent Events,"CAMK2B, PRKCG, PDE1A, CAMK2A, PRKX, PRKCA, ADCY1, CAMKK1, ADCY5, ADCY9, NBEA, CAMK4, MAPK1, CALM1",4.430865400306912e-06
Reactome,R-HSA-112040,G-protein Mediated Events,"PRKCG, CAMK2B, PDE1A, CAMK2A, ITPR1, PRKCA, PRKX, ADCY1, CAMKK1, ADCY5, ADCY9, NBEA, CAMK4, GNAQ, MAPK1, PLCB1, CALM1",5.92839700633291e-06
Reactome,R-HSA-187037,Signaling By NTRK1 (TRKA),"RRAD, SRF, AP2A2, MAPK1, SH3GL2, MEF2A, EGR1, EGR2, EGR3, JUND, BCL11B, STAT3, FOS, AP2B1, DNM1, DUSP6, ARC, REST, MAPKAPK3, GDNF, ID2, ID1, RAPGEF1, FOSB, TRIB1, CDK5R1",1.162531075919993e-05
Reactome,R-HSA-418594,G Alpha (I) Signaling Events,"CXCL1, CXCL2, CX3CL1, CXCL16, PPP3CA, PPP3CB, RGS3, RGS1, C3AR1, ADORA1, BDKRB2, PDE4B, CCR5, PRKCG, GPR37, PRKCA, ADRA2B, ADCY9, PLCB1, CAMK2B, RGS14, PDE1A, RGS16, C5AR1, CAMK2A, ITPR1, PRKX, ADCY1, CAMKK1, ADCY5, HCAR2, PPP3R1, GNG2, GNG7, CCL4, MAPK1, S1PR3, S1PR2, CCR1, P2RY12, P2RY13, APLN, CXCL10, NBEA, GPR183, CAMK4, GNAQ, PPP1R1B, ACKR3, CALM1",1.2124727081190923e-05
Reactome,R-HSA-198725,Nuclear Events (Kinase And Transcription Factor Activation),"MEF2A, EGR1, EGR2, EGR3, JUND, RRAD, SRF, FOS, DUSP6, ARC, REST, GDNF, ID2, ID1, MAPK1, FOSB, TRIB1, CDK5R1",1.3224937295353796e-05
Reactome,R-HSA-111997,CaM Pathway,"CAMK2B, PRKCG, PDE1A, CAMK2A, PRKX, PRKCA, ADCY1, CAMKK1, ADCY5, ADCY9, NBEA, CAMK4, CALM1",1.3433444142040042e-05
Reactome,R-HSA-5683057,MAPK Family Signaling Cascades,"HSPB1, ARRB1, DUSP16, SPRED2, CCND3, SYNGAP1, DUSP10, RASGEF1A, MYC, DUSP5, DUSP2, PRKCA, KSR2, SPTB, DUSP6, APBB1IP, CNKSR2, LRRC7, GPRIN1, CDC42EP3, KIT, CDC42EP2, VCL, HBEGF, CAMK2B, CAMK2A, CSF2RB, IQGAP1, KALRN, RASGRP1, DNAJB1, ERBB4, UBC, MAPK1, MAPK4, SPTBN2, MPP2, JUN, FN1, GRIN2B, MOV10, IL6, GDNF, AGO4, AGO1, NF1, CALM1, FGFR3, PTPN3, TNRC6B",1.9917012338779777e-05
Reactome,R-HSA-422475,Axon Guidance,"SEMA5A, ROBO2, NRP1, GSK3B, CLSTN1, VLDLR, AP2A2, ROBO1, RND1, PPP3CB, SYNGAP1, DPYSL5, CHL1, DPYSL3, NEO1, SH3GL2, EPHA5, EPHA4, HSP90AA1, EPHA7, DCC, PRKCA, UNC5C, ANK2, ANK3, RHOC, SPTB, DNM1, CACNB2, DOK2, DOK6, GPRIN1, SCN8A, KCNQ2, KCNQ3, DCX, MYH9, ITGA5, SHANK3, EPHA2, ROCK1, ARHGEF28, AGAP2, AKAP5, CACNA1C, KALRN, EFNB1, UBC, ABL2, PLXNA1, MAPK1, SLIT3, SCN3A, PLXNA4, PDLIM7, SPTBN2, VASP, HSPA8, MYO10, MSN, MYO9B, AP2B1, GRIN2B, NELL2, NFASC, PTPRC, GDNF, CNTN1, SCN2A, SCN2B, CDK5R1",2.3330717783531975e-05
Reactome,R-HSA-373760,L1CAM Interactions,"HSPA8, NRP1, MSN, ANK2, ANK3, AP2B1, AP2A2, SPTB, DNM1, NFASC, CHL1, SCN8A, KCNQ2, KCNQ3, CNTN1, DCX, MAPK1, ITGA5, SCN2A, SCN3A, SH3GL2, SPTBN2, SCN2B",3.259554696408141e-05
