group,accession,region,treatment,gse,kind,symbol,symbol_key,log2FC,padj,direction
Acc3_brainstem_GLP_1,3,brainstem,GLP_1,GSE244607,gene_name,Slain1,SLAIN1,-0.3078648550473875,5.147818370108421e-05,DOWN
Acc3_brainstem_GLP_1,3,brainstem,GLP_1,GSE244607,gene_name,Mob3b,MOB3B,-0.3948561329794233,6.846252211564241e-05,DOWN
Acc3_brainstem_GLP_1,3,brainstem,GLP_1,GSE244607,gene_name,Rasa1,RASA1,-0.2431908151674337,6.846252211564241e-05,DOWN
Acc3_brainstem_GLP_1,3,brainstem,GLP_1,GSE244607,gene_name,Fgd6,FGD6,-0.3585964500708587,7.309488980658002e-05,DOWN
Acc3_brainstem_GLP_1,3,brainstem,GLP_1,GSE244607,gene_name,Inafm1,INAFM1,0.2140249485403121,7.309488980658002e-05,UP
Acc3_brainstem_GLP_1,3,brainstem,GLP_1,GSE244607,gene_name,Net1,NET1,0.6545036068616664,8.103196765966213e-05,UP
Acc3_brainstem_GLP_1,3,brainstem,GLP_1,GSE244607,gene_name,Rp9,RP9,0.2910181531803932,8.534026410111119e-05,UP
Acc3_brainstem_GLP_1,3,brainstem,GLP_1,GSE244607,gene_name,Stab1,STAB1,0.3514705342196529,9.274273293872386e-05,UP
Acc3_brainstem_GLP_1,3,brainstem,GLP_1,GSE244607,gene_name,Rapgef3,RAPGEF3,0.2443704049466886,9.274273293872386e-05,UP
Acc3_brainstem_GLP_1,3,brainstem,GLP_1,GSE244607,gene_name,Trim36,TRIM36,-0.4770987113308251,9.557895792875036e-05,DOWN
Acc3_brainstem_GLP_1,3,brainstem,GLP_1,GSE244607,gene_name,Sall2,SALL2,-0.2195633297300583,9.687624479184596e-05,DOWN
Acc3_brainstem_GLP_1,3,brainstem,GLP_1,GSE244607,gene_name,Abcd4,ABCD4,0.2499235527622444,9.895058894854134e-05,UP
Acc3_brainstem_GLP_1,3,brainstem,GLP_1,GSE244607,gene_name,Sox2,SOX2,-0.4915509192474169,9.990348061487224e-05,DOWN
Acc3_brainstem_GLP_1,3,brainstem,GLP_1,GSE244607,gene_name,Pik3r1,PIK3R1,-0.2159979665154926,9.990348061487224e-05,DOWN
Acc3_brainstem_GLP_1,3,brainstem,GLP_1,GSE244607,gene_name,Mertk,MERTK,0.3076838022897877,0.0001002214260823,UP
Acc3_brainstem_GLP_1,3,brainstem,GLP_1,GSE244607,gene_name,Midn,MIDN,-0.2008544544991927,0.0001046899507476,DOWN
Acc3_brainstem_GLP_1,3,brainstem,GLP_1,GSE244607,gene_name,Tceal3,TCEAL3,0.2328837065884214,0.0001049647978371,UP
Acc3_brainstem_GLP_1,3,brainstem,GLP_1,GSE244607,gene_name,Edil3,EDIL3,-0.4419022006844547,0.0001053954046404,DOWN
Acc3_brainstem_GLP_1,3,brainstem,GLP_1,GSE244607,gene_name,Wwp1,WWP1,-0.313775203793295,0.0001053954046404,DOWN
Acc3_brainstem_GLP_1,3,brainstem,GLP_1,GSE244607,gene_name,Cpeb2,CPEB2,-0.303406822175,0.0001053954046404,DOWN
Acc3_brainstem_GLP_1,3,brainstem,GLP_1,GSE244607,gene_name,Npc1,NPC1,-0.2704691640849753,0.0001053954046404,DOWN
Acc3_brainstem_GLP_1,3,brainstem,GLP_1,GSE244607,gene_name,Ly6e,LY6E,0.2327557547915689,0.0001053954046404,UP
Acc3_brainstem_GLP_1,3,brainstem,GLP_1,GSE244607,gene_name,Tmem41b,TMEM41B,-0.2000776428354962,0.0001105038210648,DOWN
Acc3_brainstem_GLP_1,3,brainstem,GLP_1,GSE244607,gene_name,Arfrp1,ARFRP1,0.2131298182480588,0.0001310268804673,UP
Acc3_brainstem_GLP_1,3,brainstem,GLP_1,GSE244607,gene_name,Gpr37,GPR37,-0.4249767402605243,0.0001374521160637,DOWN
Acc3_brainstem_GLP_1,3,brainstem,GLP_1,GSE244607,gene_name,Rtn4,RTN4,-0.2732702205145952,0.0001374521160637,DOWN
Acc3_brainstem_GLP_1,3,brainstem,GLP_1,GSE244607,gene_name,Rps15,RPS15,0.2709944480121201,0.0001375230055395,UP
Acc3_brainstem_GLP_1,3,brainstem,GLP_1,GSE244607,gene_name,Rpsa,RPSA,0.2456164842116592,0.0001399558691847,UP
Acc3_brainstem_GLP_1,3,brainstem,GLP_1,GSE244607,gene_name,Atp13a3,ATP13A3,-0.3563999883985796,0.0001421806055701,DOWN
Acc3_brainstem_GLP_1,3,brainstem,GLP_1,GSE244607,gene_name,Phyhd1,PHYHD1,0.405394699607815,0.000142234835598,UP
Acc3_brainstem_GLP_1,3,brainstem,GLP_1,GSE244607,gene_name,Rps11,RPS11,0.2303079711201722,0.0001457047505949,UP
Acc3_brainstem_GLP_1,3,brainstem,GLP_1,GSE244607,gene_name,Rps21,RPS21,0.3073875335714501,0.0001460367385156,UP
Acc3_brainstem_GLP_1,3,brainstem,GLP_1,GSE244607,gene_name,Zfp804a,ZFP804A,-0.3638042745354727,0.0001506024142373,DOWN
Acc3_brainstem_GLP_1,3,brainstem,GLP_1,GSE244607,gene_name,Sema6c,SEMA6C,0.2744057779892015,0.0001506024142373,UP
Acc3_brainstem_GLP_1,3,brainstem,GLP_1,GSE244607,gene_name,Wnk1,WNK1,-0.2190985018871129,0.0001540060804121,DOWN
Acc3_brainstem_GLP_1,3,brainstem,GLP_1,GSE244607,gene_name,Plekhf1,PLEKHF1,0.5258417507016953,0.0001652435298019,UP
Acc3_brainstem_GLP_1,3,brainstem,GLP_1,GSE244607,gene_name,Gatad2b,GATAD2B,-0.2088927515112289,0.0001652435298019,DOWN
Acc3_brainstem_GLP_1,3,brainstem,GLP_1,GSE244607,gene_name,Rsrp1,RSRP1,0.2376086851858756,0.0001676389776871,UP
Acc3_brainstem_GLP_1,3,brainstem,GLP_1,GSE244607,gene_name,Matk,MATK,0.2712908808933019,0.0001676873774458,UP
Acc3_brainstem_GLP_1,3,brainstem,GLP_1,GSE244607,gene_name,Inka2,INKA2,-0.4179775089322493,0.0001677059160756,DOWN
Acc3_brainstem_GLP_1,3,brainstem,GLP_1,GSE244607,gene_name,Rpl13,RPL13,0.2310625544713161,0.0001705913413441,UP
Acc3_brainstem_GLP_1,3,brainstem,GLP_1,GSE244607,gene_name,Eps15,EPS15,-0.2581106392578055,0.00017074606875,DOWN
Acc3_brainstem_GLP_1,3,brainstem,GLP_1,GSE244607,gene_name,Rnf141,RNF141,-0.2771539467966397,0.0001709199048581,DOWN
Acc3_brainstem_GLP_1,3,brainstem,GLP_1,GSE244607,gene_name,Etl4,ETL4,-0.3886949958053339,0.0001709862328487,DOWN
