gene_symbol,n_groups,predominant_direction,n_up,n_down,mean_log2FC,groups
Gm13889,3,UP,3,0,1.7065786916624617,Acc5_nts_IP118_PY115;Acc6_mbh_AC3174;Acc6_mbh_COMBO
Baz1b,3,UP,3,0,1.584431199159097,Acc6_mbh_AC3174;Acc6_mbh_AC710222;Acc6_mbh_COMBO
Hif3a,3,UP,3,0,1.2185459234642078,Acc5_arc_IP118_PY115;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Loc115490443,3,UP,2,1,0.37517298125009785,Acc8_frontalcortex_ST_A_Ex_KD;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Gm15421,3,DOWN,1,2,-0.3288671119559133,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD;Acc8_hippocampus_YA_Ex
Ifit1,3,DOWN,1,2,-0.3387970813873418,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD;Acc8_hypothalamus_LT_A_Ex
Hspa1b,3,DOWN,0,3,-1.43780722825737,Acc3_brainstem_GLP_1;Acc3_hypothalamus_GLP_1_MK_801;Acc3_hypothalamus_conjugate_2
Elmod3,3,DOWN,0,3,-1.7684383402113648,Acc6_mbh_AC3174;Acc6_mbh_AC710222;Acc6_mbh_COMBO
Ripk4,2,UP,2,0,20.479927380876333,Acc6_dvc_AC710222;Acc6_dvc_COMBO
Ppp1r17,2,UP,2,0,11.200549192908607,Acc6_dvc_AC3174;Acc6_dvc_COMBO
Srpk3,2,UP,2,0,11.054129135403402,Acc6_mbh_AC710222;Acc6_mbh_COMBO
Slc10a7,2,UP,2,0,10.875839706869156,Acc6_mbh_AC3174;Acc6_mbh_COMBO
Gpr179,2,UP,2,0,10.756658898805533,Acc6_mbh_AC3174;Acc6_mbh_AC710222
Slc26a6,2,UP,2,0,10.67623119604275,Acc6_mbh_AC3174;Acc6_mbh_COMBO
Ctf1,2,UP,2,0,10.530920676811945,Acc6_mbh_AC3174;Acc6_mbh_COMBO
Kcng1,2,UP,2,0,10.495388041603405,Acc6_mbh_AC3174;Acc6_mbh_COMBO
Pde3a,2,UP,2,0,10.27189104156934,Acc6_mbh_AC3174;Acc6_mbh_COMBO
Vsir,2,UP,2,0,10.23403402781123,Acc6_mbh_AC3174;Acc6_mbh_AC710222
Ankrd23,2,UP,2,0,10.208040961690168,Acc6_mbh_AC710222;Acc6_mbh_COMBO
Gm12144,2,UP,2,0,9.992370468830805,Acc6_mbh_AC3174;Acc6_mbh_COMBO
F11r,2,UP,2,0,9.888863559913142,Acc6_mbh_AC710222;Acc6_mbh_COMBO
Slc35d3,2,UP,2,0,9.871345149524483,Acc6_mbh_AC710222;Acc6_mbh_COMBO
Plekhh2,2,UP,2,0,9.47626908750431,Acc6_mbh_AC710222;Acc6_mbh_COMBO
Fmnl3,2,UP,2,0,9.294806237303957,Acc6_mbh_AC710222;Acc6_mbh_COMBO
Zfp52,2,UP,2,0,8.925309889508219,Acc6_mbh_AC710222;Acc6_mbh_COMBO
Adra2c,2,UP,2,0,8.620951497326477,Acc6_mbh_AC3174;Acc6_mbh_COMBO
9130221h12rik,2,UP,2,0,8.584349480447152,Acc6_mbh_AC3174;Acc6_mbh_COMBO
Fam241a,2,UP,2,0,8.025085855985298,Acc6_mbh_AC710222;Acc6_mbh_COMBO
Fnip2,2,UP,2,0,6.821582101549018,Acc6_mbh_AC3174;Acc6_mbh_COMBO
Slc10a4-ps,2,UP,2,0,6.78320184433287,Acc6_dvc_AC3174;Acc6_dvc_AC710222
Il12rb2,2,UP,2,0,6.691918275430423,Acc6_mbh_AC3174;Acc6_mbh_COMBO
Irx5,2,UP,2,0,6.563166796753817,Acc6_mbh_AC3174;Acc6_mbh_COMBO
Lgi2,2,UP,2,0,6.013491260940841,Acc6_mbh_AC3174;Acc6_mbh_AC710222
Tbx19,2,UP,2,0,5.854567450464427,Acc6_mbh_AC710222;Acc6_mbh_COMBO
Slc22a15,2,UP,2,0,5.606325886965858,Acc6_mbh_AC710222;Acc6_mbh_COMBO
Creb3l1,2,UP,2,0,5.446852282270479,Acc6_mbh_AC3174;Acc6_mbh_COMBO
Insm2,2,UP,2,0,4.950457217922953,Acc6_mbh_COMBO;Acc8_hippocampus_ST_A_Ex_KD
Mrs2,2,UP,2,0,4.914029869383236,Acc6_mbh_AC3174;Acc6_mbh_COMBO
Uncx,2,UP,2,0,4.5454935969389325,Acc6_mbh_AC3174;Acc6_mbh_COMBO
Sgpp1,2,UP,2,0,4.507490892206924,Acc6_mbh_AC3174;Acc6_mbh_COMBO
Tmem266,2,UP,2,0,4.47844538378483,Acc6_dvc_AC710222;Acc6_dvc_COMBO
Fbxo32,2,UP,2,0,4.158414905648476,Acc6_mbh_AC3174;Acc6_mbh_COMBO
Cep57l1,2,UP,2,0,4.133442486343693,Acc6_mbh_AC3174;Acc6_mbh_COMBO
Jund,2,UP,2,0,3.928290698391218,Acc6_mbh_AC3174;Acc6_mbh_COMBO
Fam43b,2,UP,2,0,3.6986458209640842,Acc6_mbh_AC3174;Acc6_mbh_COMBO
Anxa4,2,UP,2,0,3.5595402216389007,Acc6_mbh_AC3174;Acc6_mbh_COMBO
Tlnrd1,2,UP,2,0,3.3180861479222794,Acc6_mbh_AC3174;Acc6_mbh_COMBO
Bod1,2,UP,2,0,3.2815744305061783,Acc6_mbh_AC3174;Acc6_mbh_COMBO
Ap1ar,2,UP,2,0,3.108519224113414,Acc6_mbh_AC3174;Acc6_mbh_COMBO
Nsmce4a,2,UP,2,0,3.0593483060661826,Acc6_mbh_AC3174;Acc6_mbh_COMBO
Habp4,2,UP,2,0,3.0588917858802067,Acc6_mbh_AC3174;Acc6_mbh_COMBO
Taf10,2,UP,2,0,2.9908131205767496,Acc6_mbh_AC3174;Acc6_mbh_COMBO
Hnrnpab,2,UP,2,0,2.950334838807856,Acc6_mbh_AC3174;Acc6_mbh_COMBO
Plcg1,2,UP,2,0,2.808043944153966,Acc6_mbh_AC3174;Acc6_mbh_COMBO
Ptov1,2,UP,2,0,2.7967685847493313,Acc6_mbh_AC3174;Acc6_mbh_COMBO
Odc1,2,UP,2,0,2.739734226021773,Acc6_mbh_AC3174;Acc6_mbh_COMBO
Bag1,2,UP,2,0,2.7151364045329167,Acc6_mbh_AC3174;Acc6_mbh_COMBO
Cdk16,2,UP,2,0,2.684821147972282,Acc6_mbh_AC3174;Acc6_mbh_COMBO
Fkbp5,2,UP,2,0,2.6404933363718692,Acc6_mbh_AC3174;Acc6_mbh_COMBO
Bean1,2,UP,2,0,2.6269561102276526,Acc6_mbh_AC3174;Acc6_mbh_COMBO
Efhd2,2,UP,2,0,2.4775855058637695,Acc6_mbh_AC3174;Acc6_mbh_COMBO
Dtx1,2,UP,2,0,2.4628266878840614,Acc6_mbh_AC3174;Acc6_mbh_COMBO
Bc1,2,UP,2,0,2.4613442455345727,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Gm39642,2,UP,2,0,2.443118419158399,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Rab24,2,UP,2,0,2.4118478325108295,Acc6_mbh_AC3174;Acc6_mbh_COMBO
Nanos1,2,UP,2,0,2.408618413518064,Acc6_mbh_AC3174;Acc6_mbh_COMBO
Gm33763,2,UP,2,0,2.347112975960891,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Gm52502,2,UP,2,0,2.315620181124813,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Brap,2,UP,2,0,2.2932012429183297,Acc6_mbh_AC3174;Acc6_mbh_COMBO
Fyn,2,UP,2,0,2.260464333866312,Acc6_mbh_AC3174;Acc6_mbh_COMBO
Glrx5,2,UP,2,0,2.238315240198302,Acc6_mbh_AC3174;Acc6_mbh_COMBO
Chka,2,UP,2,0,2.2051057537931635,Acc6_mbh_AC3174;Acc6_mbh_COMBO
Neurl1a,2,UP,2,0,2.202023453518989,Acc6_mbh_AC710222;Acc6_mbh_COMBO
Rfxap,2,UP,2,0,2.0893362278160117,Acc6_mbh_AC3174;Acc6_mbh_COMBO
Tmem65,2,UP,2,0,2.081729933203748,Acc6_mbh_AC3174;Acc6_mbh_COMBO
Dcaf10,2,UP,2,0,2.0167028219829914,Acc6_mbh_AC3174;Acc6_mbh_COMBO
Glud1,2,UP,2,0,1.9734402321355589,Acc6_mbh_AC3174;Acc6_mbh_COMBO
Rn7sk,2,UP,2,0,1.9406129619723025,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Tprg1l,2,UP,2,0,1.9193584729793054,Acc6_mbh_AC3174;Acc6_mbh_COMBO
Cnksr2,2,UP,2,0,1.8917802679586322,Acc6_mbh_AC3174;Acc6_mbh_COMBO
Cdk17,2,UP,2,0,1.885674951169933,Acc6_mbh_AC3174;Acc6_mbh_COMBO
Gm39450,2,UP,2,0,1.8535514106238014,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Gm46060,2,UP,2,0,1.813722335963015,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Sh3gl3,2,UP,2,0,1.8103858338591534,Acc6_mbh_AC3174;Acc6_mbh_COMBO
Oprm1,2,UP,2,0,1.801951596893448,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Mapk1,2,UP,2,0,1.798149206154873,Acc6_mbh_AC3174;Acc6_mbh_COMBO
Rap1b,2,UP,2,0,1.7923301187340488,Acc6_mbh_AC3174;Acc6_mbh_COMBO
Gm12227,2,UP,2,0,1.788463337674064,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Hras,2,UP,2,0,1.7856787053868848,Acc6_mbh_AC3174;Acc6_mbh_COMBO
Gm45998,2,UP,2,0,1.7751913548352798,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Prkar2b,2,UP,2,0,1.765598981397003,Acc6_mbh_AC3174;Acc6_mbh_COMBO
9030607l20rik,2,UP,2,0,1.753398999615933,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Ptgs2,2,UP,2,0,1.731020613419362,Acc5_nts_IP118_PY115;Acc8_hypothalamus_LT_A_Ex
Cmas,2,UP,2,0,1.729884312168466,Acc6_mbh_AC3174;Acc6_mbh_COMBO
Gm39443,2,UP,2,0,1.7220279144725201,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Hace1,2,UP,2,0,1.7208327183597534,Acc6_mbh_AC3174;Acc6_mbh_COMBO
Klhdc2,2,UP,2,0,1.6924824159105776,Acc6_mbh_AC3174;Acc6_mbh_COMBO
Gm32896,2,UP,2,0,1.6839863293326185,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Loc115488769,2,UP,2,0,1.6596298245467023,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Gm34755,2,UP,2,0,1.6559974596023368,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Wsb2,2,UP,2,0,1.6550373282684911,Acc6_mbh_AC3174;Acc6_mbh_COMBO
Gm31725,2,UP,2,0,1.6353865823449933,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Gm38900,2,UP,2,0,1.6333871202254373,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Gm33851,2,UP,2,0,1.6210372882438318,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Dusp9,2,UP,2,0,1.6115727397823645,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Loc118567333,2,UP,2,0,1.6113348172540092,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Lnpep,2,UP,2,0,1.5669607969357409,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Slmap,2,UP,2,0,1.5600043270033324,Acc6_mbh_AC3174;Acc6_mbh_COMBO
Cyrib,2,UP,2,0,1.5558204184941942,Acc6_mbh_AC3174;Acc6_mbh_COMBO
Ppm1b,2,UP,2,0,1.5502076364164616,Acc6_mbh_AC3174;Acc6_mbh_COMBO
Cox7a1,2,UP,2,0,1.5434186603375908,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
A730063m14rik,2,UP,2,0,1.534077730806247,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Gm46287,2,UP,2,0,1.5269261208388436,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Gm36198,2,UP,2,0,1.5263835542872597,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Gm14377,2,UP,2,0,1.5067310168471426,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Pnrc1,2,UP,2,0,1.4876259967702286,Acc6_mbh_AC3174;Acc6_mbh_COMBO
Gng13,2,UP,2,0,1.4491375630049286,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Pet117,2,UP,2,0,1.4457288654829312,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Pisd-ps1,2,UP,2,0,1.423255730217936,Acc6_mbh_AC3174;Acc6_mbh_COMBO
C030034l19rik,2,UP,2,0,1.4092583673329497,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Gm31291,2,UP,2,0,1.406685689122006,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Nadk2,2,UP,2,0,1.4025837598452706,Acc6_dvc_AC3174;Acc6_dvc_COMBO
Tomm7,2,UP,2,0,1.3835020192322838,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Gm5914,2,UP,2,0,1.3806651912180883,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
4931408d14rik,2,UP,2,0,1.373501192667053,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Nptx2,2,UP,2,0,1.3635212857661205,Acc5_nts_IP118_PY115;Acc5_pvn_IP118_PY115
Zbed6,2,UP,2,0,1.3528095637651913,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
A230051n06rik,2,UP,2,0,1.3319247696937557,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Gm31623,2,UP,2,0,1.3318758640106858,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Loc118567533,2,UP,2,0,1.320538434774917,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Gm52430,2,UP,2,0,1.319737101017909,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Mt3,2,UP,2,0,1.3111934799768936,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Gm32960,2,UP,2,0,1.3020766505880759,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
4933426b08rik,2,UP,2,0,1.2979194691362794,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Klk13,2,UP,2,0,1.2876842392448768,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Mxd4,2,UP,2,0,1.2875117835874865,Acc6_mbh_AC3174;Acc6_mbh_COMBO
Gm13404,2,UP,2,0,1.2664842253879232,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Gm33449,2,UP,2,0,1.26154775255173,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Tceal5,2,UP,2,0,1.256619674406783,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Gm42378,2,UP,2,0,1.2545895821278088,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Loc115488765,2,UP,2,0,1.244472052313163,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Mt2,2,UP,2,0,1.2394967665451102,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Snrpf,2,UP,2,0,1.2355647558812648,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Brwd1,2,UP,2,0,1.2304322081329067,Acc6_mbh_AC3174;Acc6_mbh_COMBO
Rps21,2,UP,2,0,1.2298981779844373,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Loc118567400,2,UP,2,0,1.2190542476996882,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Cox5b,2,UP,2,0,1.2187378851937463,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
A330015k06rik,2,UP,2,0,1.2058157585542748,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Mef2d,2,UP,2,0,1.2042498126750745,Acc6_mbh_AC3174;Acc6_mbh_COMBO
Rpl38,2,UP,2,0,1.190200336505455,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Ndufb1,2,UP,2,0,1.185888113775385,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Loc118568383,2,UP,2,0,1.180879612242757,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Kctd3,2,UP,2,0,1.1774949752786157,Acc6_mbh_AC3174;Acc6_mbh_COMBO
Zbtb16,2,UP,2,0,1.1717048643315429,Acc5_arc_IP118_PY115;Acc5_pvn_IP118_PY115
Uqcr11,2,UP,2,0,1.1642878345935128,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Gm34375,2,UP,2,0,1.1641792399836026,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Romo1,2,UP,2,0,1.1545899913810098,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Gm32768,2,UP,2,0,1.1497731915814415,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Nudt3,2,UP,2,0,1.1404534696313307,Acc6_mbh_AC3174;Acc6_mbh_COMBO
Lsm7,2,UP,2,0,1.1390395912983053,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Atp2c2,2,UP,2,0,1.1267221700715455,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Ndufs6,2,UP,2,0,1.1196503773452469,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Wnt9a,2,UP,2,0,1.1148394522131837,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Snhg8,2,UP,2,0,1.1126132730738916,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Snhg10,2,UP,2,0,1.089830499471719,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Smc2os,2,UP,2,0,1.0859509109726404,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
