Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Database
GO_Biological_Process_2023,Negative Regulation Of RIG-I Signaling Pathway (GO:0039536),2/6,0.4384689330583485,0.8986311981042634,0,0,1.5971260750996434,1.3167766543488209,RNF125;GPATCH3,GO_Biological_Process_2023
GO_Biological_Process_2023,Negative Regulation Of T-helper 17 Type Immune Response (GO:2000317),2/6,0.4384689330583485,0.8986311981042634,0,0,1.5971260750996434,1.3167766543488209,RC3H1;RC3H2,GO_Biological_Process_2023
GO_Biological_Process_2023,Negative Regulation Of Cardiocyte Differentiation (GO:1905208),2/6,0.4384689330583485,0.8986311981042634,0,0,1.5971260750996434,1.3167766543488209,FRS2;SOX6,GO_Biological_Process_2023
GO_Biological_Process_2023,Negative Regulation Of Centriole Replication (GO:0046600),2/6,0.4384689330583485,0.8986311981042634,0,0,1.5971260750996434,1.3167766543488209,KAT2B;RBM14,GO_Biological_Process_2023
GO_Biological_Process_2023,Negative Regulation Of Double-Strand Break Repair Via Nonhomologous End Joining (GO:2001033),2/6,0.4384689330583485,0.8986311981042634,0,0,1.5971260750996434,1.3167766543488209,TFIP11;NUDT16L1,GO_Biological_Process_2023
GO_Biological_Process_2023,Negative Regulation Of Oligodendrocyte Differentiation (GO:0048715),2/6,0.4384689330583485,0.8986311981042634,0,0,1.5971260750996434,1.3167766543488209,NOTCH1;NF1,GO_Biological_Process_2023
GO_Biological_Process_2023,Negative Regulation Of Retinoic Acid Receptor Signaling Pathway (GO:0048387),2/6,0.4384689330583485,0.8986311981042634,0,0,1.5971260750996434,1.3167766543488209,CNOT1;EZH2,GO_Biological_Process_2023
GO_Biological_Process_2023,Negative Regulation Of Stress-Activated Protein Kinase Signaling Cascade (GO:0070303),2/6,0.4384689330583485,0.8986311981042634,0,0,1.5971260750996434,1.3167766543488209,PPIA;FOXO1,GO_Biological_Process_2023
GO_Biological_Process_2023,Negative Regulation Of Telomere Capping (GO:1904354),2/6,0.4384689330583485,0.8986311981042634,0,0,1.5971260750996434,1.3167766543488209,ERCC1;NBN,GO_Biological_Process_2023
GO_Biological_Process_2023,"Neurotransmitter Receptor Transport, Endosome To Postsynaptic Membrane (GO:0098887)",2/6,0.4384689330583485,0.8986311981042634,0,0,1.5971260750996434,1.3167766543488209,GRIPAP1;NCOA2,GO_Biological_Process_2023
GO_Biological_Process_2023,"Nuclear-Transcribed mRNA Catabolic Process, Deadenylation-Independent Decay (GO:0031086)",2/6,0.4384689330583485,0.8986311981042634,0,0,1.5971260750996434,1.3167766543488209,PNRC2;ZFP36L1,GO_Biological_Process_2023
GO_Biological_Process_2023,Nucleoside Diphosphate Catabolic Process (GO:0009134),2/6,0.4384689330583485,0.8986311981042634,0,0,1.5971260750996434,1.3167766543488209,ENTPD3;NUDT5,GO_Biological_Process_2023
GO_Biological_Process_2023,Pharyngeal Arch Artery Morphogenesis (GO:0061626),2/6,0.4384689330583485,0.8986311981042634,0,0,1.5971260750996434,1.3167766543488209,BMPR2;BMPR1A,GO_Biological_Process_2023
GO_Biological_Process_2023,Pituitary Gland Development (GO:0021983),2/6,0.4384689330583485,0.8986311981042634,0,0,1.5971260750996434,1.3167766543488209,SOX2;SALL1,GO_Biological_Process_2023
GO_Biological_Process_2023,Placenta Blood Vessel Development (GO:0060674),2/6,0.4384689330583485,0.8986311981042634,0,0,1.5971260750996434,1.3167766543488209,ITGB8;RBPJ,GO_Biological_Process_2023
GO_Biological_Process_2023,Podocyte Development (GO:0072015),2/6,0.4384689330583485,0.8986311981042634,0,0,1.5971260750996434,1.3167766543488209,MYO1E;MAGI2,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of RNA Binding (GO:1905216),2/6,0.4384689330583485,0.8986311981042634,0,0,1.5971260750996434,1.3167766543488209,FMR1;LARP6,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Blood Circulation (GO:1903524),2/6,0.4384689330583485,0.8986311981042634,0,0,1.5971260750996434,1.3167766543488209,GSK3A;APLN,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Fibroblast Apoptotic Process (GO:2000271),2/6,0.4384689330583485,0.8986311981042634,0,0,1.5971260750996434,1.3167766543488209,STK17B;PRDM11,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Immune Response To Tumor Cell (GO:0002839),2/6,0.4384689330583485,0.8986311981042634,0,0,1.5971260750996434,1.3167766543488209,GSDME;HSPD1,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Kidney Development (GO:0090184),2/6,0.4384689330583485,0.8986311981042634,0,0,1.5971260750996434,1.3167766543488209,PPP3CA;SOX9,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Lamellipodium Morphogenesis (GO:2000394),2/6,0.4384689330583485,0.8986311981042634,0,0,1.5971260750996434,1.3167766543488209,CORO1B;CORO1C,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of mRNA Binding (GO:1902416),2/6,0.4384689330583485,0.8986311981042634,0,0,1.5971260750996434,1.3167766543488209,FMR1;LARP6,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Neurotransmitter Secretion (GO:0001956),2/6,0.4384689330583485,0.8986311981042634,0,0,1.5971260750996434,1.3167766543488209,SLC4A8;NLGN1,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Protein Localization To Centrosome (GO:1904781),2/6,0.4384689330583485,0.8986311981042634,0,0,1.5971260750996434,1.3167766543488209,GSK3B;BICD1,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Steroid Metabolic Process (GO:0045940),2/6,0.4384689330583485,0.8986311981042634,0,0,1.5971260750996434,1.3167766543488209,STARD4;APOE,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Triglyceride Catabolic Process (GO:0010898),2/6,0.4384689330583485,0.8986311981042634,0,0,1.5971260750996434,1.3167766543488209,ABHD5;PNPLA2,GO_Biological_Process_2023
GO_Biological_Process_2023,Protein Catabolic Process In The Vacuole (GO:0007039),2/6,0.4384689330583485,0.8986311981042634,0,0,1.5971260750996434,1.3167766543488209,LAMP2;TCIRG1,GO_Biological_Process_2023
GO_Biological_Process_2023,Protein Localization To Ciliary Membrane (GO:1903441),2/6,0.4384689330583485,0.8986311981042634,0,0,1.5971260750996434,1.3167766543488209,RABEP1;ARL3,GO_Biological_Process_2023
GO_Biological_Process_2023,protein-DNA Covalent Cross-Linking Repair (GO:0106300),2/6,0.4384689330583485,0.8986311981042634,0,0,1.5971260750996434,1.3167766543488209,VCPIP1;TEX264,GO_Biological_Process_2023
GO_Biological_Process_2023,rDNA Heterochromatin Formation (GO:0000183),2/6,0.4384689330583485,0.8986311981042634,0,0,1.5971260750996434,1.3167766543488209,SIRT1;SIRT2,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of I-kappaB Phosphorylation (GO:1903719),2/6,0.4384689330583485,0.8986311981042634,0,0,1.5971260750996434,1.3167766543488209,CX3CR1;DDRGK1,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of NK T Cell Proliferation (GO:0051140),2/6,0.4384689330583485,0.8986311981042634,0,0,1.5971260750996434,1.3167766543488209,TYK2;JAK2,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Rab Protein Signal Transduction (GO:0032483),2/6,0.4384689330583485,0.8986311981042634,0,0,1.5971260750996434,1.3167766543488209,DENND4A;DENND4C,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of T Cell Mediated Immune Response To Tumor Cell (GO:0002840),2/6,0.4384689330583485,0.8986311981042634,0,0,1.5971260750996434,1.3167766543488209,HMGB1;HSPD1,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Aldosterone Biosynthetic Process (GO:0032347),2/6,0.4384689330583485,0.8986311981042634,0,0,1.5971260750996434,1.3167766543488209,CLCN2;WNT4,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Anion Channel Activity (GO:0010359),2/6,0.4384689330583485,0.8986311981042634,0,0,1.5971260750996434,1.3167766543488209,GRM5;GOPC,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Atrial Cardiac Muscle Cell Membrane Repolarization (GO:0060372),2/6,0.4384689330583485,0.8986311981042634,0,0,1.5971260750996434,1.3167766543488209,FLNA;KCNA5,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Axon Guidance (GO:1902667),2/6,0.4384689330583485,0.8986311981042634,0,0,1.5971260750996434,1.3167766543488209,TUBB2B;VEGFA,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Cardiac Muscle Hypertrophy In Response To Stress (GO:1903242),2/6,0.4384689330583485,0.8986311981042634,0,0,1.5971260750996434,1.3167766543488209,LMNA;FOXO1,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Collagen Fibril Organization (GO:1904026),2/6,0.4384689330583485,0.8986311981042634,0,0,1.5971260750996434,1.3167766543488209,RB1;TNXB,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Extracellular Matrix Assembly (GO:1901201),2/6,0.4384689330583485,0.8986311981042634,0,0,1.5971260750996434,1.3167766543488209,NOTCH1;RGCC,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Growth Hormone Secretion (GO:0060123),2/6,0.4384689330583485,0.8986311981042634,0,0,1.5971260750996434,1.3167766543488209,SELENOT;DRD2,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Lens Fiber Cell Differentiation (GO:1902746),2/6,0.4384689330583485,0.8986311981042634,0,0,1.5971260750996434,1.3167766543488209,SPRED2;SPRED1,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Male Gonad Development (GO:2000018),2/6,0.4384689330583485,0.8986311981042634,0,0,1.5971260750996434,1.3167766543488209,SOX9;WNT4,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Metallopeptidase Activity (GO:1905048),2/6,0.4384689330583485,0.8986311981042634,0,0,1.5971260750996434,1.3167766543488209,LRP1;DDRGK1,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Microglial Cell Migration (GO:1904139),2/6,0.4384689330583485,0.8986311981042634,0,0,1.5971260750996434,1.3167766543488209,CX3CR1;P2RY12,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Myosin-Light-Chain-Phosphatase Activity (GO:0035507),2/6,0.4384689330583485,0.8986311981042634,0,0,1.5971260750996434,1.3167766543488209,ROCK1;ROCK2,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Nuclease Activity (GO:0032069),2/6,0.4384689330583485,0.8986311981042634,0,0,1.5971260750996434,1.3167766543488209,OAS2;PDE3A,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Saliva Secretion (GO:0046877),2/6,0.4384689330583485,0.8986311981042634,0,0,1.5971260750996434,1.3167766543488209,PPP3CA;FGF10,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Systemic Arterial Blood Pressure By Renin-Angiotensin (GO:0003081),2/6,0.4384689330583485,0.8986311981042634,0,0,1.5971260750996434,1.3167766543488209,ENPEP;AGT,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Toll-Like Receptor 7 Signaling Pathway (GO:0034155),2/6,0.4384689330583485,0.8986311981042634,0,0,1.5971260750996434,1.3167766543488209,RSAD2;SLC15A4,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Transforming Growth Factor Beta1 Production (GO:0032908),2/6,0.4384689330583485,0.8986311981042634,0,0,1.5971260750996434,1.3167766543488209,LAPTM4B;TYROBP,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Transforming Growth Factor Beta2 Production (GO:0032909),2/6,0.4384689330583485,0.8986311981042634,0,0,1.5971260750996434,1.3167766543488209,SMAD4;HIF1A,GO_Biological_Process_2023
GO_Biological_Process_2023,Release Of Sequestered Calcium Ion Into Cytosol By Sarcoplasmic Reticulum (GO:0014808),2/6,0.4384689330583485,0.8986311981042634,0,0,1.5971260750996434,1.3167766543488209,CCR5;NOL3,GO_Biological_Process_2023
GO_Biological_Process_2023,Response To Alkaloid (GO:0043279),2/6,0.4384689330583485,0.8986311981042634,0,0,1.5971260750996434,1.3167766543488209,HTR1B;DRD2,GO_Biological_Process_2023
GO_Biological_Process_2023,Ribosomal Large Subunit Export From Nucleus (GO:0000055),2/6,0.4384689330583485,0.8986311981042634,0,0,1.5971260750996434,1.3167766543488209,XPO1;NUP88,GO_Biological_Process_2023
GO_Biological_Process_2023,Ribosome-Associated Ubiquitin-Dependent Protein Catabolic Process (GO:1990116),2/6,0.4384689330583485,0.8986311981042634,0,0,1.5971260750996434,1.3167766543488209,LTN1;ASCC3,GO_Biological_Process_2023
GO_Biological_Process_2023,Short-Chain Fatty Acid Metabolic Process (GO:0046459),2/6,0.4384689330583485,0.8986311981042634,0,0,1.5971260750996434,1.3167766543488209,MCEE;CRAT,GO_Biological_Process_2023
GO_Biological_Process_2023,Synaptic Vesicle Budding From Presynaptic Endocytic Zone Membrane (GO:0016185),2/6,0.4384689330583485,0.8986311981042634,0,0,1.5971260750996434,1.3167766543488209,SNAP91;PICALM,GO_Biological_Process_2023
GO_Biological_Process_2023,tRNA 3'-End Processing (GO:0042780),2/6,0.4384689330583485,0.8986311981042634,0,0,1.5971260750996434,1.3167766543488209,TRNT1;HSD17B10,GO_Biological_Process_2023
GO_Biological_Process_2023,Transepithelial Chloride Transport (GO:0030321),2/6,0.4384689330583485,0.8986311981042634,0,0,1.5971260750996434,1.3167766543488209,OSTM1;SLC26A6,GO_Biological_Process_2023
GO_Biological_Process_2023,Vesicle Fusion With Golgi Apparatus (GO:0048280),2/6,0.4384689330583485,0.8986311981042634,0,0,1.5971260750996434,1.3167766543488209,YIPF5;VTI1B,GO_Biological_Process_2023
GO_Biological_Process_2023,CRD-mediated mRNA Stabilization (GO:0070934),3/10,0.4394949853972926,0.8986311981042634,0,0,1.3689826748995864,1.125480318806744,SYNCRIP;PABPC1;PAIP1,GO_Biological_Process_2023
GO_Biological_Process_2023,Notch Signaling Involved In Heart Development (GO:0061314),3/10,0.4394949853972926,0.8986311981042634,0,0,1.3689826748995864,1.125480318806744,NOTCH2;NOTCH1;RBPJ,GO_Biological_Process_2023
GO_Biological_Process_2023,TORC1 Signaling (GO:0038202),3/10,0.4394949853972926,0.8986311981042634,0,0,1.3689826748995864,1.125480318806744,LAMTOR2;LAMTOR4;MTOR,GO_Biological_Process_2023
GO_Biological_Process_2023,Angiogenesis Involved In Wound Healing (GO:0060055),3/10,0.4394949853972926,0.8986311981042634,0,0,1.3689826748995864,1.125480318806744,MCAM;KDR;VEGFA,GO_Biological_Process_2023
GO_Biological_Process_2023,Arginine Metabolic Process (GO:0006525),3/10,0.4394949853972926,0.8986311981042634,0,0,1.3689826748995864,1.125480318806744,DDAH1;DDAH2;NOS1,GO_Biological_Process_2023
GO_Biological_Process_2023,Atrial Septum Morphogenesis (GO:0060413),3/10,0.4394949853972926,0.8986311981042634,0,0,1.3689826748995864,1.125480318806744,NOTCH2;BMPR2;ZFPM1,GO_Biological_Process_2023
GO_Biological_Process_2023,Basement Membrane Organization (GO:0071711),3/10,0.4394949853972926,0.8986311981042634,0,0,1.3689826748995864,1.125480318806744,RAMP2;PXDN;MLF2,GO_Biological_Process_2023
GO_Biological_Process_2023,Cardiac Muscle Cell Membrane Repolarization (GO:0099622),3/10,0.4394949853972926,0.8986311981042634,0,0,1.3689826748995864,1.125480318806744,KCNH2;YWHAE;KCNJ3,GO_Biological_Process_2023
GO_Biological_Process_2023,Cellular Response To Forskolin (GO:1904322),3/10,0.4394949853972926,0.8986311981042634,0,0,1.3689826748995864,1.125480318806744,CREB1;GNAI1;ADCY5,GO_Biological_Process_2023
GO_Biological_Process_2023,Coenzyme A Biosynthetic Process (GO:0015937),3/10,0.4394949853972926,0.8986311981042634,0,0,1.3689826748995864,1.125480318806744,SLC25A16;PANK3;DCAKD,GO_Biological_Process_2023
GO_Biological_Process_2023,Copper Ion Transport (GO:0006825),3/10,0.4394949853972926,0.8986311981042634,0,0,1.3689826748995864,1.125480318806744,STEAP3;COX17;CUTC,GO_Biological_Process_2023
GO_Biological_Process_2023,Diol Metabolic Process (GO:0034311),3/10,0.4394949853972926,0.8986311981042634,0,0,1.3689826748995864,1.125480318806744,SGPP2;PLPP1;SGPP1,GO_Biological_Process_2023
GO_Biological_Process_2023,Engulfment Of Apoptotic Cell (GO:0043652),3/10,0.4394949853972926,0.8986311981042634,0,0,1.3689826748995864,1.125480318806744,XKR8;MEGF10;RAC3,GO_Biological_Process_2023
GO_Biological_Process_2023,Establishment Of Epithelial Cell Apical/Basal Polarity (GO:0045198),3/10,0.4394949853972926,0.8986311981042634,0,0,1.3689826748995864,1.125480318806744,RAP2A;EZR;MYO9A,GO_Biological_Process_2023
GO_Biological_Process_2023,Formation Of Extrachromosomal Circular DNA (GO:0001325),3/10,0.4394949853972926,0.8986311981042634,0,0,1.3689826748995864,1.125480318806744,SMARCAL1;ERCC1;NBN,GO_Biological_Process_2023
GO_Biological_Process_2023,Histone H3-K14 Acetylation (GO:0044154),3/10,0.4394949853972926,0.8986311981042634,0,0,1.3689826748995864,1.125480318806744,KAT2B;ZZZ3;SGF29,GO_Biological_Process_2023
GO_Biological_Process_2023,Insulin-Like Growth Factor Receptor Signaling Pathway (GO:0048009),3/10,0.4394949853972926,0.8986311981042634,0,0,1.3689826748995864,1.125480318806744,IRS1;PIK3R1;PLCB1,GO_Biological_Process_2023
GO_Biological_Process_2023,Mast Cell Activation Involved In Immune Response (GO:0002279),3/10,0.4394949853972926,0.8986311981042634,0,0,1.3689826748995864,1.125480318806744,NR4A3;KIT;S100A13,GO_Biological_Process_2023
GO_Biological_Process_2023,Mast Cell Degranulation (GO:0043303),3/10,0.4394949853972926,0.8986311981042634,0,0,1.3689826748995864,1.125480318806744,NR4A3;KIT;S100A13,GO_Biological_Process_2023
GO_Biological_Process_2023,Megakaryocyte Development (GO:0035855),3/10,0.4394949853972926,0.8986311981042634,0,0,1.3689826748995864,1.125480318806744,GP1BB;KIT;SH2B3,GO_Biological_Process_2023
GO_Biological_Process_2023,Mesonephros Development (GO:0001823),3/10,0.4394949853972926,0.8986311981042634,0,0,1.3689826748995864,1.125480318806744,ZBTB16;OXSR1;FGF10,GO_Biological_Process_2023
GO_Biological_Process_2023,Metanephric Mesenchyme Development (GO:0072075),3/10,0.4394949853972926,0.8986311981042634,0,0,1.3689826748995864,1.125480318806744,STAT1;OXSR1;WNT4,GO_Biological_Process_2023
GO_Biological_Process_2023,Microtubule Anchoring At Centrosome (GO:0034454),3/10,0.4394949853972926,0.8986311981042634,0,0,1.3689826748995864,1.125480318806744,CCDC120;DCTN1;KIF3A,GO_Biological_Process_2023
GO_Biological_Process_2023,Mitochondrial Respirasome Assembly (GO:0097250),3/10,0.4394949853972926,0.8986311981042634,0,0,1.3689826748995864,1.125480318806744,COX7A2;HIGD1A;HIGD1B,GO_Biological_Process_2023
GO_Biological_Process_2023,Mitotic G1/S Transition Checkpoint Signaling (GO:0044819),3/10,0.4394949853972926,0.8986311981042634,0,0,1.3689826748995864,1.125480318806744,WAC;RPS27L;FBXO31,GO_Biological_Process_2023
GO_Biological_Process_2023,Negative Regulation Of B Cell Proliferation (GO:0030889),3/10,0.4394949853972926,0.8986311981042634,0,0,1.3689826748995864,1.125480318806744,TYROBP;RC3H1;TNFRSF21,GO_Biological_Process_2023
GO_Biological_Process_2023,Negative Regulation Of T-helper Cell Differentiation (GO:0045623),3/10,0.4394949853972926,0.8986311981042634,0,0,1.3689826748995864,1.125480318806744,RC3H1;RC3H2;SOCS5,GO_Biological_Process_2023
GO_Biological_Process_2023,Negative Regulation Of Activin Receptor Signaling Pathway (GO:0032926),3/10,0.4394949853972926,0.8986311981042634,0,0,1.3689826748995864,1.125480318806744,SKI;MAGI2;LEMD3,GO_Biological_Process_2023
GO_Biological_Process_2023,Negative Regulation Of Alpha-Beta T Cell Activation (GO:0046636),3/10,0.4394949853972926,0.8986311981042634,0,0,1.3689826748995864,1.125480318806744,TWSG1;GLI3;VSIR,GO_Biological_Process_2023
GO_Biological_Process_2023,Negative Regulation Of Exocytosis (GO:0045920),3/10,0.4394949853972926,0.8986311981042634,0,0,1.3689826748995864,1.125480318806744,IL1RAPL1;STXBP6;SNCA,GO_Biological_Process_2023
GO_Biological_Process_2023,Negative Regulation Of Hemostasis (GO:1900047),3/10,0.4394949853972926,0.8986311981042634,0,0,1.3689826748995864,1.125480318806744,THBD;EDN1;APOE,GO_Biological_Process_2023
GO_Biological_Process_2023,Negative Regulation Of Hydrogen Peroxide-Induced Cell Death (GO:1903206),3/10,0.4394949853972926,0.8986311981042634,0,0,1.3689826748995864,1.125480318806744,LRRK2;PARK7;NFE2L2,GO_Biological_Process_2023
GO_Biological_Process_2023,Negative Regulation Of Interferon-Beta Production (GO:0032688),3/10,0.4394949853972926,0.8986311981042634,0,0,1.3689826748995864,1.125480318806744,MORC3;PPM1B;PTPRS,GO_Biological_Process_2023
GO_Biological_Process_2023,Negative Regulation Of Mitochondrial Outer Membrane Permeabilization Involved In Apoptotic Signaling Pathway (GO:1901029),3/10,0.4394949853972926,0.8986311981042634,0,0,1.3689826748995864,1.125480318806744,SLC25A5;SLC25A4;HSPA1A,GO_Biological_Process_2023
GO_Biological_Process_2023,Negative Regulation Of Pathway-Restricted SMAD Protein Phosphorylation (GO:0060394),3/10,0.4394949853972926,0.8986311981042634,0,0,1.3689826748995864,1.125480318806744,LRP1;PMEPA1;LDLRAD4,GO_Biological_Process_2023
GO_Biological_Process_2023,Negative Regulation Of Vascular Endothelial Growth Factor Receptor Signaling Pathway (GO:0030948),3/10,0.4394949853972926,0.8986311981042634,0,0,1.3689826748995864,1.125480318806744,PTPN1;HGS;NEDD4,GO_Biological_Process_2023
GO_Biological_Process_2023,Nucleoside Triphosphate Metabolic Process (GO:0009141),3/10,0.4394949853972926,0.8986311981042634,0,0,1.3689826748995864,1.125480318806744,NME2;AK4;DCTPP1,GO_Biological_Process_2023
GO_Biological_Process_2023,Peptidyl-Proline Hydroxylation (GO:0019511),3/10,0.4394949853972926,0.8986311981042634,0,0,1.3689826748995864,1.125480318806744,P4HA1;P4HA2;OGFOD1,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of B Cell Differentiation (GO:0045579),3/10,0.4394949853972926,0.8986311981042634,0,0,1.3689826748995864,1.125480318806744,XBP1;PPP2R3C;INPP5D,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of DNA Methylation-Dependent Heterochromatin Formation (GO:0090309),3/10,0.4394949853972926,0.8986311981042634,0,0,1.3689826748995864,1.125480318806744,TRIM28;TASOR;RESF1,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of DNA-templated DNA Replication (GO:2000105),3/10,0.4394949853972926,0.8986311981042634,0,0,1.3689826748995864,1.125480318806744,DBF4;WIZ;CDC7,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Actin Filament Depolymerization (GO:0030836),3/10,0.4394949853972926,0.8986311981042634,0,0,1.3689826748995864,1.125480318806744,SEMA5A;CARMIL1;CFL2,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Attachment Of Spindle Microtubules To Kinetochore (GO:0051987),3/10,0.4394949853972926,0.8986311981042634,0,0,1.3689826748995864,1.125480318806744,KAT2B;INCENP;SIRT2,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Cellular Senescence (GO:2000774),3/10,0.4394949853972926,0.8986311981042634,0,0,1.3689826748995864,1.125480318806744,MORC3;SIRT1;YPEL3,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Cholesterol Metabolic Process (GO:0090205),3/10,0.4394949853972926,0.8986311981042634,0,0,1.3689826748995864,1.125480318806744,PRKAA1;STARD4;APOE,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Epidermal Growth Factor-Activated Receptor Activity (GO:0045741),3/10,0.4394949853972926,0.8986311981042634,0,0,1.3689826748995864,1.125480318806744,NCF1;FBXW7;TGFA,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Integrin Activation (GO:0033625),3/10,0.4394949853972926,0.8986311981042634,0,0,1.3689826748995864,1.125480318806744,P2RY12;RAP1B;FERMT2,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Nitric-Oxide Synthase Biosynthetic Process (GO:0051770),3/10,0.4394949853972926,0.8986311981042634,0,0,1.3689826748995864,1.125480318806744,KDR;JAK2;TLR4,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Phospholipid Transport (GO:2001140),3/10,0.4394949853972926,0.8986311981042634,0,0,1.3689826748995864,1.125480318806744,TMEM30A;APOE;TRIAP1,GO_Biological_Process_2023
GO_Biological_Process_2023,Protein auto-ADP-ribosylation (GO:0070213),3/10,0.4394949853972926,0.8986311981042634,0,0,1.3689826748995864,1.125480318806744,TNKS2;TNKS;PARP8,GO_Biological_Process_2023
GO_Biological_Process_2023,Protein Deneddylation (GO:0000338),3/10,0.4394949853972926,0.8986311981042634,0,0,1.3689826748995864,1.125480318806744,COPS6;SENP8;COPS7B,GO_Biological_Process_2023
GO_Biological_Process_2023,Protein Prenylation (GO:0018342),3/10,0.4394949853972926,0.8986311981042634,0,0,1.3689826748995864,1.125480318806744,PTAR1;CHM;CHML,GO_Biological_Process_2023
GO_Biological_Process_2023,Purine Nucleoside Bisphosphate Biosynthetic Process (GO:0034033),3/10,0.4394949853972926,0.8986311981042634,0,0,1.3689826748995864,1.125480318806744,SLC25A16;PANK3;DCAKD,GO_Biological_Process_2023
GO_Biological_Process_2023,rRNA Base Methylation (GO:0070475),3/10,0.4394949853972926,0.8986311981042634,0,0,1.3689826748995864,1.125480318806744,TRMT112;EMG1;NSUN5,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Biosynthetic Process (GO:0009889),3/10,0.4394949853972926,0.8986311981042634,0,0,1.3689826748995864,1.125480318806744,PIKFYVE;THRSP;SNCA,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Cardiac Muscle Cell Apoptotic Process (GO:0010665),3/10,0.4394949853972926,0.8986311981042634,0,0,1.3689826748995864,1.125480318806744,CAMK2D;LTK;ENG,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Gene Expression By Genomic Imprinting (GO:0006349),3/10,0.4394949853972926,0.8986311981042634,0,0,1.3689826748995864,1.125480318806744,KDM1B;PCGF5;PCGF3,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Lamellipodium Morphogenesis (GO:2000392),3/10,0.4394949853972926,0.8986311981042634,0,0,1.3689826748995864,1.125480318806744,KANK1;CORO1B;CORO1C,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Melanin Biosynthetic Process (GO:0048021),3/10,0.4394949853972926,0.8986311981042634,0,0,1.3689826748995864,1.125480318806744,ZEB2;GIPC1;RAPGEF2,GO_Biological_Process_2023
GO_Biological_Process_2023,"Regulation Of Nuclear-Transcribed mRNA Catabolic Process, Nonsense-Mediated Decay (GO:2000622)",3/10,0.4394949853972926,0.8986311981042634,0,0,1.3689826748995864,1.125480318806744,RBM8A;PABPC1;HNRNPAB,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Peroxisome Proliferator Activated Receptor Signaling Pathway (GO:0035358),3/10,0.4394949853972926,0.8986311981042634,0,0,1.3689826748995864,1.125480318806744,PTGIS;GPS2;SIRT1,GO_Biological_Process_2023
