gene_symbol,n_groups_hibi,predominant_direction_hibi,mean_log2FC_hibi,n_groups_glp1r,predominant_direction_glp1r,mean_log2FC_glp1r,direction_concordant
Pde3b,5,UP,-0.1580043672135958,3,DOWN,-0.3141151876672837,False
Pdzd2,5,DOWN,-0.6405412979169703,3,UP,0.1616993306760205,False
Neurl1a,5,DOWN,-0.8096541551215019,3,UP,1.3495447159561225,False
Sipa1l1,5,DOWN,-0.8565104532714292,3,UP,0.094445779006852,False
Sptb,5,DOWN,-1.059824164782485,3,UP,0.2959059089454499,False
Cep170b,5,DOWN,-1.092543056467447,3,UP,0.011673861735869,False
Dlg4,5,DOWN,-1.171184959404605,3,UP,0.0257287897559305,False
Faxc,5,DOWN,-1.2538547430147775,3,UP,0.1740019291235452,False
Dock3,5,DOWN,-1.4256974954007275,3,UP,0.2928890114989229,False
Tenm3,5,DOWN,-1.6170225140966543,3,UP,0.4376381113777821,False
Dgkg,5,DOWN,-1.652975258087519,3,UP,0.1749764518813811,False
Slc12a5,5,DOWN,-1.7020940274814926,3,UP,0.4667273431551679,False
Snn,5,DOWN,-1.705309772106283,3,UP,0.2550014133855727,False
Creb5,5,UP,3.0483677181708546,2,DOWN,-0.4242962901558127,False
Ccr5,5,UP,1.3428565451146188,2,DOWN,-0.3979358343034023,False
Gpr4,5,UP,0.9959593622890636,2,DOWN,-0.6602226242674907,False
Wnt7a,5,UP,0.8370613586867712,2,DOWN,-0.5861534240155631,False
Tex10,5,UP,0.8286440228565063,2,DOWN,-0.3215108544883502,False
Spry4,5,UP,0.8199530636605001,2,DOWN,-0.3871509763750737,False
Myo10,5,UP,0.7960126465271014,2,DOWN,-0.289128843837693,False
Tnc,5,UP,0.6504282705292458,2,DOWN,-21.914105068488237,False
Prkd3,5,UP,0.477992741252713,2,DOWN,-0.4130858025008697,False
Ago4,5,UP,0.1218689588205246,2,DOWN,-0.2321463425645233,False
Cdk2ap2,5,UP,-0.0913161043626854,2,DOWN,-0.2437372645168226,False
Aldh1b1,5,DOWN,-0.1222921187244072,2,UP,0.5038386983291644,False
Ogdh,5,DOWN,-0.3205408904350755,2,UP,-0.0318471491485438,False
Fkrp,5,DOWN,-0.4175980386760661,2,UP,0.052874287601403,False
Xylt1,5,DOWN,-0.4938978147316842,2,UP,0.0325605593765102,False
Tulp4,5,DOWN,-0.5056947994367622,2,UP,-0.0012254128415056,False
Myo9a,5,DOWN,-0.5410851392984835,2,UP,-0.0057543006460264,False
Abl2,5,DOWN,-0.561470440316518,2,UP,0.026281695432995,False
Calm3,5,DOWN,-0.5787405823519779,2,UP,0.2462950686463986,False
Dip2c,5,DOWN,-0.6008210179853357,2,UP,0.0138216921011053,False
Mdga2,5,DOWN,-0.6299990484693504,2,UP,0.0090059638892392,False
Dmxl2,5,DOWN,-0.6575137877270357,2,UP,0.0375451945392219,False
Slc8a2,5,DOWN,-0.6591945012568433,2,UP,-0.0870555202580883,False
Kcnc3,5,DOWN,-0.7357805296115828,2,UP,-0.0978997532290031,False
Arhgef28,5,DOWN,-0.7383264642871907,2,UP,0.3709076880430829,False
Pcdhb19,5,DOWN,-0.7414543925720259,2,UP,0.4261895457130603,False
Strn,5,DOWN,-0.7489832301213735,2,UP,0.0111618793247652,False
Erbb4,5,DOWN,-0.7764217122412471,2,UP,0.052638476441306,False
Atrnl1,5,DOWN,-0.7972601329772449,2,UP,0.0072603351578179,False
Chd3,5,DOWN,-0.8291881539730609,2,UP,-0.1079492116257096,False
D5ertd579e,5,DOWN,-0.8591192485426102,2,UP,0.2841572719749995,False
Hectd4,5,DOWN,-0.8605000501306392,2,UP,0.018525188090953,False
Pde10a,5,DOWN,-0.8821344408218892,2,UP,-0.0112100903154709,False
Robo2,5,DOWN,-0.903858392738601,2,UP,0.0243626662107031,False
Dgkb,5,DOWN,-0.9708966449348484,2,UP,-0.0278145562739226,False
Cpm,5,DOWN,-1.0562344323074655,2,UP,0.2691313831393546,False
Plcl2,5,DOWN,-1.075820715835357,2,UP,0.2472193100364378,False
Nr3c2,5,DOWN,-1.2135425466930865,2,UP,-0.0779321158516724,False
Maml3,5,DOWN,-1.2587757259615977,2,UP,-0.1487622780307588,False
Jph3,5,DOWN,-1.3603548857290304,2,UP,-0.0119939490499466,False
Dlgap2,5,DOWN,-1.399150470084101,2,UP,0.4191752528969436,False
Sult4a1,5,DOWN,-1.4240504746620342,2,UP,0.252770000269928,False
Phyhip,5,DOWN,-1.4333390637304506,2,UP,0.0008670269215975,False
Lonrf2,5,DOWN,-1.4839703201494612,2,UP,-0.0328163905023138,False
Prickle2,5,DOWN,-1.535325268512266,2,UP,0.0283700516267254,False
Unc80,5,DOWN,-1.5590611517564583,2,UP,0.14095027966892,False
Plcb1,5,DOWN,-1.76993700464771,2,UP,-0.0389332290514308,False
Pak6,5,DOWN,-2.1164330400959206,2,UP,-0.0200644404056115,False
Ppp1r1b,5,DOWN,-2.1211299092170983,2,UP,-0.1386897616596042,False
Zbtb16,4,DOWN,-0.6936634534430315,7,UP,0.575160418772313,False
Tjp1,4,UP,-0.8321326140413885,7,DOWN,0.0064141589536271,False
Ptp4a1,4,UP,1.4947326422457472,5,DOWN,0.1314781672564665,False
Irs2,4,UP,0.9054971907784578,5,DOWN,-0.1630209637201136,False
Zfp800,4,UP,0.6950920093800887,5,DOWN,-0.070817019559568,False
P4ha1,4,UP,0.5896340413050862,5,DOWN,-0.3246654809779801,False
Pdlim5,4,UP,0.457604609588551,5,DOWN,-0.2822939153663227,False
Jam2,4,UP,-0.0010272147889154,5,DOWN,-0.1621108890455685,False
Tsc22d2,4,UP,-0.1334000791368254,5,DOWN,-0.2305472964254652,False
Tfrc,4,DOWN,-0.5501897512693547,5,UP,0.0403933580408015,False
Slmap,4,DOWN,-0.8292258051039287,5,UP,0.573920644555446,False
Fstl4,4,DOWN,-1.0929811742252633,5,UP,0.0479279213712606,False
Mxd4,4,DOWN,-1.1500074579181323,5,UP,0.5406631255339737,False
Chuk,4,UP,0.7764763803711996,4,DOWN,-0.3395622059967075,False
Sirt1,4,UP,0.733230121858337,4,DOWN,-0.1811436145372131,False
Vamp3,4,UP,0.4525512176926639,4,DOWN,-0.1095065272253762,False
Nfatc3,4,UP,-0.0067537780935124,4,DOWN,-0.3266157095800343,False
Hcfc1,4,DOWN,-0.5205779825958059,4,UP,0.3107238386900491,False
Camsap2,4,DOWN,-0.5888091849685275,4,UP,0.3653515478063787,False
Rhou,4,DOWN,-0.6284260184541979,4,UP,0.3657175784093952,False
Kif26b,4,DOWN,-0.6307780582281501,4,UP,-0.0761014420386309,False
Inka2,4,DOWN,-0.8190679774482654,4,UP,-0.0877751416807565,False
Nwd2,4,DOWN,-0.838678296826938,4,UP,8.440975333889975,False
Nptx2,4,DOWN,-0.878978726839978,4,UP,0.5483559578609287,False
Kcnj6,4,DOWN,-0.9563059048929836,4,UP,0.2322889853815884,False
Ifit1,4,UP,2.6892201720466296,3,DOWN,-0.3387970813873418,False
Arhgap29,4,UP,1.1669961022744806,3,DOWN,-0.3906227079014737,False
Cobll1,4,UP,1.067293011897262,3,DOWN,-0.3372242858730362,False
Ackr3,4,UP,1.059002110739338,3,DOWN,-0.3053295343683419,False
Etv6,4,UP,1.0079814222254364,3,DOWN,-0.3018092581940665,False
Ptbp3,4,UP,0.9766940797565368,3,DOWN,-0.4460615689167042,False
Zfp948,4,UP,0.873304477232764,3,DOWN,-0.3191766161311895,False
Dipk2a,4,UP,0.6717031398260489,3,DOWN,-0.3510210818345842,False
Mynn,4,UP,0.6665415011548478,3,DOWN,-0.0787707644760965,False
Stk17b,4,UP,0.4426338022546494,3,DOWN,-0.408374553869642,False
Heatr5a,4,UP,0.3333674871504848,3,DOWN,-0.2752571948333384,False
Mtor,4,DOWN,-0.1511222284786067,3,UP,0.0810233980225103,False
Cav2,4,UP,-0.1535649668070181,3,DOWN,-0.4875022468409685,False
Huwe1,4,DOWN,-0.4890815455499471,3,UP,0.5405882174265151,False
Cdh8,4,DOWN,-0.5157609308716342,3,UP,0.3256365016183387,False
Tmem64,4,UP,-0.627916671444518,3,DOWN,-0.3701030046689452,False
Slc4a8,4,DOWN,-0.6440663444835244,3,UP,0.1315655805241338,False
Mef2d,4,DOWN,-0.6653147200583018,3,UP,0.7119408279474534,False
Sox21,4,UP,-0.6914387854929911,3,DOWN,-0.4324020000157762,False
Pcdhga2,4,DOWN,-0.7421412701745447,3,UP,0.1521914201165274,False
Neto1,4,DOWN,-0.9555722946223816,3,UP,0.1214080037510386,False
Kcnj4,4,DOWN,-1.0179764129222295,3,UP,0.3034910772785095,False
Slit1,4,DOWN,-1.528549290818329,3,UP,0.1375552488351273,False
Tppp,4,DOWN,-1.6262056172686423,3,UP,0.2297245835225788,False
Chgb,4,DOWN,-2.662661916129907,3,UP,0.4475281357805166,False
Camkv,4,DOWN,-2.780173410303697,3,UP,0.0836687230668725,False
Evi2a,4,UP,1.8579108120930188,2,DOWN,-0.2709055011788936,False
Nedd9,4,UP,1.378030093891398,2,DOWN,-0.290518381200555,False
Trim25,4,UP,1.2098637948455295,2,DOWN,-0.3926360475763053,False
Zc3hav1,4,UP,1.1493652934434049,2,DOWN,-0.4619071862644024,False
Mafb,4,UP,0.8889225397413404,2,DOWN,-0.338001283635531,False
Dlc1,4,UP,0.8481771110727507,2,DOWN,-0.242773001447319,False
Zbtb11,4,UP,0.804456223296323,2,DOWN,-0.2605792983164141,False
Frmd6,4,UP,0.7572347927731655,2,DOWN,-0.2646610260290314,False
Ccnl2,4,UP,0.6295259410395571,2,DOWN,-0.2666072294731457,False
Xbp1,4,UP,0.6024769684440797,2,DOWN,-0.4834808489248815,False
Elk3,4,UP,0.5269520352060696,2,DOWN,-0.2721834263302564,False
Siah2,4,UP,0.1839613679439564,2,DOWN,-0.2552970554286959,False
Hexb,4,UP,0.1497263194953591,2,DOWN,-0.3005201665090716,False
Tex2,4,DOWN,-0.0168208743989103,2,UP,0.3304230165,False
Ankrd52,4,DOWN,-0.1188065035134164,2,UP,-0.0040475372354366,False
Smad5,4,UP,-0.2523629899903086,2,DOWN,-0.3868265495759307,False
Zc3h12b,4,DOWN,-0.4473534436794216,2,UP,0.032040445443865,False
Clasp1,4,DOWN,-0.4474044743143226,2,UP,0.0333707542550736,False
Zc3h4,4,DOWN,-0.5107311376659623,2,UP,-0.0279350465510924,False
Tubb2a,4,DOWN,-0.5109617503648707,2,UP,0.2353908060192346,False
Glg1,4,DOWN,-0.5143398400787746,2,UP,0.209395412628582,False
Kif3c,4,DOWN,-0.5601309349163097,2,UP,0.0059615004327296,False
D630045j12rik,4,DOWN,-0.5661245514240183,2,UP,-0.0221929717492126,False
Jup,4,UP,-0.5853794920633568,2,DOWN,-0.3429924112996815,False
Tnr,4,DOWN,-0.6123223866299656,2,UP,0.0483141583890495,False
Aff3,4,DOWN,-0.6245729539714806,2,UP,-0.0298246581047748,False
Pmepa1,4,UP,-0.6365108732566003,2,DOWN,-0.2758015793423923,False
Ubr3,4,DOWN,-0.6368731810311226,2,UP,-0.0054540501218403,False
Prr14l,4,DOWN,-0.6498524983418545,2,UP,-0.0412651027785781,False
Dscaml1,4,DOWN,-0.6537633259700804,2,UP,0.0672692141197966,False
Lrrc4c,4,DOWN,-0.6659899289338438,2,UP,-0.0168644667165914,False
Pitpnm2,4,DOWN,-0.6685458118612826,2,UP,0.3248958412814978,False
Pam,4,DOWN,-0.684148313935327,2,UP,0.4813135780749999,False
Arhgef12,4,DOWN,-0.700047153891446,2,UP,0.2271144013483116,False
Rab11fip2,4,DOWN,-0.720034599806533,2,UP,-0.0365548677369635,False
Pex5l,4,DOWN,-0.7701441514695451,2,UP,0.0449883905931116,False
Hdac4,4,DOWN,-0.8116493941357015,2,UP,-0.0308043193966742,False
Exoc8,4,DOWN,-0.8360371828850091,2,UP,-0.0444305354764838,False
Nipa1,4,DOWN,-0.8856032475751414,2,UP,-0.0743349159130546,False
Nptxr,4,DOWN,-0.8975065626417464,2,UP,-0.0212115255738579,False
Ism1,4,DOWN,-0.9371007147535582,2,UP,0.5566456018849085,False
Sertm1,4,DOWN,-0.9624674811859304,2,UP,0.0616444466182718,False
Ppp1r3c,4,UP,-0.9951835943905438,2,DOWN,-0.3775874779575315,False
Ptprs,4,DOWN,-1.1163701450348515,2,UP,0.34243172015,False
Sema5a,4,DOWN,-1.2422262605095835,2,UP,-0.0731017697177704,False
Apba2,4,DOWN,-1.3057347621985822,2,UP,-0.1043580553595568,False
Lrrc4b,4,DOWN,-1.7232782971552014,2,UP,-0.0442007864743707,False
Crym,4,DOWN,-1.7437918517784774,2,UP,0.4547183574599334,False
Zfp536,4,DOWN,-1.7811370243744704,2,UP,0.2688639429241173,False
Rprml,4,DOWN,-1.962364394900974,2,UP,0.6182950852923423,False
Fgfr3,4,DOWN,-2.0578164482258843,2,UP,-0.0505794368893916,False
Stxbp5l,4,DOWN,-2.069729616159039,2,UP,0.5999371284024745,False
Sez6,4,DOWN,-2.0932378248922108,2,UP,-0.0377674167311966,False
Tubb3,4,DOWN,-2.237115228060813,2,UP,-0.0333969428300636,False
Tenm2,4,DOWN,-2.5074588755853724,2,UP,0.3696110680525241,False
Dnm1,4,DOWN,-3.392756339689277,2,UP,-0.0070068401408521,False
Disp2,4,DOWN,-3.6259310583063846,2,UP,0.0211696211977503,False
Dusp4,3,UP,1.9349735867403663,6,DOWN,-0.2519729761134183,False
Trim59,3,UP,-0.4286221608117158,6,DOWN,-0.3747044300342443,False
Cav1,3,UP,-0.8319229300948822,6,DOWN,-0.3991277453283162,False
Slc5a3,3,UP,1.0982727773253618,5,DOWN,-0.4652836990931009,False
D16ertd472e,3,UP,0.7472760179580744,5,DOWN,-0.1502252764053233,False
Rnd3,3,UP,0.6786692864017697,5,DOWN,-0.0399066554704453,False
Edem1,3,UP,0.4366504811010102,5,DOWN,-0.1227009185661278,False
Rorb,3,UP,-0.7533684466183205,5,DOWN,-0.3536343288356122,False
Glul,3,DOWN,-1.4821851663038628,5,UP,0.3600742019952799,False
Ctnnd2,3,DOWN,-3.2327987618989744,5,UP,0.1275076149981272,False
Abca1,3,UP,1.8142574188652447,4,DOWN,-0.1983663984598399,False
Lrrc8c,3,UP,1.426610485676865,4,DOWN,-0.150451997043633,False
Pls1,3,UP,1.2501265639672443,4,DOWN,-0.3906354039224382,False
Foxn2,3,UP,1.0428783814721576,4,DOWN,-0.1612913583803548,False
Bclaf3,3,UP,0.9789171730911228,4,DOWN,-0.4243641203136027,False
Gca,3,UP,0.8526434775740327,4,DOWN,-0.1962508885074658,False
Slc16a1,3,UP,0.7728846684663747,4,DOWN,-0.3685314607302296,False
Mtmr10,3,UP,0.7474068418003897,4,DOWN,-0.2915058993447216,False
Prrx1,3,UP,0.7267559935369364,4,DOWN,-0.173289391362484,False
Kdr,3,UP,0.7193245570121315,4,DOWN,2.579222388751128,False
Dnajb4,3,UP,0.592087826223865,4,DOWN,-0.2648733086447469,False
Esco1,3,UP,0.5690855069605502,4,DOWN,-0.1631320929336371,False
Nab1,3,UP,0.4626087196211625,4,DOWN,-0.1923387778858616,False
Ahdc1,3,UP,0.3141898730550678,4,DOWN,-0.1837188351091902,False
Cep85l,3,UP,-0.4775229111811105,4,DOWN,-0.3433089462523215,False
Rbfox3,3,DOWN,-0.5440364304589475,4,UP,0.0923909067431862,False
Garem1,3,DOWN,-0.5528919151286159,4,UP,-0.0094014651310169,False
Ubald1,3,DOWN,-0.680414399132404,4,UP,0.1229129145131945,False
Arid2,3,DOWN,-0.8749408549272504,4,UP,0.2206246263024127,False
Grasp,3,DOWN,-0.9491546617164623,4,UP,0.4501059879464815,False
Hnrnpab,3,DOWN,-0.9965877941463704,4,UP,1.6373084563441906,False
H1f0,3,DOWN,-1.0356347883370012,4,UP,0.486240391129366,False
Map1lc3a,3,DOWN,-1.055213357840344,4,UP,0.6993584093063528,False
Gpd1,3,DOWN,-1.0605681334162584,4,UP,0.4718629907312625,False
Nudt3,3,DOWN,-1.1214747028024057,4,UP,0.7508684639882085,False
Setd7,3,DOWN,-1.2423269622354278,4,UP,0.0401829096209903,False
Tubb2b,3,DOWN,-1.3252490320856236,4,UP,-0.0370766506822742,False
Sst,3,DOWN,-3.97097064645711,4,UP,0.0701927682027341,False
Rps27l,3,UP,1.1828976398584654,3,DOWN,-0.0930046913715035,False
Arid5b,3,UP,1.066440823752831,3,DOWN,-0.0278215821068736,False
Snap23,3,UP,0.9308285025993384,3,DOWN,-0.1468210814070254,False
Pwwp3b,3,UP,0.8255179454155469,3,DOWN,-0.3929985529821024,False
St3gal1,3,UP,0.8147113601386516,3,DOWN,-0.1721764259950651,False
Il6st,3,UP,0.791445771511517,3,DOWN,-0.2278391411894988,False
Rflnb,3,UP,0.7498210805901978,3,DOWN,-0.46581319015001,False
Tmed5,3,UP,0.7244651647452484,3,DOWN,-0.5337559321800464,False
Nr2e1,3,UP,0.684989144304426,3,DOWN,-0.4501328565976558,False
Sh3bgrl,3,UP,0.6650615164925718,3,DOWN,-0.1102663565468172,False
8030462n17rik,3,UP,0.5937251633640089,3,DOWN,-0.329119377862974,False
Vwa5a,3,UP,0.5333419682747715,3,DOWN,-0.248305501750707,False
Ece1,3,UP,0.4341497028067088,3,DOWN,-0.299563248128846,False
Cse1l,3,UP,0.3556935847674558,3,DOWN,-0.32350279014863,False
Kpna1,3,UP,0.3437229550245774,3,DOWN,-0.330958330764253,False
Zscan26,3,UP,0.1931969093762695,3,DOWN,-0.2582783210260547,False
Cyp51,3,UP,-0.0980022637006926,3,DOWN,-0.0173802115775722,False
Cdk17,3,DOWN,-0.3807683512394503,3,UP,1.1830624433947987,False
Rasgrf1,3,DOWN,-0.4196028061179214,3,UP,0.0677832515132014,False
Prrc2a,3,DOWN,-0.4440173846961202,3,UP,0.0071362210683298,False
Dnajb5,3,DOWN,-0.4526370276293854,3,UP,0.1366673423294516,False
Adgrl3,3,DOWN,-0.5377551913037474,3,UP,0.1357992034639022,False
Ociad2,3,DOWN,-0.5517882016113891,3,UP,0.267570547358239,False
Mxi1,3,DOWN,-0.5552211894368559,3,UP,0.2925670242583469,False
Rgma,3,DOWN,-0.6270450487488693,3,UP,0.2120638634542993,False
Zfp513,3,DOWN,-0.7080766001449188,3,UP,0.3480026485089046,False
Ttbk1,3,DOWN,-0.8252946614882918,3,UP,0.0044882713869311,False
Hs6st3,3,DOWN,-0.8385618900312911,3,UP,0.0901173599332159,False
Tnik,3,DOWN,-0.9265041664000376,3,UP,0.3222521413659017,False
Epha6,3,DOWN,-0.961548374207613,3,UP,0.5257434051657196,False
Adra2c,3,DOWN,-0.9979038224474084,3,UP,5.6459037421378016,False
Pla2g3,3,DOWN,-1.0630176318853914,3,UP,0.5583400953607097,False
Mtch1,3,DOWN,-1.1586893348986202,3,UP,0.6762164223852016,False
Nanos1,3,DOWN,-1.3198682203714904,3,UP,1.4852740383206249,False
Thra,3,DOWN,-1.5972564999444636,3,UP,0.2756615017880875,False
Hpca,3,DOWN,-1.821599070967346,3,UP,0.4072173271257493,False
Rell2,3,DOWN,-1.9679598050965232,3,UP,0.0485887737096826,False
Nrxn2,3,DOWN,-2.81710018468997,3,UP,0.0158723724574939,False
Nrgn,3,DOWN,-3.0695383898766804,3,UP,0.4091733419991987,False
Nefm,3,DOWN,-3.6492482493933913,3,UP,0.08908736301499,False
Gna14,3,UP,2.5937301364911285,2,DOWN,-0.6127112105691475,False
Thbd,3,UP,2.5089221835420195,2,DOWN,-0.3927014796808515,False
Pcgf5,3,UP,1.3595800060084358,2,DOWN,-0.3645777886430383,False
Pros1,3,UP,0.8941220090505579,2,DOWN,-0.3504187060706268,False
Kcnk13,3,UP,0.8699025895354059,2,DOWN,-0.3832568364235795,False
Lysmd3,3,UP,0.8663143658720456,2,DOWN,-0.4900140548509227,False
Tox3,3,UP,0.8010887919250932,2,DOWN,-0.4636167625018256,False
Rbpj,3,UP,0.7988030118425412,2,DOWN,-0.2463120939936744,False
Pttg1ip,3,UP,0.7794443999456154,2,DOWN,-0.2337623425163742,False
Nktr,3,UP,0.6932951662432232,2,DOWN,-0.284324197555469,False
Irf2bpl,3,UP,0.6728295314191656,2,DOWN,-0.2376416687405368,False
Cldn5,3,UP,0.6694844368457229,2,DOWN,-0.3348953075369641,False
Pigs,3,UP,0.6625201267384601,2,DOWN,-0.2065803799451809,False
Fam118a,3,UP,0.6358503853552614,2,DOWN,-0.236409962525,False
Cacybp,3,UP,0.6351264871265779,2,DOWN,-0.2917932731459642,False
Fermt2,3,UP,0.6283366282863856,2,DOWN,-0.2778793507002092,False
Nup98,3,UP,0.618413991943922,2,DOWN,-0.3229766440368406,False
Rasgrp3,3,UP,0.5832685224430573,2,DOWN,-0.2803645550643278,False
Prune2,3,UP,0.550218366189312,2,DOWN,-0.242417215241742,False
Il13ra1,3,UP,0.2458523155544215,2,DOWN,-0.4549157053107222,False
Smndc1,3,UP,0.1864350508283347,2,DOWN,-0.3123064888062746,False
Pde8b,3,DOWN,0.1542054619266214,2,UP,-0.0478562106596071,False
Bri3bp,3,DOWN,-0.017434395008862,2,UP,-0.0134150255542097,False
Chpf2,3,DOWN,-0.0294650057460864,2,UP,0.3092200786072576,False
Sulf2,3,DOWN,-0.0553305207528027,2,UP,0.3093873769855114,False
Lrrc8d,3,DOWN,-0.1533312316477915,2,UP,-0.0261441772178078,False
Tmem131,3,DOWN,-0.3351260000124501,2,UP,-0.0457592811874953,False
Usf1,3,DOWN,-0.3948054635960634,2,UP,0.3683618567527311,False
Supt6,3,DOWN,-0.441599836415443,2,UP,0.0419768979962331,False
Stard7,3,DOWN,-0.4436408206509323,2,UP,0.7402524679757629,False
Tax1bp3,3,DOWN,-0.4453648901968923,2,UP,0.4797134258848494,False
Cdk16,3,DOWN,-0.4760887055147489,2,UP,2.684821147972282,False
Extl1,3,DOWN,-0.4797726156514231,2,UP,-0.0386292999370361,False
Dnajc10,3,DOWN,-0.4909324793276119,2,UP,0.0229457800345485,False
Vps26b,3,DOWN,-0.5018348270557654,2,UP,0.696117836025,False
Nim1k,3,DOWN,-0.5609676059327467,2,UP,0.2503240905858734,False
Cenpb,3,DOWN,-0.5652910040402362,2,UP,0.3133641355341426,False
Mindy3,3,DOWN,-0.5736980600121088,2,UP,0.0056324837263287,False
Idh2,3,DOWN,-0.5855485587548539,2,UP,0.5364207617500001,False
Coro1a,3,DOWN,-0.6175545181996878,2,UP,0.2867161783564416,False
Dscam,3,DOWN,-0.6311846428646556,2,UP,0.2979228974329903,False
Adgrb2,3,DOWN,-0.6368811276250455,2,UP,-0.0845995533588336,False
Tmem243,3,DOWN,-0.6543737601643669,2,UP,0.0853673706967529,False
Megf8,3,DOWN,-0.6679853879253527,2,UP,0.2024514468467844,False
Kcnn2,3,DOWN,-0.6767563423515041,2,UP,0.3429031442324007,False
Arhgef3,3,DOWN,-0.6912786503654491,2,UP,0.5343143679852562,False
Cacng8,3,DOWN,-0.6923568586668374,2,UP,-0.2209131432359719,False
Dzip3,3,DOWN,-0.7086466205475167,2,UP,0.0150320662805142,False
Hmgcs2,3,DOWN,-0.7328674856509979,2,UP,0.1393526092364269,False
Cic,3,DOWN,-0.7545615817373119,2,UP,-0.0994531831137916,False
Pcdhga8,3,DOWN,-0.7608873970981627,2,UP,0.0227283170068127,False
Rxrb,3,DOWN,-0.7752250500916755,2,UP,0.2884879357731609,False
Traf3,3,DOWN,-0.79221058586264,2,UP,-0.0423104628655965,False
Cmtm6,3,DOWN,-0.8086946948798515,2,UP,0.0001582881541792,False
Grik3,3,DOWN,-0.8272563756513147,2,UP,0.2737884574075305,False
Basp1,3,DOWN,-0.8292482817272943,2,UP,0.3122520556914515,False
Osbp2,3,DOWN,-0.83358027179101,2,UP,0.2222127899625208,False
Mrtfa,3,DOWN,-0.8450725044712085,2,UP,0.0377169270789425,False
Tanc1,3,DOWN,-0.8549219585548075,2,UP,0.0053519266709982,False
Egfl7,3,DOWN,-0.8734881668870144,2,UP,0.4593081555288559,False
Map3k10,3,DOWN,-0.8807225404825774,2,UP,-0.1042858086573362,False
Rap1gds1,3,DOWN,-0.8973934071630832,2,UP,0.3705886392151747,False
Calm2,3,DOWN,-0.8984606273675183,2,UP,0.2472495010492082,False
Ptov1,3,DOWN,-0.9514932594660788,2,UP,2.7967685847493318,False
Prr12,3,DOWN,-0.9739184206299636,2,UP,0.2394168551944053,False
Pak1,3,DOWN,-0.984461129948928,2,UP,0.307126404775,False
Ldlrad4,3,DOWN,-1.0288760708346274,2,UP,0.2374777149500849,False
Atmin,3,DOWN,-1.049779256419015,2,UP,0.6377131003006937,False
Rnf220,3,DOWN,-1.0682900526807648,2,UP,0.2431074028753841,False
Hnrnpa0,3,DOWN,-1.1040041247563488,2,UP,0.2678446570236036,False
Gm9899,3,DOWN,-1.120849780039469,2,UP,0.272598746928652,False
Etv5,3,DOWN,-1.1262258850449134,2,UP,0.0527306265301983,False
Wfs1,3,DOWN,-1.1625196849473969,2,UP,-0.005767891072668,False
Sdk2,3,DOWN,-1.2061159955847174,2,UP,0.3485176811759207,False
Hnrnpul1,3,DOWN,-1.2135655181113585,2,UP,-0.0115153907578613,False
Eid1,3,DOWN,-1.4265896878530802,2,UP,-0.0856983042923969,False
Fabp7,3,DOWN,-1.4296526831031633,2,UP,0.0698965732157528,False
Ube2s,3,DOWN,-1.456896254267005,2,UP,0.297915315368885,False
Gsk3a,3,DOWN,-1.4723030743651984,2,UP,0.9609686340286724,False
Pink1,3,DOWN,-1.5138018521444805,2,UP,0.2612096618572159,False
Eef1a2,3,DOWN,-1.8175614823948465,2,UP,-0.0164455531098779,False
Ntrk2,3,DOWN,-1.8877871830146964,2,UP,0.3568160581972589,False
Zfpm1,3,DOWN,-1.8982167492667947,2,UP,-0.0665705240684613,False
Tmem179,3,DOWN,-2.115002203696093,2,UP,0.2194046601520435,False
Gfod1,3,DOWN,-2.147681071681717,2,UP,-0.0147084011244142,False
Meg3,3,DOWN,-2.235587583239586,2,UP,0.47114874661089,False
Ctxn1,3,DOWN,-2.346698206089225,2,UP,0.0432352885523167,False
Plcl1,3,DOWN,-2.3898396883476494,2,UP,0.0273748233920507,False
Apbb1,3,DOWN,-2.499101722987795,2,UP,0.2386121149745081,False
Fam13c,3,DOWN,-2.555185706535465,2,UP,0.0428092730211264,False
Panx2,3,DOWN,-2.5660337012251637,2,UP,-0.040252289168071,False
Actl6b,3,DOWN,-2.966551695657737,2,UP,0.244870353918246,False
Mycl,3,DOWN,-3.210047559884097,2,UP,0.3126673309510189,False
L1cam,3,DOWN,-3.380326396087358,2,UP,-0.6590642835183662,False
Tmem150c,3,DOWN,-3.497552083792563,2,UP,-0.0658866716859705,False
Hif3a,2,DOWN,-3.390229057751386,9,UP,0.8990094968985244,False
Tmem47,2,UP,-1.9597367084949815,7,DOWN,-0.3527687699904739,False
Eif4g2,2,UP,0.056712774339991,6,DOWN,-0.0617806099733843,False
Klf15,2,DOWN,-0.810610128815326,6,UP,0.3696180465096692,False
Rap1b,2,DOWN,-0.8359644055360831,6,UP,0.4718863794350271,False
Pom121,2,DOWN,-0.8838291009363495,6,UP,0.1256597474684767,False
Rps9,2,DOWN,-0.9655154045830208,6,UP,0.3308949533586159,False
Osbpl8,2,UP,1.5020497397034795,5,DOWN,-0.1939702145939348,False
Hif1a,2,UP,1.3746908458707692,5,DOWN,-0.1755350895193818,False
Swt1,2,UP,1.007601284578591,5,DOWN,-0.2144478735970814,False
Lamp2,2,UP,0.966234108278596,5,DOWN,-0.2159072164661281,False
Atl2,2,UP,0.6858905468628446,5,DOWN,-0.2092767932734395,False
Ptch1,2,UP,0.6192556847736768,5,DOWN,-0.1871974307231717,False
Cpeb2,2,UP,0.5555891556000435,5,DOWN,-0.2326661852044656,False
