Category,ID,Term,Genes,adj_pval
BP,GO:0006909,Phagocytosis,"LRP1, PECAM1",0.0265682336631892
BP,GO:0008277,Regulation Of G Protein-Coupled Receptor Signaling Pathway,"ROCK1, ROCK2",0.0271119156598123
BP,GO:0008593,Regulation Of Notch Signaling Pathway,"MMP14, NOS3",0.0271119156598123
BP,GO:0032091,Negative Regulation Of Protein Binding,"ROCK1, CAV1",0.0277612232616698
BP,GO:0071456,Cellular Response To Hypoxia,"HIF1A, VEGFA",0.0284150502108343
BP,GO:0036294,Cellular Response To Decreased Oxygen Levels,"HIF1A, VEGFA",0.0289648290251971
BP,GO:0034614,Cellular Response To Reactive Oxygen Species,"MAPK1, FYN",0.0289648290251971
BP,GO:0001558,Regulation Of Cell Growth,"MMP14, TFRC, ADAM10",0.029515657499374
BP,GO:0043488,Regulation Of mRNA Stability,"ROCK1, ROCK2",0.029515657499374
BP,GO:0042326,Negative Regulation Of Phosphorylation,"OCLN, ROCK1",0.0300674790913604
BP,GO:0030510,Regulation Of BMP Signaling Pathway,"CDH5, ENG",0.0300674790913604
BP,GO:0042981,Regulation Of Apoptotic Process,"TJP1, TFRC, KDR, FYN, VEGFA",0.0304476181943047
BP,GO:0051094,Positive Regulation Of Developmental Process,"TFRC, KDR, VEGFA",0.0306799689241887
BP,GO:0036211,Protein Modification Process,"ROCK1, ROCK2, MAPK1, ADAM10, FYN",0.0306799689241887
BP,GO:1905477,Positive Regulation Of Protein Localization To Membrane,"LRP1, FYN",0.0306799689241887
BP,GO:0019852,L-ascorbic Acid Metabolic Process,SLC2A1,0.0306799689241887
BP,GO:1900449,Regulation Of Glutamate Receptor Signaling Pathway,FYN,0.0306799689241887
BP,GO:0031645,Negative Regulation Of Nervous System Process,JAM2,0.0306799689241887
BP,GO:0031282,Regulation Of Guanylate Cyclase Activity,NOS3,0.0306799689241887
BP,GO:1901725,Regulation Of Histone Deacetylase Activity,VEGFA,0.0306799689241887
BP,GO:0046885,Regulation Of Hormone Biosynthetic Process,HIF1A,0.0306799689241887
BP,GO:0120040,Regulation Of Macrophage Proliferation,MAPK1,0.0306799689241887
BP,GO:0060753,Regulation Of Mast Cell Chemotaxis,VEGFA,0.0306799689241887
BP,GO:0010749,Regulation Of Nitric Oxide Mediated Signal Transduction,VEGFA,0.0306799689241887
BP,GO:0072672,Neutrophil Extravasation,PECAM1,0.0306799689241887
BP,GO:0090259,Regulation Of Retinal Ganglion Cell Axon Guidance,VEGFA,0.0306799689241887
BP,GO:0070417,Cellular Response To Cold,NFKBIA,0.0306799689241887
BP,GO:0090521,Podocyte Cell Migration,ROCK1,0.0306799689241887
BP,GO:0033574,Response To Testosterone,ROCK2,0.0306799689241887
BP,GO:1903598,Positive Regulation Of Gap Junction Assembly,CAV1,0.0306799689241887
BP,GO:0015744,Succinate Transport,SLC16A1,0.0306799689241887
BP,GO:0072012,Glomerulus Vasculature Development,PECAM1,0.0306799689241887
BP,GO:1904352,Positive Regulation Of Protein Catabolic Process In The Vacuole,LRP1,0.0306799689241887
BP,GO:0032364,Intracellular Oxygen Homeostasis,HIF1A,0.0306799689241887
BP,GO:0009992,Intracellular Water Homeostasis,AQP4,0.0306799689241887
BP,GO:1905065,Positive Regulation Of Vascular Associated Smooth Muscle Cell Differentiation,ENG,0.0306799689241887
BP,GO:1903076,Regulation Of Protein Localization To Plasma Membrane,"MMP14, LRP1",0.031076421290366
BP,GO:0061640,Cytoskeleton-Dependent Cytokinesis,"ROCK1, ROCK2",0.0317209080514695
BP,GO:0042325,Regulation Of Phosphorylation,"CDH5, ROCK1",0.0323691332258605
BP,GO:0051091,Positive Regulation Of DNA-binding Transcription Factor Activity,"TFRC, CAV1, VEGFA",0.0328480073377187
BP,GO:0007229,Integrin-Mediated Signaling Pathway,"ADAM10, ADAM9",0.0340336176391861
BP,GO:1900037,Regulation Of Cellular Response To Hypoxia,ROCK2,0.0340336176391861
BP,GO:0051045,Negative Regulation Of Membrane Protein Ectodomain Proteolysis,ROCK1,0.0340336176391861
BP,GO:0034334,Adherens Junction Maintenance,TJP1,0.0340336176391861
BP,GO:1905048,Regulation Of Metallopeptidase Activity,LRP1,0.0340336176391861
BP,GO:0038166,Angiotensin-Activated Signaling Pathway,CAV1,0.0340336176391861
BP,GO:1903376,Regulation Of Oxidative Stress-Induced Neuron Intrinsic Apoptotic Signaling Pathway,HIF1A,0.0340336176391861
BP,GO:0032909,Regulation Of Transforming Growth Factor Beta2 Production,HIF1A,0.0340336176391861
BP,GO:1903071,Positive Regulation Of ER-associated Ubiquitin-Dependent Protein Catabolic Process,CAV1,0.0340336176391861
BP,GO:1902961,Positive Regulation Of Aspartic-Type Endopeptidase Activity Involved In Amyloid Precursor Protein Catabolic Process,ROCK2,0.0340336176391861
BP,GO:0035907,Dorsal Aorta Development,ENG,0.0340336176391861
BP,GO:0035912,Dorsal Aorta Morphogenesis,ENG,0.0340336176391861
BP,GO:0090045,Positive Regulation Of Deacetylase Activity,VEGFA,0.0340336176391861
BP,GO:0032352,Positive Regulation Of Hormone Metabolic Process,HIF1A,0.0340336176391861
BP,GO:1904181,Positive Regulation Of Membrane Depolarization,KDR,0.0340336176391861
BP,GO:0007599,Hemostasis,VWF,0.0340336176391861
BP,GO:1901165,Positive Regulation Of Trophoblast Cell Migration,VEGFA,0.0340336176391861
BP,GO:1903361,Protein Localization To Basolateral Plasma Membrane,CAV1,0.0340336176391861
BP,GO:1902667,Regulation Of Axon Guidance,VEGFA,0.0340336176391861
BP,GO:0060353,Regulation Of Cell Adhesion Molecule Production,CAV1,0.0340336176391861
BP,GO:0022607,Cellular Component Assembly,"OCLN, SLC2A1, LAMC1",0.0356599317668088
BP,GO:0050678,Regulation Of Epithelial Cell Proliferation,"LAMC1, VEGFA",0.0365847141648521
BP,GO:0043406,Positive Regulation Of MAP Kinase Activity,"ADAM9, VEGFA",0.0365847141648521
BP,GO:0006936,Muscle Contraction,"ROCK1, ROCK2",0.0366987299231945
BP,GO:0070099,Regulation Of Chemokine-Mediated Signaling Pathway,HIF1A,0.0366987299231945
BP,GO:1905005,Regulation Of Epithelial To Mesenchymal Transition Involved In Endocardial Cushion Formation,ENG,0.0366987299231945
BP,GO:0010637,Negative Regulation Of Mitochondrial Fusion,TFRC,0.0366987299231945
BP,GO:0006527,Arginine Catabolic Process,NOS3,0.0366987299231945
BP,GO:0015801,Aromatic Amino Acid Transport,SLC7A5,0.0366987299231945
BP,GO:0140058,Neuron Projection Arborization,ROCK1,0.0366987299231945
BP,GO:0032429,Regulation Of Phospholipase A2 Activity,LRP1,0.0366987299231945
BP,GO:0003230,Cardiac Atrium Development,ENG,0.0366987299231945
BP,GO:1905247,Positive Regulation Of Aspartic-Type Peptidase Activity,ROCK2,0.0366987299231945
BP,GO:0060977,Coronary Vasculature Morphogenesis,VEGFA,0.0366987299231945
BP,GO:0007253,Cytoplasmic Sequestering Of NF-kappaB,NFKBIA,0.0366987299231945
BP,GO:0062043,Positive Regulation Of Cardiac Epithelial To Mesenchymal Transition,ENG,0.0366987299231945
BP,GO:0000101,Sulfur Amino Acid Transport,SLC7A5,0.0366987299231945
BP,GO:0070327,Thyroid Hormone Transport,SLC7A5,0.0366987299231945
BP,GO:0010831,Positive Regulation Of Myotube Differentiation,MMP14,0.0366987299231945
BP,GO:0060841,Venous Blood Vessel Development,ENG,0.0366987299231945
BP,GO:0003222,Ventricular Trabecula Myocardium Morphogenesis,ENG,0.0366987299231945
BP,GO:1900748,Positive Regulation Of Vascular Endothelial Growth Factor Signaling Pathway,VEGFA,0.0366987299231945
BP,GO:0070486,Leukocyte Aggregation,JAM2,0.0366987299231945
BP,GO:0051451,Myoblast Migration,ROCK1,0.0366987299231945
BP,GO:0060392,Negative Regulation Of SMAD Protein Signal Transduction,LRP1,0.0366987299231945
BP,GO:0098909,Regulation Of Cardiac Muscle Cell Action Potential Involved In Regulation Of Contraction,CAV1,0.0366987299231945
BP,GO:0090100,Positive Regulation Of Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway,"CDH5, ENG",0.0369727767843235
BP,GO:0051246,Regulation Of Protein Metabolic Process,"NFKBIA, ROCK2",0.0376089898157154
BP,GO:0000165,MAPK Cascade,"KDR, MAPK1",0.0388899976447902
BP,GO:0120162,Positive Regulation Of Cold-Induced Thermogenesis,"CAV1, VEGFA",0.0388899976447902
BP,GO:0045597,Positive Regulation Of Cell Differentiation,"KDR, LAMC1, NID1",0.0389838071090677
BP,GO:1902950,Regulation Of Dendritic Spine Maintenance,FYN,0.0389838071090677
BP,GO:1903596,Regulation Of Gap Junction Assembly,CAV1,0.0389838071090677
BP,GO:1903204,Negative Regulation Of Oxidative Stress-Induced Neuron Death,HIF1A,0.0389838071090677
BP,GO:1905165,Regulation Of Lysosomal Protein Catabolic Process,LRP1,0.0389838071090677
BP,GO:0048548,Regulation Of Pinocytosis,CAV1,0.0389838071090677
BP,GO:1902965,Regulation Of Protein Localization To Early Endosome,ROCK2,0.0389838071090677
BP,GO:0071679,Commissural Neuron Axon Guidance,VEGFA,0.0389838071090677
BP,GO:1903589,Positive Regulation Of Blood Vessel Endothelial Cell Proliferation Involved In Sprouting Angiogenesis,VEGFA,0.0389838071090677
BP,GO:0070837,Dehydroascorbic Acid Transport,SLC2A1,0.0389838071090677
BP,GO:2000049,Positive Regulation Of Cell-Cell Adhesion Mediated By Cadherin,TJP1,0.0389838071090677
BP,GO:0035767,Endothelial Cell Chemotaxis,VEGFA,0.0389838071090677
BP,GO:0003198,Epithelial To Mesenchymal Transition Involved In Endocardial Cushion Formation,ENG,0.0389838071090677
BP,GO:0035886,Vascular Associated Smooth Muscle Cell Differentiation,ENG,0.0389838071090677
BP,GO:0090037,Positive Regulation Of Protein Kinase C Signaling,VEGFA,0.0389838071090677
BP,GO:1902966,Positive Regulation Of Protein Localization To Early Endosome,ROCK2,0.0389838071090677
BP,GO:1905668,Positive Regulation Of Protein Localization To Endosome,ROCK2,0.0389838071090677
BP,GO:0007595,Lactation,VEGFA,0.0389838071090677
BP,GO:0015824,Proline Transport,SLC7A5,0.0389838071090677
BP,GO:0042117,Monocyte Activation,ADAM9,0.0389838071090677
BP,GO:1903069,Regulation Of ER-associated Ubiquitin-Dependent Protein Catabolic Process,CAV1,0.0389838071090677
BP,GO:1902959,Regulation Of Aspartic-Type Endopeptidase Activity Involved In Amyloid Precursor Protein Catabolic Process,ROCK2,0.0389838071090677
BP,GO:0055074,Calcium Ion Homeostasis,"CDH5, CAV1",0.0393774638461271
BP,GO:0051592,Response To Calcium Ion,"CAV1, ADAM9",0.0421244814892011
BP,GO:0017148,Negative Regulation Of Translation,"ROCK1, ROCK2",0.0421244814892011
BP,GO:0010508,Positive Regulation Of Autophagy,"ROCK1, KDR",0.0421244814892011
BP,GO:1905953,Negative Regulation Of Lipid Localization,NFKBIA,0.0421244814892011
BP,GO:0048593,Camera-Type Eye Morphogenesis,VEGFA,0.0421244814892011
BP,GO:0048745,Smooth Muscle Tissue Development,ENG,0.0421244814892011
BP,GO:0033572,Transferrin Transport,TFRC,0.0421244814892011
BP,GO:0009914,Hormone Transport,SLC7A5,0.0421244814892011
BP,GO:0030949,Positive Regulation Of Vascular Endothelial Growth Factor Receptor Signaling Pathway,HIF1A,0.0421244814892011
BP,GO:0015820,Leucine Transport,SLC7A5,0.0421244814892011
BP,GO:2001214,Positive Regulation Of Vasculogenesis,KDR,0.0421244814892011
BP,GO:0044539,Long-Chain Fatty Acid Import Into Cell,SLC2A1,0.0421244814892011
BP,GO:0014812,Muscle Cell Migration,ROCK1,0.0421244814892011
BP,GO:2000048,Negative Regulation Of Cell-Cell Adhesion Mediated By Cadherin,VEGFA,0.0421244814892011
BP,GO:0009893,Positive Regulation Of Metabolic Process,"CAV1, VEGFA",0.0421825860883049
BP,GO:1902075,Cellular Response To Salt,"ROCK2, FYN",0.0428128378756463
BP,GO:0050728,Negative Regulation Of Inflammatory Response,"CDH5, FYN",0.0436761796710491
BP,GO:0090101,Negative Regulation Of Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway,"LRP1, CAV1",0.0436761796710491
BP,GO:0017015,Regulation Of Transforming Growth Factor Beta Receptor Signaling Pathway,"CAV1, ENG",0.0436761796710491
BP,GO:0006816,Calcium Ion Transport,"CAV1, FYN",0.0436761796710491
BP,GO:0071345,Cellular Response To Cytokine Stimulus,"NFKBIA, AQP4, HIF1A",0.0436761796710491
BP,GO:0060394,Negative Regulation Of Pathway-Restricted SMAD Protein Phosphorylation,LRP1,0.0436761796710491
BP,GO:0032368,Regulation Of Lipid Transport,LRP1,0.0436761796710491
BP,GO:0051900,Regulation Of Mitochondrial Depolarization,KDR,0.0436761796710491
BP,GO:0006525,Arginine Metabolic Process,NOS3,0.0436761796710491
BP,GO:0071711,Basement Membrane Organization,NID1,0.0436761796710491
BP,GO:0010517,Regulation Of Phospholipase Activity,LRP1,0.0436761796710491
BP,GO:0015803,Branched-Chain Amino Acid Transport,SLC7A5,0.0436761796710491
BP,GO:0071492,Cellular Response To UV-A,MMP2,0.0436761796710491
BP,GO:0036295,Cellular Response To Increased Oxygen Levels,CAV1,0.0436761796710491
BP,GO:0045579,Positive Regulation Of B Cell Differentiation,MMP14,0.0436761796710491
BP,GO:0019430,Removal Of Superoxide Radicals,NOS3,0.0436761796710491
BP,GO:0043401,Steroid Hormone Mediated Signaling Pathway,MAPK1,0.0436761796710491
BP,GO:0043129,Surfactant Homeostasis,VEGFA,0.0436761796710491
BP,GO:1905954,Positive Regulation Of Lipid Localization,LRP1,0.0436761796710491
BP,GO:0051770,Positive Regulation Of Nitric-Oxide Synthase Biosynthetic Process,KDR,0.0436761796710491
BP,GO:0050930,Induction Of Positive Chemotaxis,VEGFA,0.0436761796710491
BP,GO:0019065,Receptor-Mediated Endocytosis Of Virus By Host Cell,CAV1,0.0436761796710491
BP,GO:0030224,Monocyte Differentiation,VEGFA,0.0436761796710491
BP,GO:1905664,Regulation Of Calcium Ion Import Across Plasma Membrane,FYN,0.0436761796710491
BP,GO:0010665,Regulation Of Cardiac Muscle Cell Apoptotic Process,ENG,0.0436761796710491
BP,GO:0043405,Regulation Of MAP Kinase Activity,"ADAM9, VEGFA",0.0436761796710491
BP,GO:0034599,Cellular Response To Oxidative Stress,"MAPK1, HIF1A",0.0456417915557414
BP,GO:0071902,Positive Regulation Of Protein Serine/Threonine Kinase Activity,"ADAM9, VEGFA",0.0456417915557414
BP,GO:0001819,Positive Regulation Of Cytokine Production,"SLC7A5, ROCK2, HIF1A",0.045737411676496
BP,GO:1903649,Regulation Of Cytoplasmic Transport,MAPK1,0.045737411676496
BP,GO:0019217,Regulation Of Fatty Acid Metabolic Process,CAV1,0.045737411676496
BP,GO:0031115,Negative Regulation Of Microtubule Polymerization,CDH5,0.045737411676496
BP,GO:0010642,Negative Regulation Of Platelet-Derived Growth Factor Receptor Signaling Pathway,LRP1,0.045737411676496
BP,GO:1901380,Negative Regulation Of Potassium Ion Transmembrane Transport,CAV1,0.045737411676496
BP,GO:1903427,Negative Regulation Of Reactive Oxygen Species Biosynthetic Process,FYN,0.045737411676496
BP,GO:0010635,Regulation Of Mitochondrial Fusion,TFRC,0.045737411676496
BP,GO:1903817,Negative Regulation Of Voltage-Gated Potassium Channel Activity,CAV1,0.045737411676496
BP,GO:1905145,Cellular Response To Acetylcholine,ROCK2,0.045737411676496
BP,GO:0070302,Regulation Of Stress-Activated Protein Kinase Signaling Cascade,MAPK1,0.045737411676496
BP,GO:0071451,Cellular Response To Superoxide,NOS3,0.045737411676496
BP,GO:0098911,Regulation Of Ventricular Cardiac Muscle Cell Action Potential,CAV1,0.045737411676496
