ID,logFC
Pcdha10,-0.2547204110723594
Slc7a11,-0.2554326932764169
Slc7a14,-0.2562324379624451
Fam199x,-0.2578853362528232
Calcrl,-0.2582946548245237
Zdhhc13,-0.2596846171536098
Bmi1,-0.2610488498848921
Lpcat2,-0.2611352792366914
Gna13,-0.2619666198234379
Zfp207,-0.2620941167131776
Pik3r3,-0.2624127929136529
R3hdm1,-0.2630766004639601
Spin1,-0.2635532462648794
Fgf12,-0.2636519998216591
Fcho2,-0.2639530609709168
Dnajb4,-0.2648733086447469
Tmem41b,-0.2654931894976612
Asb3,-0.2676200370957822
Hsd17b7,-0.2704991436865203
Arhgap5,-0.2717580877382289
Usp45,-0.2723268018456452
Rpl37rt,-0.27437763077249
Akirin1,-0.2747836450646631
Efcab14,-0.2757599209785307
Rnf141,-0.2789498089886997
Skil,-0.2821005277501789
Nus1,-0.2828455687676096
Pkd2l2,-0.2829656363685796
Ccdc85a,-0.283725883459995
Cggbp1,-0.2838179024562867
Senp7,-0.2855505778571983
Dtna,-0.2877748896666809
Gpr137c,-0.2880513014367605
Mtmr10,-0.2915058993447216
B230219d22rik,-0.2949770108039522
Sp3,-0.2956468354134354
Cbfb,-0.3018131613387216
Zdbf2,-0.3030636176003294
Slc9a6,-0.3055129791722207
Gria3,-0.3060376087108439
Zmym2,-0.3064576154516352
Chpt1,-0.3090738085940596
Gm10033,-0.3103560361066604
Mfsd14b,-0.3119092067987706
Igip,-0.3120805638145958
Nr3c1,-0.3137229359224004
Gpm6b,-0.3144801952825384
Mbtps2,-0.3166882075761466
Ctdspl2,-0.3169213514187016
Bdnf,-0.3171472641229688
Fut9,-0.31754034874191
Ccnd2,-0.3183696038606974
Fpgt,-0.3207209220846188
Erbin,-0.3210460854662084
Rhoq,-0.3239824239248813
Tmem170b,-0.3248289303139983
Slc33a1,-0.3259853358446313
Golph3,-0.3263711396116904
Nfatc3,-0.3266157095800343
Ptchd1,-0.3279949089114845
Spock3,-0.329513263103219
Pank3,-0.3329032924171786
Alg11,-0.3355015842536845
Dennd1b,-0.3357110688218476
Sox2ot,-0.3377872185697351
Agmo,-0.3386383871061815
Dr1,-0.3388732883697467
Chuk,-0.3395622059967075
Mbnl1,-0.3416777127936741
Cep85l,-0.3433089462523215
Lipo3,-0.3433510580771257
B3galt2,-0.3437392794015793
Glrb,-0.3453243728216492
Sema6d,-0.3475683597912011
Ugp2,-0.347845264302185
Wwtr1,-0.3503941551540906
Zbtb33,-0.3504120568548342
Ppp1cb,-0.35046243889106
Sipa1l3,-0.3541040247665047
Pum2,-0.3570070494510012
Bmp2k,-0.3576152639956049
Csde1,-0.3592863291180225
Tmem30a,-0.3655559727231406
Slc16a1,-0.3685314607302296
Btaf1,-0.3694025963256246
Abcb7,-0.370644139313236
Tmem106b,-0.3714807424838622
Mob4,-0.3743499319746676
Crem,-0.377041299798125
Tnfaip8l3,-0.3778717562
Nfil3,-0.3790279650971892
Eif5a2,-0.3816083954044151
Gpr22,-0.3826021609880627
Lgr4,-0.3827585513779784
Rb1,-0.3852655442960719
Rfx4,-0.3889834697992395
Pls1,-0.3906354039224382
Lims1,-0.3908792143135985
Ncapg2,-0.3920793299135687
Pip4p2,-0.3924481184800577
Bmt2,-0.4002758547796878
Tmem263,-0.4040799418144971
Hhip,-0.4080068046228554
Plekhm3,-0.4162166571582189
Egr2,-0.4164034682680435
Ids,-0.417221372685513
Bclaf3,-0.4243641203136027
Trnt1,-0.4254200770903917
Lcorl,-0.4282696445759643
Ro60,-0.4288160821599822
Lrrc58,-0.4294522084430714
1700066m21rik,-0.4370030955341434
Tmed7,-0.4380203706516045
Neto2,-0.4798706862788407
Klhl15,-0.5072400533712628
Gm12657,-0.6178675077057606
