Category,ID,Term,Genes,adj_pval
BP,GO:0051130,Positive Regulation Of Cellular Component Organization,"LRP1, TFRC, VEGFA",0.0025977531541156
BP,GO:0070371,ERK1 And ERK2 Cascade,"KDR, MAPK1",0.0027199955709346
BP,GO:1901889,Negative Regulation Of Cell Junction Assembly,"ROCK1, ROCK2",0.0027199955709346
BP,GO:0007169,Transmembrane Receptor Protein Tyrosine Kinase Signaling Pathway,"KDR, MAPK1, FYN, VEGFA",0.0028518986656465
BP,GO:0051497,Negative Regulation Of Stress Fiber Assembly,"TJP1, F11R",0.0028966079972699
BP,GO:0070167,Regulation Of Biomineral Tissue Development,"ROCK1, ROCK2",0.0028966079972699
BP,GO:0045616,Regulation Of Keratinocyte Differentiation,"ROCK1, ROCK2",0.0030847942245377
BP,GO:0032231,Regulation Of Actin Filament Bundle Assembly,"ROCK1, ROCK2",0.0030847942245377
BP,GO:0006898,Receptor-Mediated Endocytosis,"LRP1, TFRC, CAV1",0.0030847942245377
BP,GO:0050679,Positive Regulation Of Epithelial Cell Proliferation,"KDR, HIF1A, VEGFA",0.0031194548413165
BP,GO:2000145,Regulation Of Cell Motility,"ROCK1, ROCK2, FYN",0.0031194548413165
BP,GO:0007167,Enzyme-Linked Receptor Protein Signaling Pathway,"LRP1, KDR, FYN",0.0031740829812414
BP,GO:0030865,Cortical Cytoskeleton Organization,"ROCK1, ROCK2",0.0032365082511383
BP,GO:0061028,Establishment Of Endothelial Barrier,"TJP1, F11R",0.0034399555661007
BP,GO:0032232,Negative Regulation Of Actin Filament Bundle Assembly,"TJP1, F11R",0.0034399555661007
BP,GO:0007178,Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway,"CLDN5, ADAM9, ENG",0.0035539200884399
BP,GO:0010950,Positive Regulation Of Endopeptidase Activity,"ROCK2, FYN",0.0036470683111955
BP,GO:0090049,Regulation Of Cell Migration Involved In Sprouting Angiogenesis,"KDR, VEGFA",0.0038809331438021
BP,GO:0072659,Protein Localization To Plasma Membrane,"ROCK1, ROCK2, F11R",0.0040408778908164
BP,GO:0031327,Negative Regulation Of Cellular Biosynthetic Process,"ROCK2, CAV1, FYN",0.0040408778908164
BP,GO:0031952,Regulation Of Protein Autophosphorylation,"VEGFA, ENG",0.0040716874916196
BP,GO:0038061,NIK/NF-kappaB Signaling,"NFKBIA, NFKB2",0.0042889103346419
BP,GO:0055001,Muscle Cell Development,"VEGFA, ENG",0.0042889103346419
BP,GO:1903670,Regulation Of Sprouting Angiogenesis,"TJP1, VEGFA",0.0045092306034812
BP,GO:1902003,Regulation Of Amyloid-Beta Formation,"ROCK1, ROCK2",0.0045092306034812
BP,GO:0031331,Positive Regulation Of Cellular Catabolic Process,"ROCK1, ADAM9, HIF1A",0.0046920434341158
BP,GO:1904646,Cellular Response To Amyloid-Beta,"LRP1, FYN",0.0047056330856189
BP,GO:0035924,Cellular Response To Vascular Endothelial Growth Factor Stimulus,"KDR, VEGFA",0.0047056330856189
